Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin
3045056000993427,3,4,50,56,99,3427,3,1,419,1,,6.0,1.5,1.5,2.0,18.0,18.0,18.0,18.0,18.0,18.0,,1692.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,1692.0,,,1,1,1,18.0,18.0,,100.0,,,,,1,0,,,,,,,1,108.0,2.0,108.0,2.0,,,,,1,0.0,,,1.0,27.0,5.0,4.0,,,,,,,,,,27.0,,,419,1.0,,,4,1538.18181818182,,0.0,,,,,,,,6,18.0,,,,18.0,,,18.0,18.0,18.0,1,1.0
3045056000993427,3,4,50,56,99,3427,4,2,419,1,,6.0,1.5,1.5,2.0,23.0,23.0,23.0,23.0,23.0,23.0,,2162.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2162.0,,,1,1,1,23.0,23.0,,100.0,,,,,1,0,,,,,,,1,184.0,2.0,184.0,2.0,,,,,1,0.0,,,1.0,34.5,5.0,4.0,,,,,,,,,,46.0,,,419,1.0,,,4,1965.4545454545496,,0.0,,,,,,,,6,23.0,,,,23.0,,,23.0,23.0,23.0,1,1.0
3045056000993427,3,4,50,56,99,3427,5,3,419,1,,0.0,1.5,1.5,2.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,56.0,56.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,112.0,,,419,1.0,,,4,,,,,,,,,,,0,56.0,,,,56.0,,,56.0,,,1,1.0
3045056000993427,3,4,50,56,99,3427,6,4,419,1,,6.0,1.5,1.5,2.0,32.0,32.0,32.0,32.0,32.0,32.0,,3008.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,3008.0,,,1,1,1,32.0,32.0,,100.0,,,,,1,0,,,,,,,1,256.0,2.0,256.0,2.0,,,,,1,0.0,,,1.0,48.0,5.0,4.0,,,,,,,,,,64.0,,,419,1.0,,,4,2734.54545454545,,0.0,,,,,,,,6,32.0,,,,32.0,,,32.0,32.0,32.0,1,1.0
3045056000993427,3,4,50,56,99,3427,7,5,419,1,,6.0,1.5,1.5,2.0,53.0,53.0,53.0,53.0,53.0,53.0,,4982.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,4982.0,,,1,1,1,53.0,53.0,,100.0,,,,,1,0,,,,,,,1,371.0,2.0,371.0,2.0,,,,,1,0.0,,,1.0,79.5,5.0,4.0,,,,,,,,,,106.0,,,419,1.0,,,4,4529.09090909091,,0.0,,,,,,,,6,53.0,,,,53.0,,,53.0,53.0,53.0,1,1.0
3045056000993427,3,4,50,56,99,3427,8,6,419,1,,6.0,1.5,1.5,2.0,212.0,212.0,212.0,212.0,212.0,212.0,,19928.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,19928.0,,,1,1,1,212.0,212.0,,100.0,,,,,1,0,,,,,,,1,3500.0,2.0,3500.0,2.0,,,,,1,0.0,,,1.0,318.0,5.0,4.0,,,,,,,,,,200.0,,,419,1.0,,,4,18116.3636363636,,0.0,,,,,,,,6,212.0,,,,212.0,,,212.0,212.0,212.0,1,1.0
3045056000993427,3,4,50,56,99,3427,9,7,419,1,,6.0,1.5,1.5,2.0,22.0,22.0,22.0,22.0,22.0,22.0,,2105.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2105.0,,,1,1,1,22.0,22.0,,100.0,,,,,1,0,,,,,,,1,112.0,2.0,112.0,2.0,,,,,1,0.0,,,1.0,33.75,5.0,4.0,,,,,,,,,,45.0,,,419,1.0,,,4,1913.63636363636,,0.0,,,,,,,,6,22.0,,,,22.0,,,22.0,22.0,22.0,1,1.0
3045056000993427,3,4,50,56,99,3427,10,8,419,1,,6.0,1.5,1.5,2.0,22808.0,22808.0,22808.0,22808.0,22808.0,22808.0,,2143999.0,43.0,2000.0,12.0,7.0,,,,,,,,,,,,2143999.0,,,1,1,1,22808.0,22808.0,,100.0,,,,,1,0,,,,,,,1,136851.0,2.0,136851.0,2.0,,,,,1,0.0,,,1.0,34212.75,5.0,4.0,,,,,,,,,,424.0,,,419,1.0,,,4,1949090.0,,0.0,,,,,,,,6,22808.0,,,,22808.0,,,22808.0,22808.0,22808.0,1,1.0
3045102000190001,3,4,51,2,19,1,1,1,419,1,,5.0,1.0,1.0,3.0,20.0,20.0,20.0,20.0,20.0,20.0,,2600.0,43.0,2000.0,12.0,7.0,2600.0,43.0,2000.0,12.0,100.0,,,,,,,,,,0,0,1,20.0,20.0,100.0,,,,,,1,0,,,,,,,1,,,150.0,3.0,90.0,5.0,,,1,0.0,,,1.0,90.0,5.0,4.0,90.0,5.0,4.0,,,,,,,4.0,,,419,1.0,,,4,2363.6363636363603,2363.6363636363603,0.0,,,,,,,,5,20.0,,,,,20.0,,20.0,20.0,20.0,1,30.110743116877106
3045102000190004,3,4,51,2,19,4,1,1,419,1,,6.0,1.0,1.0,2.0,36.0,36.0,36.0,36.0,36.0,36.0,,3505.0,43.0,2000.0,12.0,7.0,3505.0,43.0,2000.0,12.0,100.0,,,,,,,,,,0,0,1,36.0,36.0,100.0,,,,,,1,0,,,,,,,1,220.0,3.0,175.0,3.0,,,108.0,3.0,1,0.0,,,1.0,225.0,5.0,2.0,30.0,2.0,3.0,120.0,5.0,2.0,,,,12.0,,,419,1.0,,,4,3186.36363636364,3186.36363636364,0.0,,,,,,,,6,36.0,,,,36.0,,,36.0,36.0,36.0,1,17.1733082752915
