Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin
12095002051510012,12,9,50,2,5151,12,2,1,548,1,,1,3.0,1.0,20.0,6.0,6.0,6.0,6.0,6.0,,1000.0,35.0,100.0,2.0,2.0,1000.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,900.0,2.0,1800.0,2.0,,,,,1,0.0,,,1.0,30.0,5.0,2.0,,,,6.0,5.0,2.0,,,,2.0,,1,6.0,6.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,45.454545454545496,0.0,,,,,,,,,,6.0,,,45.454545454545496,,6.0,6.0,1,4.23306846934947
12095002051510013,12,9,50,2,5151,13,1,1,548,1,,1,3.0,1.0,20.0,6.0,2.0,2.0,1.0,1.0,3.0,80.0,35.0,100.0,2.0,2.0,80.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,3.63636363636364,1.0,1.0,,,1.0,,,,,,2.0,,,3.63636363636364,,2.0,2.0,1,25.9939733892574
12095002051510015,12,9,50,2,5151,15,1,1,548,1,,1,3.0,1.0,20.0,6.0,5.0,5.0,5.0,5.0,,450.0,35.0,100.0,2.0,2.0,450.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,750.0,2.0,,,,,1,0.0,,,1.0,20.0,5.0,2.0,,,,6.0,5.0,2.0,,,,,,1,5.0,5.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,,,5.0,,,20.4545454545455,,5.0,5.0,1,30.5984674363309
12095002051510016,12,9,50,2,5151,16,1,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,220.0,35.0,100.0,2.0,2.0,220.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1500.0,2.0,600.0,2.0,,,,,1,0.0,,,1.0,18.0,5.0,2.0,,,,3.0,5.0,2.0,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,10.0,0.0,,,,,,,,,,3.0,,,10.0,,3.0,3.0,1,39.81206728988969
12095002051510017,12,9,50,2,5151,17,1,1,548,1,,1,3.0,1.0,20.0,6.0,1.5,1.5,1.5,1.5,,120.0,35.0,100.0,2.0,2.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1000.0,2.0,,,,,,,1,0.0,,,1.0,6.0,5.0,2.0,0.5,5.0,2.0,,,,,,,,,1,1.5,1.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,5.4545454545454515,0.0,,,,,,,,,,1.5,,,5.4545454545454515,,1.5,1.5,1,67.9717402028459
12095002054210002,12,9,50,2,5421,2,1,1,548,1,,1,3.0,1.0,20.0,6.0,1.0,1.0,1.0,1.0,,60.0,35.0,100.0,2.0,2.0,58.0,35.0,100.0,2.0,100.0,,,,,2.0,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,,,100.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,1.0,5.0,5.0,,,,,,,1.0,,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,2.7272727272727297,0.0,,,,,,,,,,1.0,,,2.63636363636364,,1.0,1.0,1,12.0373296041596
12095002054210003,12,9,50,2,5421,3,1,1,548,1,,1,1.0,1.0,20.0,6.0,1.0,1.0,1.0,1.0,,95.0,35.0,100.0,2.0,4.0,92.0,35.0,100.0,2.0,100.0,,,,,,3.0,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,250.0,2.0,,,,,1,0.0,,,1.0,50.0,2.0,3.0,,,,,,,,,,,,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,4.31818181818182,0.0,,,,,,,,1.0,,,,,4.18181818181818,,1.0,1.0,1,2.85198395784582
12095002054210007,12,9,50,2,5421,7,3,2,548,1,,1,3.0,5.0,20.0,8.0,2.0,2.0,2.0,2.0,,200.0,35.0,100.0,2.0,2.0,160.0,35.0,100.0,2.0,100.0,,,,,40.0,,,,,0,0,1,1,2.0,,100.0,,,,,1,0,,,,,,,1,400.0,2.0,200.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,4.0,2.0,5.0,2.0,,,,,,,,,1,2.0,2.0,5.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,2.0,,,7.27272727272727,2.0,2.0,2.0,1,78.3705306384352
12095002054210007,12,9,50,2,5421,7,3,1,548,1,,1,3.0,1.0,20.0,4.0,2.0,2.0,2.0,2.0,,160.0,35.0,100.0,2.0,2.0,140.0,35.0,100.0,2.0,100.0,,,,,20.0,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,400.0,2.0,200.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,4.0,2.0,5.0,2.0,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,7.27272727272727,0.0,,,,,,,,,,2.0,,,6.36363636363636,,2.0,2.0,1,78.3705306384352
12095002054210008,12,9,50,2,5421,8,2,1,548,1,,1,3.0,1.0,20.0,6.0,2.0,1.4112,2.0,1.4112,,150.0,35.0,100.0,2.0,2.0,150.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,450.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,0.5,5.0,2.0,,,,,,1,2.0,1.4112,1.0,1.0,548.0,,548.0,,2.0,,4.0,6.81818181818182,0.0,,,,,,,,,,1.4112,,,6.81818181818182,,1.4112,1.4112,1,14.356537907187299
12095002054210010,12,9,50,2,5421,10,2,1,548,1,,1,3.0,1.0,20.0,7.0,1.0,1.0,1.0,1.0,,40.0,35.0,100.0,2.0,2.0,40.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,50.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,0.5,5.0,2.0,,,,,,,,,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,1.81818181818182,0.0,,,,,,,,,,1.0,,,1.81818181818182,,1.0,1.0,1,78.0072946416117
12095002058850001,12,9,50,2,5885,1,1,1,548,1,,1,3.0,1.0,20.0,5.0,3.0,3.0,3.0,3.0,,200.0,35.0,100.0,2.0,2.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1200.0,2.0,,,,,,,1,0.0,,,1.0,6.0,5.0,2.0,2.0,5.0,5.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,3.0,,,9.09090909090909,,3.0,3.0,1,2.05341756950391
12095002058850003,12,9,50,2,5885,3,1,1,548,1,,1,3.0,1.0,20.0,6.0,7.0,7.0,7.0,7.0,,450.0,35.0,100.0,2.0,2.0,450.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1050.0,2.0,525.0,2.0,,,,,1,0.0,,,1.0,14.0,5.0,4.0,7.0,5.0,2.0,,,,,,,,,1,7.0,7.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,,,7.0,,,20.4545454545455,,7.0,7.0,1,28.375561649694
12095002058850003,12,9,50,2,5885,3,2,2,548,1,,1,3.0,1.0,20.0,6.0,8.0,8.0,8.0,8.0,,500.0,35.0,100.0,2.0,2.0,500.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1200.0,2.0,600.0,2.0,,,,,1,0.0,,,1.0,16.0,5.0,4.0,8.0,5.0,2.0,,,,,,,,,1,8.0,8.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,22.7272727272727,0.0,,,,,,,,,,8.0,,,22.7272727272727,,8.0,8.0,1,31.3592636089485
12095002058850004,12,9,50,2,5885,4,1,1,548,1,,1,3.0,1.0,20.0,6.0,7.0,7.0,7.0,7.0,,480.0,35.0,100.0,2.0,6.0,470.0,35.0,100.0,2.0,100.0,,5.0,,,5.0,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1400.0,2.0,,,,,,,1,0.0,,,1.0,14.0,5.0,2.0,5.0,5.0,2.0,,,,,,,,,1,7.0,7.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,21.818181818181802,0.0,,,,,,,,,,7.0,,,21.3636363636364,,7.0,7.0,1,34.5209568994109
12095002058850004,12,9,50,2,5885,4,2,2,548,1,,1,3.0,1.0,20.0,6.0,7.0,7.0,7.0,7.0,,480.0,35.0,100.0,2.0,6.0,470.0,35.0,100.0,2.0,100.0,,5.0,,,5.0,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1400.0,2.0,,,,,,,1,0.0,,,1.0,14.0,5.0,2.0,5.0,5.0,2.0,,,,,,,,,1,7.0,7.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,21.818181818181802,0.0,,,,,,,,,,7.0,,,21.3636363636364,,7.0,7.0,1,35.107555634351
12095002058850007,12,9,50,2,5885,7,1,1,548,1,,1,3.0,1.0,20.0,6.0,6.0,6.0,6.0,6.0,,350.0,35.0,100.0,2.0,2.0,350.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,900.0,2.0,,,,,,,1,0.0,,,1.0,6.0,5.0,4.0,3.0,5.0,2.0,,,,,,,,,1,6.0,6.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,15.909090909090901,0.0,,,,,,,,,,6.0,,,15.909090909090901,,6.0,6.0,1,28.0556490098452
12095002060260002,12,9,50,2,6026,2,1,1,548,1,,1,3.0,1.0,20.0,6.0,4.0,4.0,4.0,4.0,,300.0,35.0,100.0,2.0,6.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1400.0,2.0,,,,,,,1,0.0,,,1.0,12.75,5.0,2.0,2.0,5.0,2.0,,,,,,,,,1,4.0,4.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,,4.0,,,13.6363636363636,,4.0,4.0,1,22.2466401316196
12095002060260007,12,9,50,2,6026,7,1,1,548,1,,1,3.0,1.0,20.0,7.0,3.0,3.0,3.0,3.0,,240.0,35.0,100.0,2.0,6.0,240.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,1,,,,,2.0,1.0,1,250.0,2.0,250.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,1.0,2.0,5.0,2.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,,,3.0,,,10.909090909090901,,3.0,3.0,1,56.422724923408786
12095002060260008,12,9,50,2,6026,8,1,1,548,1,,1,2.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,150.0,35.0,100.0,2.0,2.0,150.0,35.0,100.0,2.0,100.0,,,,,,,,,,1,1,6,0,,,,,,,,1,1,,,,,2.0,1.0,1,700.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,2.0,2.0,5.0,2.0,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,6.81818181818182,0.0,,,,,,,,,2.0,,,,6.81818181818182,,2.0,2.0,1,25.0248442787099
12095002060260009,12,9,50,2,6026,9,1,1,548,1,,1,3.0,1.0,20.0,5.0,1.5,1.5,1.5,1.5,,200.0,35.0,100.0,2.0,2.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,150.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,,,,,,,,,,,,1,1.5,1.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,1.5,,,9.09090909090909,,1.5,1.5,1,85.2792964612766
12095002060260010,12,9,50,2,6026,10,1,1,548,1,,1,3.0,1.0,20.0,4.0,4.0,4.0,4.0,4.0,,300.0,35.0,100.0,2.0,6.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1600.0,2.0,,,,,,,1,0.0,,,1.0,4.0,5.0,4.0,2.0,5.0,2.0,,,,,,,,,1,4.0,4.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,,4.0,,,13.6363636363636,,4.0,4.0,1,33.9242050814227
12095002060260011,12,9,50,2,6026,11,1,1,548,1,,1,3.0,1.0,20.0,6.0,15.0,15.0,15.0,15.0,,2250.0,35.0,100.0,2.0,6.0,2250.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,8000.0,2.0,,,,,,,1,0.0,,,1.0,7.0,5.0,2.0,3.0,5.0,2.0,10.0,5.0,2.0,,,,4.0,,0,,,,,,,548.0,,2.0,,4.0,102.272727272727,0.0,,,,,,,,,,15.0,,,102.272727272727,,15.0,15.0,1,47.2683133556285
12095002061690001,12,9,50,2,6169,1,1,1,548,1,,1,3.0,1.0,20.0,6.0,15.0,15.0,15.0,15.0,,1500.0,35.0,100.0,2.0,6.0,1500.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,7500.0,2.0,,,,,,,1,0.0,,,1.0,64.0,5.0,2.0,12.0,5.0,2.0,,,,,,,10.0,1.0,1,15.0,15.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,68.1818181818182,0.0,,,,,,,,,,15.0,,,68.1818181818182,,15.0,15.0,1,52.6986625061341
12095002061690001,12,9,50,2,6169,1,3,2,548,1,,1,1.0,1.0,20.0,6.0,5.0,5.0,5.0,5.0,,500.0,35.0,100.0,2.0,6.0,500.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2500.0,2.0,,,,,,,1,0.0,,,1.0,20.0,5.0,2.0,3.0,5.0,2.0,,,,,,,,1.0,1,5.0,5.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,22.7272727272727,0.0,,,,,,,,5.0,,,,,22.7272727272727,,5.0,5.0,1,53.5103168434902
12095002061690002,12,9,50,2,6169,2,1,1,548,1,,1,3.0,1.0,20.0,6.0,8.0,8.0,8.0,8.0,,600.0,35.0,100.0,2.0,6.0,600.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2000.0,2.0,,,,,,,1,0.0,,,1.0,20.0,5.0,2.0,,,,,,,,,,,,1,8.0,8.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,27.2727272727273,0.0,,,,,,,,,,8.0,,,27.2727272727273,,8.0,8.0,1,44.940491166289796
12095002061690003,12,9,50,2,6169,3,1,1,548,1,,1,3.0,1.0,20.0,6.0,2.0,1.4112,2.0,1.4112,,250.0,35.0,100.0,2.0,6.0,250.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,,,,,,,1,0.0,,,1.0,7.0,5.0,2.0,,,,,,,,,,,,1,2.0,1.4112,1.0,1.0,548.0,,548.0,,2.0,,4.0,11.3636363636364,0.0,,,,,,,,,,1.4112,,,11.3636363636364,,1.4112,1.4112,1,66.20525965004501
12095002064280001,12,9,50,2,6428,1,2,1,548,1,,1,3.0,1.0,20.0,6.0,15.0,15.0,15.0,15.0,,1200.0,35.0,100.0,2.0,6.0,1200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,3000.0,2.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,5.0,5.0,2.0,,,,,,,,,1,15.0,15.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,54.545454545454504,0.0,,,,,,,,,,15.0,,,54.545454545454504,,15.0,15.0,1,66.9358068265772
12095002064280003,12,9,50,2,6428,3,1,1,548,1,,1,3.0,1.0,20.0,7.0,5.0,5.0,5.0,5.0,,210.0,35.0,100.0,2.0,1.0,210.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,,,3.5,2.0,,,,,1,0.0,,,1.0,10.0,5.0,1.0,5.0,5.0,1.0,,,,,,,5.0,,1,5.0,5.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.54545454545455,0.0,,,,,,,,,,5.0,,,9.54545454545455,,5.0,5.0,1,47.3990544966586
12095002064280004,12,9,50,2,6428,4,2,1,548,1,,0,2.0,1.0,20.0,5.0,3.0,3.0,3.0,3.0,,300.0,35.0,100.0,2.0,2.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,,,150.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,1.0,1.0,5.0,1.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,3.0,,,,13.6363636363636,,3.0,3.0,1,34.058653028399604
12095002064280005,12,9,50,2,6428,5,2,1,548,1,,1,3.0,1.0,20.0,5.0,4.0,4.0,4.0,4.0,,450.0,35.0,100.0,2.0,2.0,450.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,200.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,4.0,4.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,,,4.0,,,20.4545454545455,,4.0,4.0,1,14.3909833790745
12095002064280006,12,9,50,2,6428,6,1,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,250.0,35.0,100.0,2.0,2.0,250.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,500.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,3.0,1.0,5.0,3.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,11.3636363636364,0.0,,,,,,,,,,3.0,,,11.3636363636364,,3.0,3.0,1,23.037280846649605
12095002064280007,12,9,50,2,6428,7,2,1,548,1,,1,1.0,1.0,20.0,6.0,1.0,1.0,1.0,1.0,,50.0,35.0,100.0,2.0,2.0,50.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,50.0,2.0,25.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,5.0,,,,,,,,,,,,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,2.2727272727272703,0.0,,,,,,,,1.0,,,,,2.2727272727272703,,1.0,1.0,1,27.7052857651505
12095002064400001,12,9,50,2,6440,1,3,1,548,1,,1,1.0,1.0,20.0,6.0,12.5,12.5,12.5,12.5,,625.0,35.0,100.0,2.0,2.0,600.0,35.0,100.0,2.0,100.0,,,25.0,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,4800.0,2.0,,,,,,,1,0.0,,,1.0,50.0,5.0,2.0,3.0,5.0,3.0,,,,,,,,,1,12.5,12.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,28.4090909090909,0.0,,,,,,,,12.5,,,,,27.2727272727273,,12.5,12.5,1,48.3434818317517
12095002064400002,12,9,50,2,6440,2,1,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,300.0,35.0,100.0,2.0,2.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1500.0,2.0,,,,,,,1,0.0,,,1.0,18.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,,3.0,,,13.6363636363636,,3.0,3.0,1,35.4191627333974
12095002064400003,12,9,50,2,6440,3,1,1,548,1,,1,3.0,1.0,20.0,6.0,2.0,2.0,2.0,2.0,,200.0,35.0,100.0,2.0,6.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,800.0,2.0,,,,,,,1,0.0,,,1.0,12.0,5.0,2.0,0.75,5.0,2.0,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,2.0,,,9.09090909090909,,2.0,2.0,1,77.2593124619371
12095002064400004,12,9,50,2,6440,4,1,1,548,1,,1,3.0,1.0,20.0,6.0,2.0,2.0,2.0,2.0,,220.0,35.0,100.0,2.0,6.0,220.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,800.0,2.0,,,,,,,1,0.0,,,1.0,12.0,5.0,2.0,,,,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,10.0,0.0,,,,,,,,,,2.0,,,10.0,,2.0,2.0,1,75.2993818376223
12095002064400006,12,9,50,2,6440,6,1,1,548,1,,1,3.0,1.0,20.0,6.0,5.0,5.0,5.0,5.0,,450.0,35.0,100.0,2.0,2.0,450.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,2500.0,2.0,,,,,,,1,0.0,,,1.0,20.0,5.0,2.0,1.5,5.0,2.0,,,,,,,,,1,5.0,5.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,,,5.0,,,20.4545454545455,,5.0,5.0,1,52.0539753784744
12095002066100001,12,9,50,2,6610,1,1,1,548,1,,1,3.0,1.0,20.0,6.0,9.0,9.0,9.0,9.0,,1600.0,35.0,100.0,2.0,6.0,1600.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,1000.0,2.0,500.0,2.0,,,,,1,0.0,,,1.0,10.0,5.0,2.0,5.0,5.0,2.0,9.0,5.0,2.0,,,,8.0,,1,9.0,9.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,72.7272727272727,0.0,,,,,,,,,,9.0,,,72.7272727272727,,9.0,9.0,1,30.3965912577431
12095002066100003,12,9,50,2,6610,3,1,1,548,1,,1,3.0,1.0,20.0,6.0,3.0,3.0,3.0,3.0,,375.0,35.0,100.0,2.0,2.0,375.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,500.0,2.0,250.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,17.0454545454545,0.0,,,,,,,,,,3.0,,,17.0454545454545,,3.0,3.0,1,43.598855682482395
12095002066100004,12,9,50,2,6610,4,1,1,548,1,,1,2.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,,120.0,35.0,100.0,2.0,6.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,0.5,5.0,1.0,,,,,,,,,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,5.4545454545454515,0.0,,,,,,,,,1.0,,,,5.4545454545454515,,1.0,1.0,1,85.6549764556614
12095002066100005,12,9,50,2,6610,5,1,1,548,1,,1,3.0,1.0,20.0,6.0,3.5,3.5,3.5,3.5,,360.0,35.0,100.0,2.0,2.0,360.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,600.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,4.0,2.0,5.0,2.0,,,,,,,,,1,3.5,3.5,1.0,1.0,548.0,,548.0,,2.0,,4.0,16.363636363636402,0.0,,,,,,,,,,3.5,,,16.363636363636402,,3.5,3.5,1,25.1264460681435
12095002066100006,12,9,50,2,6610,6,1,2,548,1,,1,3.0,8.0,20.0,12.0,2.0,2.0,2.0,2.0,,120.0,35.0,100.0,2.0,2.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,2.0,,100.0,,,,,1,0,,,,,,,1,200.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,1.0,5.0,3.0,,,,,,,,,1,2.0,2.0,8.0,1.0,548.0,,548.0,,2.0,,4.0,5.4545454545454515,0.0,,,,,,,,,,2.0,,,5.4545454545454515,2.0,2.0,2.0,1,10.3945593735144
12095002066100006,12,9,50,2,6610,6,1,1,548,1,,1,3.0,1.0,20.0,5.0,2.0,2.0,2.0,2.0,,150.0,35.0,100.0,2.0,2.0,150.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,200.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,1.0,5.0,3.0,,,,,,,,,1,2.0,2.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,6.81818181818182,0.0,,,,,,,,,,2.0,,,6.81818181818182,,2.0,2.0,1,10.3945593735144
