Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc
17035101244110005,17,3,51,1,24411,5,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14015301033850001,14,1,53,1,3385,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17015401048900003,17,1,54,1,4890,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9115404002530004,9,11,54,4,253,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17035101247370001,17,3,51,1,24737,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17085001024540002,17,8,50,1,2454,2,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4015001014270001,4,1,50,1,1427,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3045001037080008,3,4,50,1,3708,8,0,,,,,,,,,,,,,,,
4055301066190002,4,5,53,1,6619,2,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015901020780002,2,1,59,1,2078,2,0,,,,,,,,,,,,,,,
21045002035630003,21,4,50,2,3563,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2055401127440011,2,5,54,1,12744,11,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9125002088720013,9,12,50,2,8872,13,0,,,,,,,,,,,,,,,
11045701159270002,11,4,57,1,15927,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065501052800001,10,6,55,1,5280,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17018101033370002,17,1,81,1,3337,2,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2055301145720002,2,5,53,1,14572,2,0,,,,,,,,,,,,,,,
11105101052080004,11,10,51,1,5208,4,0,,,,,,,,,,,,,,,
4065001025490001,4,6,50,1,2549,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2075002001830002,2,7,50,2,183,2,0,,,,,,,,,,,,,,,
3015701051640002,3,1,57,1,5164,2,0,,,,,,,,,,,,,,,
13045002070290011,13,4,50,2,7029,11,0,,,,,,,,,,,,,,,
21025001006990002,21,2,50,1,699,2,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6075401007900003,6,7,54,1,790,3,0,,,,,,,,,,,,,,,
17095002001880001,17,9,50,2,188,1,0,,,,,,,,,,,,,,,
12085002069670021,12,8,50,2,6967,21,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5075001012810001,5,7,50,1,1281,1,0,,,,,,,,,,,,,,,
4065001052830009,4,6,50,1,5283,9,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7125102018350003,7,12,51,2,1835,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12075404000020009,12,7,54,4,2,9,0,,,,,,,,,,,,,,,
17025201113450002,17,2,52,1,11345,2,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8045002144520005,8,4,50,2,14452,5,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4015701008500004,4,1,57,1,850,4,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14065501045320007,14,6,55,1,4532,7,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1145001047410004,1,14,50,1,4741,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025001156360001,2,2,50,1,15636,1,0,,,,,,,,,,,,,,,
24015302001770001,24,1,53,2,177,1,0,,,,,,,,,,,,,,,
17017101168940003,17,1,71,1,16894,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1085202000820001,1,8,52,2,82,1,0,,,,,,,,,,,,,,,
17017101159230003,17,1,71,1,15923,3,0,,,,,,,,,,,,,,,
17025201121180005,17,2,52,1,12118,5,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14015601025320005,14,1,56,1,2532,5,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17017601226380003,17,1,76,1,22638,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17018001064050002,17,1,80,1,6405,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21035304003070004,21,3,53,4,307,4,0,,,,,,,,,,,,,,,
14055001067080002,14,5,50,1,6708,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9015802157460002,9,1,58,2,15746,2,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17017101127800001,17,1,71,1,12780,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5045701128300003,5,4,57,1,12830,3,0,,,,,,,,,,,,,,,
24015303001930003,24,1,53,3,193,3,0,,,,,,,,,,,,,,,
12085002082940005,12,8,50,2,8294,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015001081160001,23,1,50,1,8116,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14095002012170003,14,9,50,2,1217,3,0,,,,,,,,,,,,,,,
12065104000040018,12,6,51,4,4,18,0,,,,,,,,,,,,,,,
9095002124040006,9,9,50,2,12404,6,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025004000400001,2,2,50,4,40,1,0,,,,,,,,,,,,,,,
6055401176040003,6,5,54,1,17604,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21015302006990003,21,1,53,2,699,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8045002140840008,8,4,50,2,14084,8,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8035704002340005,8,3,57,4,234,5,0,,,,,,,,,,,,,,,
2035001101270004,2,3,50,1,10127,4,0,,,,,,,,,,,,,,,
17035401262150006,17,3,54,1,26215,6,0,,,,,,,,,,,,,,,
1025101231650001,1,2,51,1,23165,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2016002000280012,2,1,60,2,28,12,0,,,,,,,,,,,,,,,
13115102167090004,13,11,51,2,16709,4,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6026001125950012,6,2,60,1,12595,12,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7105001085300002,7,10,50,1,8530,2,0,,,,,,,,,,,,,,,
13035102130930012,13,3,51,2,13093,12,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11155001174440001,11,15,50,1,17444,1,0,,,,,,,,,,,,,,,
17018501190650002,17,1,85,1,19065,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065001070790003,10,6,50,1,7079,3,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7035001077620003,7,3,50,1,7762,3,0,,,,,,,,,,,,,,,
8045301006930002,8,4,53,1,693,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9115402134340006,9,11,54,2,13434,6,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035401097600001,10,3,54,1,9760,1,0,,,,,,,,,,,,,,,
12115004000010003,12,11,50,4,1,3,0,,,,,,,,,,,,,,,
12065104000040035,12,6,51,4,4,35,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9015002131350002,9,1,50,2,13135,2,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015001038300002,23,1,50,1,3830,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8055402011230003,8,5,54,2,1123,3,0,,,,,,,,,,,,,,,
10045501121160002,10,4,55,1,12116,2,0,,,,,,,,,,,,,,,
9205002091330008,9,20,50,2,9133,8,0,,,,,,,,,,,,,,,
17017601240930002,17,1,76,1,24093,2,0,,,,,,,,,,,,,,,
2015101005170004,2,1,51,1,517,4,0,,,,,,,,,,,,,,,
13135203020860001,13,13,52,3,2086,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17015301019230003,17,1,53,1,1923,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17035101244110004,17,3,51,1,24411,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23015301120620001,23,1,53,1,12062,1,0,,,,,,,,,,,,,,,
23015301120340001,23,1,53,1,12034,1,0,,,,,,,,,,,,,,,
21045302046440002,21,4,53,2,4644,2,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015101008840002,2,1,51,1,884,2,0,,,,,,,,,,,,,,,
5035102004090011,5,3,51,2,409,11,0,,,,,,,,,,,,,,,
12075404000020004,12,7,54,4,2,4,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13115002203160014,13,11,50,2,20316,14,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13045103009440004,13,4,51,3,944,4,0,,,,,,,,,,,,,,,
23015701122240001,23,1,57,1,12224,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23025102003970013,23,2,51,2,397,13,0,,,,,,,,,,,,,,,
17075104000760005,17,7,51,4,76,5,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16016401003520001,16,1,64,1,352,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2075002000390012,2,7,50,2,39,12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,EMPRESA RISCO CACAO
13035302045110003,13,3,53,2,4511,3,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6075401014900005,6,7,54,1,1490,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17017101148190002,17,1,71,1,14819,2,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025104000510002,2,2,51,4,51,2,0,,,,,,,,,,,,,,,
17017801068720001,17,1,78,1,6872,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12075404000020001,12,7,54,4,2,1,0,,,,,,,,,,,,,,,
17025001109140005,17,2,50,1,10914,5,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12065104000040019,12,6,51,4,4,19,0,,,,,,,,,,,,,,,
8055002008260001,8,5,50,2,826,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17016801078320001,17,1,68,1,7832,1,0,,,,,,,,,,,,,,,
10015301008560002,10,1,53,1,856,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13035602123690002,13,3,56,2,12369,2,0,,,,,,,,,,,,,,,
10035202000120005,10,3,52,2,12,5,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035401095270002,10,3,54,1,9527,2,0,,,,,,,,,,,,,,,
17075001111280004,17,7,50,1,11128,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17085001074460001,17,8,50,1,7446,1,0,,,,,,,,,,,,,,,
10035701049750006,10,3,57,1,4975,6,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5015901034810008,5,1,59,1,3481,8,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6105002000090003,6,10,50,2,9,3,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13145702084650003,13,14,57,2,8465,3,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17075001096480001,17,7,50,1,9648,1,0,,,,,,,,,,,,,,,
12065104000040012,12,6,51,4,4,12,0,,,,,,,,,,,,,,,
12125002059770001,12,12,50,2,5977,1,0,,,,,,,,,,,,,,,
12065104000040020,12,6,51,4,4,20,0,,,,,,,,,,,,,,,
5016101061760001,5,1,61,1,6176,1,0,,,,,,,,,,,,,,,
17015301019230002,17,1,53,1,1923,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21045002032190009,21,4,50,2,3219,9,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12045102077630016,12,4,51,2,7763,16,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11035001100690001,11,3,50,1,10069,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21045302045990001,21,4,53,2,4599,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21045302046470001,21,4,53,2,4647,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10015601028060001,10,1,56,1,2806,1,0,,,,,,,,,,,,,,,
10015601029450001,10,1,56,1,2945,1,0,,,,,,,,,,,,,,,
23015501010800001,23,1,55,1,1080,1,0,,,,,,,,,,,,,,,
17085001010090001,17,8,50,1,1009,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6035301089070001,6,3,53,1,8907,1,0,,,,,,,,,,,,,,,
4015004000540001,4,1,50,4,54,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17017601233240006,17,1,76,1,23324,6,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12065104000040027,12,6,51,4,4,27,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4015601003120003,4,1,56,1,312,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1025101231650007,1,2,51,1,23165,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5025002001150004,5,2,50,2,115,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015501026050002,2,1,55,1,2605,2,0,,,,,,,,,,,,,,,
6035001072200001,6,3,50,1,7220,1,0,,,,,,,,,,,,,,,
18025201076640001,18,2,52,1,7664,1,0,,,,,,,,,,,,,,,
21045302045880001,21,4,53,2,4588,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11115901014690001,11,11,59,1,1469,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21045302045230001,21,4,53,2,4523,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12065104000040011,12,6,51,4,4,11,0,,,,,,,,,,,,,,,
17035101244110002,17,3,51,1,24411,2,0,,,,,,,,,,,,,,,
12085002087000001,12,8,50,2,8700,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12075404000020028,12,7,54,4,2,28,0,,,,,,,,,,,,,,,
11095401079510002,11,9,54,1,7951,2,0,,,,,,,,,,,,,,,
12085002068860012,12,8,50,2,6886,12,0,,,,,,,,,,,,,,,
12065104000040016,12,6,51,4,4,16,0,,,,,,,,,,,,,,,
5055001190580003,5,5,50,1,19058,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9115102138240018,9,11,51,2,13824,18,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4045301072100002,4,4,53,1,7210,2,0,,,,,,,,,,,,,,,
4035301040040005,4,3,53,1,4004,5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12075404000020036,12,7,54,4,2,36,0,,,,,,,,,,,,,,,
2015501038270006,2,1,55,1,3827,6,0,,,,,,,,,,,,,,,
5045001180600031,5,4,50,1,18060,31,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10035101073900001,10,3,51,1,7390,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9115002147750012,9,11,50,2,14775,12,0,,,,,,,,,,,,,,,
13055002053910002,13,5,50,2,5391,2,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065301038170003,10,6,53,1,3817,3,0,,,,,,,,,,,,,,,
12065104000030006,12,6,51,4,3,6,0,,,,,,,,,,,,,,,
2015501038270008,2,1,55,1,3827,8,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13225002107660005,13,22,50,2,10766,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065101030500002,10,6,51,1,3050,2,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13035602123690004,13,3,56,2,12369,4,0,,,,,,,,,,,,,,,
10055001057600002,10,5,50,1,5760,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9195102045040009,9,19,51,2,4504,9,0,,,,,,,,,,,,,,,
10065001067680004,10,6,50,1,6768,4,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12115001004450002,12,11,50,1,445,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065301038170002,10,6,53,1,3817,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17035001251820003,17,3,50,1,25182,3,0,,,,,,,,,,,,,,,
14015601025320019,14,1,56,1,2532,19,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17085001058440001,17,8,50,1,5844,1,0,,,,,,,,,,,,,,,
12085002097920016,12,8,50,2,9792,16,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13175202041200008,13,17,52,2,4120,8,0,,,,,,,,,,,,,,,
17018001064050001,17,1,80,1,6405,1,0,,,,,,,,,,,,,,,
9195102045040008,9,19,51,2,4504,8,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15075101020840002,15,7,51,1,2084,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7105101112850001,7,10,51,1,11285,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1016601052890002,1,1,66,1,5289,2,0,,,,,,,,,,,,,,,
13175102000230005,13,17,51,2,23,5,0,,,,,,,,,,,,,,,
19015201015630013,19,1,52,1,1563,13,0,,,,,,,,,,,,,,,
4015701020850001,4,1,57,1,2085,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12065104000040026,12,6,51,4,4,26,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10065201015700001,10,6,52,1,1570,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
6105002000420001,6,10,50,2,42,1,0,,,,,,,,,,,,,,,
5015001148860017,5,1,50,1,14886,17,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
13055002063180002,13,5,50,2,6318,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7055001047990002,7,5,50,1,4799,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12065104000030021,12,6,51,4,3,21,0,,,,,,,,,,,,,,,
9205002083060005,9,20,50,2,8306,5,0,,,,,,,,,,,,,,,
11035301077670002,11,3,53,1,7767,2,0,,,,,,,,,,,,,,,
10035202000360003,10,3,52,2,36,3,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4045001063350001,4,4,50,1,6335,1,0,,,,,,,,,,,,,,,
4055401059080005,4,5,54,1,5908,5,0,,,,,,,,,,,,,,,
23015601112560004,23,1,56,1,11256,4,0,,,,,,,,,,,,,,,
2025001158530007,2,2,50,1,15853,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18085701018520001,18,8,57,1,1852,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14015601031150002,14,1,56,1,3115,2,0,,,,,,,,,,,,,,,
6055001169750004,6,5,50,1,16975,4,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4055001050200013,4,5,50,1,5020,13,0,,,,,,,,,,,,,,,
17016801077200002,17,1,68,1,7720,2,0,,,,,,,,,,,,,,,
17085001058450001,17,8,50,1,5845,1,0,,,,,,,,,,,,,,,
9065202067080004,9,6,52,2,6708,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18095101070090026,18,9,51,1,7009,26,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6045001055570002,6,4,50,1,5557,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12065104000040003,12,6,51,4,4,3,0,,,,,,,,,,,,,,,
1035701100530005,1,3,57,1,10053,5,0,,,,,,,,,,,,,,,
10065401059180003,10,6,54,1,5918,3,0,,,,,,,,,,,,,,,
18016101039050013,18,1,61,1,3905,13,0,,,,,,,,,,,,,,,
1015702000720010,1,1,57,2,72,10,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9125002091730002,9,12,50,2,9173,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5055401177170002,5,5,54,1,17717,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9205602110030001,9,20,56,2,11003,1,0,,,,,,,,,,,,,,,
7105101108010001,7,10,51,1,10801,1,0,,,,,,,,,,,,,,,
17045401072480004,17,4,54,1,7248,4,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12065104000040023,12,6,51,4,4,23,0,,,,,,,,,,,,,,,
2075002000390008,2,7,50,2,39,8,0,,,,,,,,,,,,,,,
5045001163850007,5,4,50,1,16385,7,0,,,,,,,,,,,,,,,
12105003000610005,12,10,50,3,61,5,0,,,,,,,,,,,,,,,
7045104000750012,7,4,51,4,75,12,0,,,,,,,,,,,,,,,
5045001178990016,5,4,50,1,17899,16,0,,,,,,,,,,,,,,,
2025004000400009,2,2,50,4,40,9,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17075001140080001,17,7,50,1,14008,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17016901085640001,17,1,69,1,8564,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
