identificador,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr
5065001101290005,0,0,,0.0,0,0,0,0.0
5065001101290007,0,0,1.0,0.0,0,1,0,0.0
5065001101290008,0,0,,,0,1,0,
5065001101290010,0,0,1.0,0.0,0,0,0,0.0
5065001101290011,0,0,1.0,0.0,0,0,0,0.0
5065001101290012,0,0,,,0,1,0,
5065001101290013,0,0,1.0,0.0,0,0,0,0.0
5065001101290014,0,0,,0.0,0,0,0,0.0
5065001101290015,0,0,,0.0,0,1,0,0.0
5065001101290016,0,0,1.0,0.0,0,1,0,0.0
5065001101290018,0,0,,,0,0,0,
5065001101290019,0,0,,0.0,0,0,0,0.0
5065001101290021,0,0,,0.0,0,1,0,0.0
5065001101290023,0,0,1.0,0.0,0,1,0,0.0
5065001101290024,0,0,1.0,0.0,0,1,0,0.0
5065001101290025,0,0,,0.0,0,1,0,0.0
5065101080440001,0,0,,0.0,0,0,0,0.0
5065101080440002,0,0,,0.0,0,0,0,0.0
5065101080440003,0,0,,0.0,0,0,0,0.0
5065101080440004,0,0,0.0,0.0,0,0,0,0.0
5065101080440005,0,0,0.0,0.0,0,0,0,0.0
5065101080440008,0,0,,,0,0,0,
5065101080440009,0,0,,,0,0,0,
5065101085010001,0,0,,,0,0,0,
5065101085010002,0,0,,0.0,0,0,0,0.0
5065101085010003,0,0,1.0,0.0,0,1,0,0.0
5065101085010004,0,0,1.0,0.0,0,1,0,0.0
5065101085010005,0,0,1.0,0.0,0,1,0,0.0
5065101085010006,0,0,1.0,0.0,0,1,0,0.0
5065101085010007,0,0,0.0,0.0,0,1,0,0.0
5065101085010008,0,0,1.0,,0,0,0,
5065101085010009,0,0,1.0,0.0,0,1,0,0.0
5065101085010010,0,0,1.0,0.0,0,1,0,0.0
5065101085010011,0,0,1.0,0.0,0,1,0,0.0
5065101085010012,0,0,1.0,0.0,0,1,0,0.0
5065101085010013,0,0,1.0,0.0,0,1,0,0.0
5065101085010014,0,0,1.0,0.0,0,1,0,0.0
5065101085010015,0,0,0.0,0.0,0,0,0,0.0
5065101085010016,0,0,,0.0,0,0,0,0.0
5065101085010017,0,0,1.0,0.0,0,0,0,0.0
5065101085010018,0,0,1.0,0.0,0,1,0,0.0
5065101085010020,0,0,1.0,0.0,0,0,0,0.0
5065101085010022,0,0,1.0,,0,0,0,
5065101085010024,0,0,1.0,0.0,0,1,0,0.0
5065101085010025,0,0,1.0,0.0,0,0,0,0.0
5065101085010026,0,0,1.0,0.0,0,1,0,0.0
5065101085010027,0,0,1.0,0.0,0,1,0,0.0
5065101085010029,0,0,1.0,,0,0,0,
5065101085010030,0,0,1.0,0.0,0,1,0,0.0
5065101085010031,0,0,,0.0,0,0,0,0.0
5065101085010032,0,0,1.0,0.0,0,1,0,0.0
5065101085010033,0,0,1.0,0.0,0,0,0,0.0
5065101085010034,0,0,1.0,0.0,0,0,0,0.0
5065101085010035,0,0,1.0,0.0,0,0,0,0.0
5065101085160001,0,0,,,0,0,0,
5065101085160002,0,0,1.0,1.0,1,1,0,0.0
5065153000992284,0,0,1.0,0.0,0,1,0,0.0
5065161000992986,0,0,,,0,0,0,
5065301083890003,0,0,,0.0,0,0,0,0.0
5065301083890004,0,0,,0.0,0,0,0,0.0
5065301083890007,0,0,1.0,0.0,0,1,0,0.0
5065301083890008,0,0,,,0,0,0,
5065301083890010,0,0,,,0,0,0,
5065301086110001,1,1,1.0,0.0,0,0,0,0.0
5065301086110002,0,0,,0.0,0,0,0,0.0
5065301086110003,0,0,1.0,0.0,0,0,0,0.0
5065301086110005,0,0,,0.0,0,1,0,0.0
5065301086110006,0,0,,0.0,0,0,0,0.0
5065301086110007,0,0,,0.0,0,0,0,0.0
5065301086110008,0,0,,0.0,0,0,0,0.0
5065301086110009,0,0,1.0,0.0,0,0,0,0.0
5065301086110010,0,0,,0.0,0,0,0,0.0
5065301086110011,0,0,,0.0,0,0,0,0.0
5065301086110012,0,0,1.0,0.0,0,0,0,0.0
5065301099070001,0,0,1.0,0.0,0,1,0,0.0
5065301099070002,0,0,,0.0,0,0,0,0.0
5065301099070003,0,0,,0.0,0,1,0,0.0
5065301099070004,0,0,,0.0,0,1,0,0.0
5065301099070005,0,0,,0.0,0,0,0,0.0
5065301099070006,0,0,0.0,0.0,0,0,0,0.0
5065301099070007,0,0,,0.0,0,0,0,0.0
5065301101620001,0,0,1.0,0.0,0,1,0,0.0
5065301101620002,0,0,0.0,0.0,0,0,0,0.0
5065301101620004,0,0,1.0,0.0,0,0,0,0.0
5065301101620005,0,0,1.0,0.0,0,1,0,0.0
5065301101620006,0,0,1.0,0.0,0,1,0,0.0
5075001005630001,0,0,,,0,1,0,
5075001008200001,0,0,,,0,0,0,
5075001008570001,0,0,,,0,0,0,
5075001008860001,0,0,,,0,0,0,
5075001008980001,0,0,,,0,0,0,
5075001008990001,0,0,,,0,0,0,
5075001010130001,0,0,,,0,0,0,
5075001012340001,0,0,,,0,0,0,
5075001012340002,0,0,,,0,0,0,
5075001012600001,0,0,,,0,1,0,
5075001012600002,0,0,,,0,0,0,
5075001012810001,0,0,,,0,0,0,
5075001012810002,0,0,,,0,0,0,
5075001012950001,0,0,,,0,0,0,
5075001013210001,0,0,,,0,0,0,
5075001014460002,0,0,,,0,0,0,
5075001014460003,0,0,,,0,0,0,
5075001015600001,0,0,,,0,0,0,
5075001015870001,0,0,,,0,0,0,
5075001016310001,0,0,,,0,0,0,
5075001016310002,0,0,,,0,0,0,
5075001016310003,0,0,,,0,0,0,
5075001017680001,0,0,,,0,0,0,
5075001017720001,0,0,,0.0,0,1,0,0.0
5075001017720002,0,0,,,0,0,0,
5075001017750001,0,0,,,0,0,0,
5075001017750002,0,0,,0.0,0,1,0,0.0
5075001020030001,0,0,,,0,0,0,
5075001020250001,0,0,,,0,1,0,
5075001020260001,0,0,,,0,1,0,
5075001020570001,0,0,,,0,0,0,
5075001022200001,0,0,,,0,0,0,
5075001023480001,0,0,,,0,0,0,
5075001023480002,0,0,,,0,0,0,
5075001023880001,0,0,,,0,0,0,
5075001023880002,0,0,,,0,0,0,
5075001024250001,0,0,,,0,0,0,
5075001025630001,0,0,,,0,0,0,
5075001027520001,0,0,,,0,0,0,
5075001027780001,0,0,,,0,0,0,
5075001027780002,0,0,,,0,0,0,
5075001028600001,0,0,,0.0,0,0,0,0.0
5075001028600002,0,0,,,0,0,0,
5075001028610001,0,0,,0.0,0,0,0,0.0
5075001028610002,0,0,,,0,0,0,
5075001028620001,0,0,,,0,0,0,
5075001028620002,0,0,,,0,0,0,
5075001028620003,0,0,,0.0,0,0,0,0.0
5075001031000001,0,0,,,0,0,0,
5075001031000002,0,0,,0.0,0,1,0,0.0
5075001031000003,0,0,,,0,0,0,
5075001031160001,0,0,,0.0,0,0,0,0.0
5075001031160003,0,0,,0.0,0,0,0,0.0
5075001031160005,0,0,,0.0,0,0,0,0.0
5075001031160006,0,0,,0.0,0,1,0,0.0
5075001032150001,0,0,,0.0,0,1,0,0.0
5075001032150002,0,0,,0.0,0,0,0,0.0
5075001032150003,0,0,,0.0,0,0,0,0.0
5075001033970001,0,0,,,0,0,0,
5075001033970002,0,0,,,0,0,0,
5075001033970003,0,0,,0.0,0,1,0,0.0
5075001033970004,0,0,,0.0,0,1,0,0.0
5075001033970005,0,0,1.0,0.0,0,1,0,0.0
5075001033970006,0,0,,,0,0,0,
5075001034580001,0,0,,0.0,0,0,0,0.0
5075001034580002,0,0,,,0,0,0,
5075001038250001,0,0,,0.0,0,1,0,0.0
5075001040320001,0,0,,,0,1,0,
5075001042730001,0,0,,,0,1,0,
5075001045150001,0,0,,,0,0,0,
5075001045150002,0,0,,0.0,0,1,0,0.0
5075001045150003,0,0,,,0,0,0,
5075001045150004,0,0,,0.0,0,1,0,0.0
5075001048330001,0,0,,,0,1,0,
5075001051640001,0,0,,,0,0,0,
5075001051640002,0,0,,,0,1,0,
5075001060930001,0,0,,,0,0,0,
5075001065340001,0,0,1.0,0.0,0,1,0,0.0
5075003000500001,0,0,,,0,1,1,
5075003000500002,0,0,,,0,0,0,
5075003000500003,0,0,,,0,0,0,
5075003001000001,0,0,,,0,0,0,
5075003001000002,0,0,,,0,0,0,
5075003001000003,0,0,,,0,0,0,
5075003001000004,0,0,,,0,0,0,
5075003001990001,0,0,,,0,0,0,
5075061000992341,0,0,,,0,0,0,
5075061000993172,0,0,,,0,1,0,
5075101070660001,0,0,,,0,0,0,
5075101070660002,0,0,,,0,0,0,
5075101070660003,0,0,,0.0,0,0,0,0.0
5075101070660004,0,0,,,0,0,0,
5075101072420001,0,0,,0.0,0,0,0,0.0
5075101072420002,0,0,,,0,0,0,
5075101072420003,0,0,,0.0,0,0,0,0.0
5075101072420004,0,0,,,0,0,0,
5075101072420005,0,0,,0.0,0,1,0,0.0
5075101072420006,0,0,,0.0,0,1,0,0.0
5075101072420007,0,0,,0.0,0,1,0,0.0
5075101072420008,0,0,,0.0,0,1,0,0.0
5075101074830001,0,0,,,0,0,0,
5075101074830002,0,0,,,0,0,0,
5075101074830004,0,0,,0.0,0,1,0,0.0
5075101074830005,0,0,,0.0,0,0,0,0.0
5075101077200001,0,0,,0.0,0,0,0,0.0
5075101077200002,0,0,,0.0,0,0,0,0.0
5075101077200003,0,0,,0.0,0,0,0,0.0
5075101077200005,0,0,,,0,0,0,
5075101077200007,0,0,,0.0,0,0,0,0.0
5075101077200008,0,0,1.0,0.0,0,0,0,0.0
5075101077200009,0,0,,0.0,0,0,0,0.0
5075101077200010,0,0,,0.0,0,0,0,0.0
5075101077200011,0,0,,0.0,0,0,0,0.0
5075101077200012,0,0,,0.0,0,0,0,0.0
5075101077270001,0,0,,0.0,0,1,0,0.0
5075101077270002,0,0,,,0,0,0,
5075101094700001,0,0,,,0,0,0,
5075101094700004,0,0,,,0,0,0,
5075101094700005,0,0,,,0,0,0,
5075101101890001,0,0,,,0,0,0,
5075101104470001,0,0,,,0,0,0,
5075101104470002,0,0,,,0,0,0,
5075101104470003,0,0,,0.0,0,0,0,0.0
5075101104470004,0,0,,0.0,0,1,0,0.0
5075101112360001,0,0,,,0,1,0,
5075101124530001,0,0,,,0,1,0,
5075101125400001,0,0,,,0,0,0,
5075101125400003,0,0,,,0,0,0,
5075101127690001,0,0,,,0,0,0,
5075101127690002,0,0,,,0,0,0,
5075103003700001,0,0,,,0,0,0,
5075201066100003,0,0,,0.0,0,0,0,0.0
5075201067480002,0,0,,,0,0,0,
5075201073380001,0,0,,,0,0,0,
5075201073380002,0,0,,,0,0,0,
5075301002350001,0,0,,,0,0,0,
5075301002420001,0,0,,,0,0,0,
5075301002420002,1,0,,,0,0,0,
5075301002420003,0,0,,,0,0,0,
5075301003840001,0,0,,,0,0,0,
5075301004330001,0,0,,,0,1,0,
5075301005020001,0,0,,,0,0,0,
5075301005020002,0,0,,,0,0,0,
5075301005940001,0,0,,,0,0,0,
5075401000110001,0,0,,,0,1,0,
5075401000110002,0,0,,0.0,0,0,0,0.0
5075401000110003,0,0,,,0,0,0,
5075401000110004,0,0,,,0,1,0,
5075401001160001,0,0,,,0,0,0,
6015003001350001,0,0,1.0,,0,1,0,
6015003001350005,0,0,1.0,0.0,0,1,0,0.0
6015003001350006,0,0,0.0,,0,1,0,
6015003001350007,0,0,,,0,0,0,
6015003001350009,0,0,1.0,,0,1,0,
6015003001350011,0,0,,,0,1,0,
6015003001350014,0,0,,,0,0,0,
6015003001350017,0,0,,,0,0,0,
6015003001350018,0,0,1.0,0.0,0,1,0,0.0
6015003001350021,0,0,1.0,0.0,0,1,0,0.0
6015003001350023,0,0,1.0,,0,0,0,
6015003001350024,0,0,,,0,0,0,
6015003001350025,0,0,,,0,0,0,
6015003001350026,0,0,,,0,0,0,
6015003001350027,0,0,1.0,0.0,0,1,0,0.0
6015003001350030,0,0,1.0,,0,1,0,
6015103001500001,0,0,1.0,0.0,0,1,0,0.0
6015103001500002,0,0,1.0,0.0,0,1,0,0.0
6015103001500004,0,0,,0.0,0,0,0,0.0
6015103001500005,0,0,,0.0,0,0,0,0.0
6015103001500006,0,0,,,0,0,0,
6015103001500007,0,0,1.0,0.0,0,0,0,0.0
6015103001500008,0,0,1.0,0.0,0,0,0,0.0
6015103001500009,0,0,,0.0,0,0,0,0.0
6015103001500010,0,0,1.0,0.0,0,0,0,0.0
6015103001500011,0,0,0.0,0.0,0,0,0,0.0
6015103001500012,0,0,1.0,0.0,0,0,0,0.0
6015103001500013,0,0,0.0,0.0,0,0,0,0.0
6015103001500014,0,0,0.0,0.0,0,0,0,0.0
6015103001500015,0,0,,,0,0,0,
6015103001500016,0,0,0.0,0.0,0,0,0,0.0
6015103001500017,0,0,1.0,0.0,0,0,0,0.0
6015103001500018,0,0,,,0,0,0,
6015103001500019,0,0,,0.0,0,0,0,0.0
6015103001500020,0,0,,0.0,0,0,0,0.0
6015103001500021,0,0,,0.0,0,0,0,0.0
6015103001500023,0,0,,,0,0,0,
6015103001500024,0,0,,,0,1,0,
6015103001500025,0,0,,0.0,0,0,0,0.0
6015103001500027,0,0,1.0,,0,0,0,
6015103001500029,0,0,,0.0,0,1,0,0.0
6015103001500030,0,0,,0.0,0,0,0,0.0
6015103001500031,0,0,,0.0,0,0,0,0.0
6015103001500032,0,0,0.0,0.0,0,0,0,0.0
6015103001500033,0,0,0.0,0.0,0,0,0,0.0
6015103001500034,0,0,1.0,0.0,0,1,0,0.0
6015103001500035,0,0,,,0,0,0,
6015103001500036,0,0,,,0,1,0,
6015103001500037,0,0,,,0,0,0,
6015201028760001,0,0,1.0,,0,0,0,0.0
6015201028760002,0,0,1.0,0.0,0,0,0,0.0
6015201028760003,0,0,1.0,0.0,0,0,0,0.0
6015201028760004,0,0,0.0,0.0,0,0,0,0.0
6015201028760005,0,0,1.0,0.0,0,0,0,0.0
6015201028760006,0,0,1.0,0.0,0,0,0,0.0
6015201028760007,0,0,,0.0,0,0,0,0.0
6015201028760008,0,0,1.0,0.0,0,0,0,0.0
6015201028760009,0,0,1.0,0.0,0,0,0,0.0
6015201028760010,0,0,1.0,0.0,0,0,0,0.0
6015201031560002,0,0,1.0,0.0,0,0,0,0.0
6015201031560003,0,0,1.0,0.0,0,0,0,0.0
6015201031560004,0,0,1.0,0.0,0,0,0,0.0
6015201031560005,0,0,1.0,,0,0,0,
6015201031560006,0,0,,,0,0,0,
6015201031560007,0,0,,,0,0,0,
6015201031560008,0,0,1.0,0.0,0,0,0,0.0
6015201031560009,0,0,,,0,0,0,
6015201031560010,0,0,1.0,,0,0,0,
6015201031560011,0,0,0.0,,0,0,0,
6015201031560012,0,0,,,0,0,0,
6015201031560013,0,0,,,0,0,0,
6015201031560014,0,0,0.0,,0,0,0,
6015201034200001,0,0,1.0,0.0,0,0,0,0.0
6015201034200002,0,0,0.0,0.0,0,0,0,0.0
6015201034200003,0,0,1.0,0.0,0,0,0,0.0
6015201034200004,0,0,1.0,0.0,0,0,0,0.0
6015201034200005,0,0,1.0,0.0,0,0,0,0.0
6015201034200006,0,0,,,0,0,0,
6015201034200007,0,0,0.0,0.0,0,0,0,0.0
6015201034200008,0,0,,,0,0,0,
6015201034200010,0,0,,,0,0,0,
6015201034200011,0,0,1.0,0.0,0,0,0,0.0
6015201034200012,0,0,,,0,0,0,
6015201034200013,0,0,0.0,0.0,0,0,0,0.0
6015201034200014,0,0,,,0,0,0,
6015201034200015,0,0,1.0,0.0,0,0,0,0.0
6015201036660001,0,0,1.0,0.0,0,0,0,0.0
6015201036660002,0,0,1.0,0.0,0,0,0,0.0
6015201040280001,0,0,1.0,0.0,0,0,0,0.0
6015201040280002,0,0,1.0,0.0,0,0,0,0.0
6015201040280003,0,0,1.0,0.0,0,0,0,0.0
6015201040280007,0,0,1.0,0.0,0,1,0,0.0
6015301041210001,0,0,1.0,0.0,0,0,0,0.0
6015301041210002,0,0,,,0,1,0,
6015301041210003,0,0,,,0,0,0,
6015301041210004,0,0,1.0,0.0,0,1,0,0.0
6015301041210005,0,0,1.0,0.0,0,1,0,0.0
6015301041210006,0,0,,,0,0,0,
6015301041210007,0,0,,,0,0,0,
6015301041210008,0,0,1.0,0.0,0,1,0,0.0
6015301041210010,0,0,1.0,0.0,0,0,0,0.0
6015301041210011,0,0,0.0,0.0,0,1,0,0.0
6015301041210012,0,0,,,0,0,0,
6015301041210015,0,0,1.0,0.0,0,0,0,0.0
6015301041210020,0,0,1.0,0.0,0,0,0,0.0
6015301041210024,0,0,1.0,,0,0,0,
6015301041210027,0,0,1.0,0.0,0,0,0,0.0
6015403002170001,0,0,1.0,0.0,0,0,0,0.0
6015403002170003,0,0,1.0,0.0,0,1,0,0.0
6015403002170004,0,0,1.0,0.0,0,0,0,0.0
6015403002170005,0,0,1.0,0.0,0,0,0,0.0
6015403002170007,0,0,1.0,1.0,0,0,0,0.0
6015403002170008,0,0,1.0,0.0,0,1,0,0.0
6015403002170011,0,0,1.0,0.0,0,0,0,0.0
6015403002170012,0,0,1.0,0.0,0,0,0,0.0
6015403002170013,0,0,1.0,0.0,0,0,0,0.0
6015403002170017,0,0,1.0,0.0,0,0,0,0.0
6015403002170019,0,0,1.0,0.0,0,1,0,0.0
6015403002170020,0,0,1.0,0.0,0,0,0,0.0
6015403002170021,0,0,,0.0,0,0,0,0.0
6015403002170023,0,0,1.0,0.0,0,1,0,0.0
6015403002170024,0,0,1.0,0.0,0,1,0,0.0
6015403002170025,0,0,1.0,0.0,0,0,0,0.0
6015403002170027,0,0,1.0,0.0,0,0,0,0.0
6015403002170028,0,0,1.0,0.0,0,0,0,0.0
6015403002170029,0,0,1.0,0.0,0,0,0,0.0
6015403002170030,0,0,1.0,0.0,0,0,0,0.0
6015403002170031,0,0,1.0,0.0,0,0,0,0.0
6015403002170032,0,0,1.0,0.0,0,1,0,0.0
6015403002170034,0,0,1.0,0.0,0,1,0,0.0
6015403002170035,0,0,1.0,0.0,0,1,0,0.0
6015403002170036,0,0,1.0,0.0,0,1,0,0.0
6015403002170037,0,0,1.0,0.0,0,1,0,0.0
6015403002170038,0,0,1.0,0.0,0,1,0,0.0
6015403002170039,0,0,1.0,0.0,0,1,0,0.0
6015403002170040,0,0,1.0,0.0,0,1,0,0.0
6015403002170041,0,0,1.0,0.0,0,1,0,0.0
6015403002170042,0,0,1.0,0.0,0,1,0,0.0
6015403002170043,0,0,1.0,0.0,0,1,0,0.0
6015403002170044,0,0,1.0,0.0,0,0,0,0.0
6015403002170045,0,0,1.0,0.0,0,1,0,0.0
6015403002170046,0,0,1.0,0.0,0,0,0,0.0
6015403002170047,0,0,1.0,0.0,0,0,0,0.0
6015403002170048,0,0,1.0,0.0,0,0,0,0.0
6015403002170049,0,0,1.0,0.0,0,0,0,0.0
6015403002170050,0,0,1.0,0.0,0,0,0,0.0
6015403002170051,0,0,1.0,0.0,0,1,0,0.0
6015403002170052,0,0,1.0,0.0,0,1,0,0.0
6015403002170053,0,0,1.0,0.0,0,1,0,0.0
6015403002170054,0,0,1.0,0.0,0,0,0,0.0
6015501032210002,0,0,0.0,0.0,0,0,0,0.0
6015501032210004,0,0,0.0,0.0,0,0,0,0.0
6015501032210006,0,0,0.0,0.0,0,0,0,0.0
6015501032210008,0,0,1.0,0.0,0,0,0,0.0
6015501032210009,0,0,0.0,0.0,0,0,0,0.0
6015501032210010,0,0,0.0,0.0,0,0,0,0.0
6015501032210011,0,0,,,0,0,0,
6015501032210012,0,0,0.0,0.0,0,0,0,0.0
6015501032210013,0,0,0.0,0.0,0,0,0,0.0
6015501032210014,0,0,,,0,0,0,
6015501032210015,0,0,0.0,0.0,0,0,0,0.0
6015501032210016,0,0,0.0,0.0,0,0,0,0.0
6015501032210017,0,0,0.0,0.0,0,0,0,0.0
6015501032210018,0,0,1.0,0.0,0,0,0,0.0
6015501032210019,0,0,,,0,0,0,
6015501032210020,0,0,,,0,0,0,
6015501032210022,0,0,1.0,0.0,0,0,0,0.0
6015501032210027,0,0,1.0,,0,0,0,
6015501032210028,0,0,1.0,0.0,0,0,0,0.0
6015501032210029,0,0,1.0,0.0,0,0,0,0.0
6015501032660001,0,0,1.0,0.0,0,0,0,0.0
6015501032660002,0,0,1.0,0.0,0,0,0,0.0
6015501032660004,0,0,1.0,0.0,0,0,0,0.0
6015501032660005,0,0,1.0,0.0,0,0,0,0.0
6015501032660006,0,0,1.0,0.0,0,0,0,0.0
6015501032660007,0,0,1.0,0.0,0,0,0,0.0
6015501032660008,0,0,1.0,0.0,0,0,0,0.0
6015501032660009,0,0,1.0,0.0,0,0,0,0.0
6015501032660010,0,0,1.0,0.0,0,0,0,0.0
6015501032660011,0,0,1.0,0.0,0,0,0,0.0
6015501032660012,0,0,1.0,0.0,0,0,0,0.0
6015501032660013,0,0,,,0,0,0,
6015501032660014,0,0,1.0,0.0,0,0,0,0.0
6015501032660015,0,0,1.0,0.0,0,0,0,0.0
6015501033270001,0,0,1.0,0.0,0,0,0,0.0
6015501033270002,0,0,1.0,0.0,0,0,0,0.0
6015501033270003,0,0,1.0,0.0,0,0,0,0.0
6015501033270004,0,0,1.0,0.0,0,0,0,0.0
6015501033270005,0,0,1.0,0.0,0,0,0,0.0
6015501042630002,0,0,,,0,0,0,
6015501042630003,0,0,,0.0,0,1,0,0.0
6015501042630004,0,0,,,0,1,0,
6015501042630005,0,0,1.0,0.0,0,1,0,0.0
6015501042630006,0,0,,0.0,0,1,0,0.0
6015501042630008,0,0,,0.0,0,0,0,0.0
6015501042630011,0,0,1.0,0.0,0,1,0,0.0
6015501042630013,0,0,1.0,0.0,0,0,0,0.0
6015601057260001,0,0,1.0,0.0,0,0,0,0.0
6015601057260002,0,0,1.0,0.0,0,0,0,0.0
6015601057260011,0,0,1.0,0.0,0,0,0,0.0
6015601057260014,0,0,1.0,0.0,0,0,0,0.0
6015601057260016,0,0,1.0,0.0,0,0,0,0.0
6015601057260018,0,0,1.0,0.0,0,0,0,0.0
6015601057260019,0,0,0.0,0.0,0,1,0,0.0
6015601059740001,0,0,1.0,0.0,0,1,0,0.0
6015601059740002,0,0,1.0,0.0,0,1,0,0.0
6015601059740003,0,0,1.0,0.0,0,1,0,0.0
6015601059740005,0,0,1.0,0.0,0,1,0,0.0
6015601059740006,0,0,1.0,0.0,0,1,0,0.0
6015601059740007,0,0,,,0,1,0,
6015601062920001,0,0,1.0,0.0,0,1,0,0.0
6015601062920002,0,0,1.0,0.0,0,1,0,0.0
6015601062920003,0,0,1.0,0.0,0,1,0,0.0
6015601062920004,0,0,1.0,0.0,0,1,0,0.0
6015601062920005,0,0,1.0,0.0,0,1,0,0.0
6015601062920006,0,0,,0.0,0,1,0,0.0
6015601062920007,0,0,1.0,0.0,0,1,0,0.0
6015601062920008,0,0,1.0,0.0,0,1,0,0.0
6015601062920009,0,0,0.0,0.0,0,1,0,0.0
6015601062920010,0,0,1.0,0.0,0,1,0,0.0
6015601062920011,0,0,1.0,0.0,0,0,0,0.0
6015601062920012,0,0,1.0,0.0,0,1,0,0.0
6015601062920013,0,0,1.0,0.0,0,1,0,0.0
6015601062920014,0,0,1.0,0.0,0,1,0,0.0
6015601062920015,0,0,1.0,0.0,0,1,0,0.0
6015601062920016,0,0,,,0,1,0,
6015601062920017,0,0,1.0,0.0,0,1,0,0.0
6015601062920018,0,0,,,0,1,0,
6015601062920019,0,0,1.0,0.0,0,1,0,0.0
6015601062920020,0,0,,,0,1,0,
6015601062920021,0,0,1.0,0.0,0,1,0,0.0
6015601062920022,0,0,1.0,0.0,0,1,0,0.0
6015601062920023,0,0,,0.0,0,1,0,0.0
6015601062920024,0,0,,0.0,0,1,0,0.0
6015601062920025,0,0,,0.0,0,1,0,0.0
6015601062920026,0,0,,0.0,0,1,0,0.0
6015601062920027,0,0,1.0,0.0,0,1,0,0.0
6015601062920028,0,0,,0.0,0,1,0,0.0
6015601062920029,0,0,,0.0,0,1,0,0.0
6015601062920030,0,0,,,0,1,0,
6015601062920031,0,0,,0.0,0,1,0,0.0
6015601062920032,0,0,,0.0,0,1,0,0.0
6015601062920033,0,0,,0.0,0,1,0,0.0
6015601062920034,0,0,,0.0,0,1,0,0.0
6015601062920035,0,0,,0.0,0,1,0,0.0
6015601062920036,0,0,,0.0,0,1,0,0.0
6015601062920037,0,0,,0.0,0,1,0,0.0
6015601062920038,0,0,,0.0,0,1,0,0.0
6015601062920039,0,0,,0.0,0,1,0,0.0
6015601062920040,0,0,,0.0,0,1,0,0.0
6015601062920041,0,0,,0.0,0,1,0,0.0
6015601062920042,0,0,0.0,0.0,0,1,0,0.0
6015701073720001,0,0,,,0,0,0,
6015701073720002,0,0,0.0,0.0,0,1,0,0.0
6015701073720003,0,0,,,0,0,0,
6015701073720004,0,0,,0.0,0,1,0,0.0
6015701073720005,0,0,0.0,0.0,0,1,0,0.0
6015701073720006,0,0,0.0,,0,1,0,
6015701073720007,0,0,,,0,0,0,
6015701073720008,0,0,0.0,0.0,0,1,0,0.0
6015701073720009,0,0,0.0,0.0,0,1,0,0.0
6015701073720011,0,0,,,0,1,0,
6015701073720014,0,0,0.0,,0,1,0,
6015701073720015,0,0,,0.0,0,1,0,0.0
6015701073720016,0,0,0.0,,0,1,0,
6015701073720017,0,0,,0.0,0,1,0,0.0
6015701073720018,0,0,0.0,,0,1,0,
6015701073720019,0,0,0.0,,0,1,0,
6015701073720020,0,0,0.0,,0,1,0,
6015701073720021,0,0,1.0,0.0,0,1,0,0.0
6015701073720025,0,0,,0.0,0,1,0,0.0
6015701079180001,0,0,1.0,0.0,0,0,0,0.0
6015701079180002,0,0,,,0,1,0,
6015701079180003,0,0,,,0,1,0,
6015701079180004,0,0,,,0,1,0,
6015701079180005,0,0,,,0,1,0,
6015701079180006,0,0,1.0,0.0,0,0,0,0.0
6015701079180008,0,0,0.0,,0,1,0,
6015701079180010,0,0,,,0,1,0,
6015701079180013,0,0,,,0,1,0,
6015701079180014,0,0,,,0,1,0,
6015701079180015,0,0,,,0,1,0,
6015701079180016,0,0,,,0,1,0,
6015701079180017,0,0,,,0,1,0,
6015701079180018,0,0,,,0,1,0,
6015701079180019,0,0,1.0,0.0,0,0,0,0.0
6015701079180020,0,0,,,0,0,0,
6015701082110001,0,0,,0.0,0,0,0,0.0
6015701082110002,0,0,,,0,0,0,
6015701082110003,0,0,1.0,0.0,0,0,0,0.0
6015701082110004,0,0,1.0,0.0,0,1,0,0.0
6015701082110005,0,0,,,0,0,0,
6015701082110006,0,0,,,0,0,0,
6015701082110007,0,0,1.0,0.0,0,1,0,0.0
6015701082110008,0,0,,,0,0,0,
6015701082110009,0,0,,,0,0,0,
6015701082110010,0,0,,0.0,0,1,0,0.0
6015701082110011,0,0,,,0,0,0,
6015701082110012,0,0,,,0,0,0,
6015701085420001,0,0,,,0,0,0,
6015701085420003,0,0,,,0,0,0,
6015701085420005,0,0,,,0,0,0,
6015701085420006,0,0,1.0,,0,0,0,
6015801055880001,0,0,1.0,0.0,0,0,0,0.0
6015801055880002,0,0,1.0,0.0,0,0,0,0.0
6015801055880003,0,0,1.0,0.0,0,0,0,0.0
6015801055880004,0,0,1.0,0.0,0,0,0,0.0
6015801056700001,0,0,1.0,0.0,0,1,0,0.0
6015801056700003,0,0,,0.0,0,1,0,0.0
6015801056700004,0,0,1.0,0.0,0,0,0,0.0
6015801060020001,0,0,,,0,0,0,
6015801060020002,0,0,1.0,,0,1,0,
6015801060020004,0,0,1.0,0.0,0,0,0,0.0
6015801060020005,0,0,1.0,0.0,0,0,0,0.0
6015801060020006,0,0,1.0,0.0,0,0,0,0.0
6015801060020007,0,0,1.0,0.0,0,0,0,0.0
6015801060020008,0,0,1.0,0.0,0,0,0,0.0
6015801060020010,0,0,1.0,0.0,0,0,0,0.0
