Identificador,ual_parr,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cg_k100,cg_k101,cg_k102,eu_k1301,ct_k509,ct_k511ha,ct_afecta_prod,ct_riego,ct_aferti,Ventas,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,ct_prod,ct_cantidad_npk_fq
9115451000993393,54,0.0,0.0,1.0,0.0,0.0,1,64,1,41,6.0,70.0,6.0,1,1,501.13636363636397,,,,501.13636363636397,6300.0
9115451000993404,54,0.0,0.0,0.0,0.0,1.0,0,99,2,9,11.0,24.0,6.0,1,1,187.636363636364,0.0,0.0,0.0,187.636363636364,1920.0
9115451000993404,54,0.0,0.0,0.0,0.0,1.0,0,99,2,9,7.0,24.0,6.0,1,1,187.636363636364,0.0,0.0,0.0,187.636363636364,1920.0
9115451000993407,54,0.0,0.0,0.0,0.0,0.0,1,99,2,6,12.0,29.5,6.0,1,1,172.97727272727298,0.0,0.0,0.0,172.97727272727298,14625.0
9115451000993407,54,0.0,0.0,0.0,0.0,0.0,1,99,2,6,4.0,29.5,6.0,1,1,172.97727272727298,0.0,0.0,0.0,172.97727272727298,14625.0
9115451000993416,54,0.0,0.0,1.0,0.0,1.0,1,40,1,5,11.0,9.98,6.0,1,1,60.13636363636361,0.0,0.0,0.0,66.8181818181818,
9115451000993416,54,0.0,0.0,1.0,0.0,1.0,1,40,1,5,6.0,9.98,6.0,1,1,66.8181818181818,0.0,0.0,0.0,66.8181818181818,
9115456000993440,54,0.0,0.0,1.0,1.0,0.0,1,50,3,36,12.0,25.0,6.0,1,1,111.818181818182,0.0,0.0,0.0,116.477272727273,2250.0
9115456000993440,54,0.0,0.0,1.0,1.0,0.0,1,50,3,36,8.0,25.0,6.0,1,1,116.477272727273,0.0,0.0,0.0,116.477272727273,2250.0
9115456000993440,54,0.0,0.0,1.0,1.0,0.0,1,50,3,36,12.0,48.0,6.0,1,1,246.0,0.0,0.0,0.0,246.0,4320.0
9115461000992569,54,0.0,0.0,0.0,0.0,1.0,0,82,2,13,6.0,20.0,6.0,1,1,133.636363636364,0.0,0.0,0.0,133.636363636364,4000.0
9135061000992990,50,0.0,0.0,,0.0,1.0,1,44,3,20,12.0,30.0,2.0,1,0,81.8181818181818,0.0,0.0,0.0,81.8181818181818,
9135061000992990,50,0.0,0.0,,0.0,1.0,1,44,3,20,8.0,30.0,2.0,1,1,81.8181818181818,0.0,0.0,0.0,81.8181818181818,60.0
9135061000993141,50,0.0,0.0,,0.0,1.0,0,41,2,2,4.0,2.5,2.0,1,1,11.3636363636364,0.0,0.0,0.0,11.3636363636364,2.5
9145255000993985,52,0.0,0.0,1.0,0.0,1.0,1,48,3,9,5.0,10.0,2.0,0,1,27.2727272727273,,,1.0,27.2727272727273,900.0
9145257000992250,52,0.0,0.0,1.0,0.0,0.0,0,52,1,2,5.0,1.5,2.0,0,1,3.7272727272727297,,1.0,1.0,3.7272727272727297,450.0
9165051000993322,50,0.0,0.0,1.0,0.0,0.0,1,49,2,9,11.0,750.0,6.0,1,1,3750.0,,1.0,1.0,3750.0,4500.0
9165051000993322,50,0.0,0.0,1.0,0.0,0.0,1,49,2,9,7.0,750.0,6.0,1,1,3750.0,,1.0,1.0,3750.0,4500.0
9165051000993324,50,0.0,0.0,1.0,0.0,0.0,1,55,2,3,9.0,8.0,6.0,1,1,40.0,,1.0,1.0,40.0,48.0
9165051000993332,50,0.0,0.0,1.0,0.0,0.0,0,73,2,5,12.0,50.0,6.0,1,1,250.0,0.0,0.0,0.0,250.0,300.0
9165051000993332,50,0.0,0.0,1.0,0.0,0.0,0,73,2,5,6.0,50.0,6.0,0,1,250.0,0.0,0.0,0.0,250.0,300.0
