Identificador,ual_parr,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cg_k100,cg_k101,cg_k102,eu_k1301,cp_k409ha,cp_k411ha,cp_afecta_prod,cp_riego,cp_aferti,ventas,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,cp_prod,cp_cantidad_npk_fq
5025003004630002,50,0.0,0.0,,,0.0,0,52,4,4,3.97,3.97,2.0,0,1,0.9090909090909092,1.0,1.0,1.0,0.9090909090909092,
2075002000390007,50,0.0,0.0,,,1.0,1,75,1,14,31.752,31.752,7.0,1,1,61.363636363636395,0.0,0.0,0.0,61.363636363636395,1125.0
2075002000390007,50,0.0,0.0,,,1.0,1,75,1,14,31.752,31.752,7.0,1,1,61.363636363636395,0.0,0.0,0.0,61.363636363636395,1125.0
13185002233820005,50,0.0,0.0,,,0.0,1,81,1,1,2.0,1.0,2.0,0,0,0.0454545454545455,0.0,0.0,0.0,0.0909090909090909,
12115001013060002,50,0.0,0.0,,,0.0,1,42,2,1,3.98,3.98,1.0,0,1,3.18181818181818,,1.0,,3.18181818181818,600.0
5035102002910001,51,0.0,0.0,,,0.0,1,61,1,4,15.0,15.0,2.0,0,1,8.18181818181818,1.0,1.0,1.0,8.18181818181818,15.0
17095004000360001,50,0.0,0.0,,,1.0,0,38,1,5,4.0,4.0,7.0,0,0,4.5454545454545485,0.0,0.0,0.0,4.5454545454545485,
9015004001920007,50,0.0,0.0,1.0,,1.0,0,39,3,22,25.0,25.0,7.0,1,1,28.4090909090909,1.0,,,28.4090909090909,3750.0
2075002001700011,50,0.0,0.0,,0.0,0.0,1,71,2,4,14.0,14.0,7.0,1,0,5.18181818181818,0.0,0.0,0.0,5.18181818181818,
13035002153000005,50,0.0,0.0,,,0.0,1,87,1,4,2.45,2.45,7.0,0,0,4.31818181818182,0.0,0.0,0.0,4.31818181818182,
13115002203160012,50,0.0,0.0,,0.0,0.0,1,48,1,14,2.0,1.8,2.0,0,1,2.31818181818182,1.0,1.0,1.0,2.31818181818182,200.0
13045003009290017,50,0.0,0.0,,,0.0,1,45,1,4,1.9,1.9,7.0,0,0,0.9090909090909092,,1.0,1.0,0.9090909090909092,
2075002001770003,50,0.0,0.0,,,1.0,1,71,1,2,2.1168,2.1168,7.0,1,1,1.81818181818182,0.0,0.0,0.0,1.81818181818182,150.0
21045002044560005,50,0.0,0.0,,,0.0,1,59,1,2,1.0,1.0,2.0,0,0,0.818181818181818,1.0,1.0,1.0,0.818181818181818,
21045002044560005,50,0.0,0.0,,,0.0,1,59,1,2,0.25,0.25,2.0,0,0,0.181818181818182,1.0,1.0,1.0,0.181818181818182,
2075002000040016,50,0.0,0.0,,,0.0,1,53,1,1,5.98,5.98,1.0,0,0,3.09090909090909,0.0,0.0,0.0,3.09090909090909,
2075002000040016,50,0.0,0.0,,,0.0,1,53,1,1,4.0,4.0,1.0,0,0,2.36363636363636,0.0,0.0,0.0,2.36363636363636,
6105002000240001,50,0.0,0.0,,,0.0,1,71,3,1,8.0,,,1,1,,1.0,1.0,1.0,,
5035101230170004,51,0.0,0.0,,,0.0,1,70,1,2,2.52,2.52,7.0,0,0,0.363636363636364,,1.0,1.0,0.363636363636364,
2065001093210002,50,0.0,0.0,,,0.0,0,77,1,4,1.0584,1.0584,7.0,0,1,0.681818181818182,1.0,1.0,1.0,0.681818181818182,100.0
5025002001640009,50,0.0,0.0,,,0.0,0,99,1,5,7.0,7.0,2.0,0,1,8.18181818181818,,1.0,1.0,8.18181818181818,7.0
6105002000430005,50,0.0,0.0,,,0.0,1,86,7,8,2.48,2.48,7.0,0,0,3.63636363636364,,1.0,1.0,3.63636363636364,
5035102004090018,51,0.0,0.0,,,0.0,1,39,3,4,2.1,2.1,7.0,0,0,0.9090909090909092,,1.0,1.0,0.9090909090909092,
13055202099820006,52,0.0,0.0,,,0.0,1,57,1,1,3.0,3.0,7.0,0,0,2.7272727272727297,0.0,0.0,0.0,2.7272727272727297,
12015302146830005,53,0.0,0.0,1.0,0.0,0.0,1,38,2,1,1.5,1.5,1.0,0,1,0.454545454545455,1.0,1.0,1.0,0.454545454545455,900.0
6105002000420002,50,0.0,0.0,,,0.0,0,44,1,3,10.0,3.0,2.0,0,1,2.2727272727272703,1.0,1.0,1.0,2.2727272727272703,2.0
2075002000040006,50,0.0,0.0,,,0.0,1,51,2,3,4.79,4.79,7.0,0,0,2.5,0.0,0.0,0.0,2.5,
2075002000040004,50,0.0,0.0,,,0.0,1,75,2,3,10.9,10.9,7.0,0,0,5.0,0.0,0.0,0.0,5.0,
8075102033970001,51,0.0,0.0,,0.0,1.0,1,51,2,24,6.0,6.0,7.0,0,1,0.545454545454545,1.0,1.0,1.0,0.545454545454545,
8075102033970001,51,0.0,0.0,,0.0,1.0,1,51,2,24,5.0,5.0,7.0,0,1,4.09090909090909,1.0,1.0,1.0,4.09090909090909,
12065102098940010,51,0.0,0.0,1.0,0.0,0.0,1,72,2,4,1.5,1.5,7.0,0,1,1.3636363636363602,0.0,0.0,0.0,1.3636363636363602,100.0
2075002001700001,50,0.0,0.0,,,1.0,1,84,7,5,21.168000000000006,21.168000000000006,5.0,1,1,15.272727272727304,,1.0,1.0,15.272727272727304,
12055302036170008,53,0.0,0.0,,0.0,0.0,1,65,1,21,2.0,2.0,7.0,1,1,2.2727272727272703,0.0,0.0,0.0,2.2727272727272703,100.0
12055302036170008,53,0.0,0.0,,0.0,0.0,1,65,1,21,3.0,3.0,7.0,1,1,3.40909090909091,0.0,0.0,0.0,3.40909090909091,150.0
22015104002540002,51,0.0,0.0,,,0.0,1,40,1,2,4.0,4.0,7.0,0,0,4.5454545454545485,,1.0,1.0,4.5454545454545485,
2045004000170004,50,0.0,0.0,,,1.0,1,57,1,2,1.25,1.25,1.0,0,0,0.454545454545455,,1.0,1.0,0.454545454545455,
2045004000170004,50,0.0,0.0,,,1.0,1,57,1,2,1.24,1.24,1.0,0,0,0.22727272727272704,,1.0,1.0,0.22727272727272704,
12125002048380011,50,0.0,0.0,,,0.0,1,60,1,5,2.0,2.0,7.0,0,1,0.7272727272727271,0.0,0.0,0.0,0.7272727272727271,
15015302000250001,53,0.0,0.0,,0.0,0.0,1,56,1,2,3.5,3.5,2.0,0,0,0.681818181818182,,1.0,1.0,0.681818181818182,
5035102002580008,51,0.0,0.0,,,0.0,1,58,1,5,17.0,17.0,7.0,0,1,4.36363636363636,0.0,0.0,0.0,4.36363636363636,8.0
12075202036970023,52,0.0,0.0,,,0.0,1,35,2,1,0.5,0.5,7.0,1,1,0.9090909090909092,1.0,1.0,1.0,0.9090909090909092,100.0
12075202036970023,52,0.0,0.0,,,0.0,1,35,2,1,4.75,4.75,7.0,1,1,5.68181818181818,1.0,1.0,1.0,5.68181818181818,400.0
21045002044560006,50,0.0,0.0,,,1.0,1,53,1,1,1.0,1.0,3.0,0,0,0.181818181818182,0.0,0.0,0.0,0.181818181818182,
8015902087020003,59,0.0,0.0,,,1.0,1,40,1,1,1.0,1.0,5.0,0,0,0.454545454545455,0.0,0.0,0.0,0.454545454545455,
13135502222170003,55,0.0,0.0,,0.0,0.0,1,55,1,2,1.5,,,0,1,,,,1.0,,
2045004000170003,50,0.0,0.0,,,0.0,1,75,1,1,0.6985,0.6985,2.0,0,0,0.272727272727273,,1.0,1.0,0.272727272727273,
13115002203160007,50,0.0,0.0,,0.0,0.0,1,47,7,2,0.25,0.25,7.0,0,1,0.22727272727272704,1.0,1.0,1.0,0.22727272727272704,50.0
12045002089430002,50,0.0,0.0,1.0,0.0,1.0,1,90,1,5,2.1168,,,1,1,,0.0,0.0,0.0,,100.0
5035104000950041,51,0.0,0.0,,,0.0,1,68,1,2,4.0,4.0,7.0,0,0,0.454545454545455,0.0,0.0,0.0,0.454545454545455,
15015302000860002,53,0.0,0.0,,,0.0,0,34,3,4,3.0,3.0,2.0,0,0,0.272727272727273,1.0,,,0.272727272727273,
12025202109720001,52,1.0,1.0,0.0,1.0,0.0,1,79,1,89,3.0,3.0,5.0,0,1,2.2727272727272703,1.0,1.0,1.0,2.2727272727272703,6.0
23015401042210002,54,0.0,0.0,,,1.0,1,67,1,4,10.0,10.0,7.0,0,0,5.454545454545452,0.0,0.0,0.0,5.454545454545452,
12105102003750002,51,0.0,0.0,,,0.0,1,55,3,7,26.0,26.0,1.0,0,0,45.454545454545496,1.0,1.0,1.0,45.454545454545496,
2075002001980008,50,0.0,0.0,,,1.0,1,77,1,4,5.6448,3.528,7.0,0,0,1.81818181818182,,1.0,1.0,1.81818181818182,
2075002001980006,50,0.0,0.0,,,1.0,1,81,1,3,6.3363,4.2336,7.0,1,1,1.1363636363636398,1.0,1.0,1.0,1.1363636363636398,300.0
10035202000750003,52,0.0,0.0,,0.0,1.0,1,34,2,1,0.4,0.4,7.0,0,1,0.22727272727272704,0.0,0.0,0.0,0.22727272727272704,3.0
2025104000510005,51,0.0,0.0,,,0.0,0,45,2,2,10.0,10.0,2.0,0,1,3.63636363636364,0.0,0.0,0.0,3.63636363636364,4.0
23015302015190001,53,0.0,0.0,,,0.0,1,80,1,3,1.0,1.0,7.0,0,1,0.818181818181818,0.0,0.0,0.0,0.818181818181818,200.0
15015302000970007,53,0.0,0.0,,,0.0,1,48,1,3,1.25,1.25,2.0,0,0,0.0909090909090909,1.0,1.0,1.0,0.0909090909090909,
2075002001980003,50,0.0,0.0,,,1.0,1,76,1,3,4.2195,2.8224,7.0,1,1,0.9090909090909092,,1.0,1.0,0.9090909090909092,300.0
13045002120070001,50,0.0,0.0,,,0.0,1,78,1,7,7.98,,,0,0,,0.0,0.0,0.0,,
6105002000500006,50,0.0,0.0,,,0.0,1,53,2,2,12.0,12.0,7.0,0,1,10.909090909090901,1.0,,1.0,10.909090909090901,12.0
12115002026830002,50,0.0,0.0,,,0.0,1,88,3,5,4.0,,,1,1,,0.0,0.0,0.0,,600.0
12115002026830002,50,0.0,0.0,,,0.0,1,88,3,5,1.0,,,1,1,,0.0,0.0,0.0,,150.0
12115002026830002,50,0.0,0.0,,,0.0,1,88,3,5,1.0,,,1,1,,0.0,0.0,0.0,,150.0
15015302000410005,53,0.0,0.0,,,0.0,1,43,1,2,7.93,7.93,2.0,0,1,2.2727272727272703,1.0,1.0,1.0,2.2727272727272703,21.0
12035002136390007,50,0.0,0.0,0.0,0.0,0.0,1,40,2,2,1.98,1.98,7.0,1,1,0.9090909090909092,0.0,0.0,0.0,0.9090909090909092,4.0
5035102002580014,51,0.0,0.0,,,0.0,1,80,1,2,0.9,0.9,7.0,0,0,0.181818181818182,1.0,1.0,1.0,0.181818181818182,
5035102002580014,51,0.0,0.0,,,0.0,1,80,1,2,4.0,4.0,7.0,0,0,0.7272727272727271,1.0,1.0,1.0,0.7272727272727271,
23015201090650001,52,0.0,0.0,,,0.0,0,31,2,4,0.25,0.25,7.0,0,0,0.0386363636363636,1.0,1.0,1.0,0.0386363636363636,
13035602121930001,56,0.0,0.0,,,0.0,1,70,1,6,0.25,0.25,7.0,0,0,0.545454545454545,0.0,0.0,0.0,0.545454545454545,
12055302036170009,53,0.0,0.0,,,0.0,1,60,1,1,1.0,,,1,1,,,1.0,1.0,,100.0
12055302036170009,53,0.0,0.0,,,0.0,1,60,1,1,4.25,,,1,1,,,1.0,1.0,,150.0
9085202012380019,52,0.0,0.0,,,0.0,1,60,1,5,2.0,2.0,6.0,1,1,4.09090909090909,0.0,0.0,0.0,4.09090909090909,100.0
9085202012380019,52,0.0,0.0,,,0.0,1,60,1,5,2.0,,,1,1,,0.0,0.0,0.0,,100.0
9115402128680005,54,0.0,0.0,0.0,0.0,0.0,1,44,1,1,2.0,2.0,5.0,1,1,1.3636363636363602,0.0,0.0,0.0,1.3636363636363602,1.0
12135002052260015,50,0.0,0.0,0.0,0.0,0.0,1,49,2,6,11.98,11.98,7.0,1,1,13.6363636363636,1.0,1.0,1.0,13.6363636363636,1200.0
2075002001160005,50,0.0,0.0,,,0.0,0,57,1,2,2.6319,2.6319,5.0,0,0,1.45454545454545,,,,1.45454545454545,
12045202108780004,52,0.0,0.0,,0.0,0.0,1,53,1,1,0.5292,0.5292,2.0,0,1,0.272727272727273,0.0,0.0,0.0,0.272727272727273,
15015302000410006,53,0.0,0.0,,,0.0,1,56,1,2,3.0,3.0,2.0,0,1,0.9090909090909092,1.0,1.0,1.0,0.9090909090909092,6.0
12015302146830008,53,0.0,0.0,,0.0,0.0,0,55,2,2,1.0,1.0,2.0,0,1,0.681818181818182,,1.0,,0.681818181818182,600.0
21035404000980001,54,0.0,0.0,,,0.0,1,43,2,2,1.0,,,0,0,,0.0,0.0,0.0,,
23015202010740002,52,0.0,0.0,,0.0,1.0,1,99,2,4,1.0,1.0,7.0,0,1,1.1363636363636398,1.0,1.0,1.0,1.1363636363636398,100.0
2075002000040026,50,0.0,0.0,,,0.0,1,48,1,1,1.99,1.99,7.0,0,0,1.1363636363636398,,1.0,1.0,1.1363636363636398,
2075002000040002,50,0.0,0.0,,,0.0,1,50,2,5,1.99,1.99,7.0,1,0,1.1363636363636398,0.0,0.0,0.0,1.1363636363636398,
12135002040730004,50,0.0,0.0,,,1.0,0,69,1,4,15.5161,15.5161,7.0,1,1,13.6363636363636,1.0,1.0,1.0,13.6363636363636,
2025104000510003,51,0.0,0.0,,,0.0,1,50,2,5,6.98,4.0,1.0,0,0,1.45454545454545,0.0,0.0,0.0,1.45454545454545,
15015102001000006,51,0.0,0.0,,,0.0,1,42,2,2,2.71,2.71,2.0,0,0,1.81818181818182,1.0,1.0,1.0,1.81818181818182,
13115002204890006,50,0.0,0.0,,0.0,0.0,1,40,1,2,1.5,1.5,7.0,1,1,1.3636363636363602,1.0,1.0,,1.3636363636363602,200.0
5025002001640008,50,0.0,0.0,,,0.0,0,78,1,5,1.99,1.99,2.0,0,1,1.09090909090909,,1.0,1.0,1.09090909090909,2.0
12055002033040006,50,0.0,0.0,,0.0,1.0,1,73,3,3,12.0,12.0,7.0,1,1,8.18181818181818,0.0,0.0,0.0,8.18181818181818,
12065103002770009,51,0.0,0.0,,,0.0,1,60,2,2,5.6448,5.6448,2.0,0,1,6.81818181818182,1.0,1.0,1.0,6.81818181818182,600.0
12125002037680014,50,0.0,0.0,,0.0,0.0,1,52,1,3,2.0,2.0,7.0,0,1,4.31818181818182,0.0,0.0,0.0,4.31818181818182,100.0
2075002001300012,50,0.0,0.0,,,0.0,1,58,1,2,3.528,3.528,2.0,1,0,1.45454545454545,,1.0,1.0,1.45454545454545,
13015604002020004,56,0.0,0.0,,,0.0,0,23,1,3,0.15,0.15,7.0,0,0,0.0454545454545455,,1.0,1.0,0.0454545454545455,
6105002000270001,50,0.0,0.0,,,0.0,0,78,1,3,26.0,26.0,7.0,1,0,53.454545454545496,,1.0,,53.454545454545496,
12095002051510012,50,0.0,0.0,0.0,0.0,0.0,1,41,1,4,6.0,6.0,2.0,1,1,8.18181818181818,1.0,1.0,1.0,8.18181818181818,750.0
23015201090650005,52,0.0,0.0,,,1.0,1,25,2,4,0.25,0.25,7.0,0,0,0.0386363636363636,1.0,1.0,1.0,0.0386363636363636,
13045002114290001,50,0.0,0.0,,0.0,0.0,0,83,1,2,1.0,0.5,2.0,0,1,0.181818181818182,0.0,0.0,0.0,0.181818181818182,50.0
21045002044560008,50,0.0,0.0,,,0.0,1,32,2,2,1.0,1.0,3.0,0,0,0.181818181818182,0.0,0.0,0.0,0.181818181818182,
23015001029110003,50,0.0,0.0,,,1.0,1,38,2,4,1.5,,,0,0,,1.0,1.0,1.0,,
12125002047760002,50,0.0,0.0,0.0,0.0,0.0,1,55,1,21,30.0,30.0,7.0,1,1,49.0909090909091,0.0,0.0,0.0,49.0909090909091,500.0
2075002001300014,50,0.0,0.0,,,0.0,1,75,7,2,3.528,3.528,2.0,0,0,1.3636363636363602,,1.0,1.0,1.3636363636363602,
12095002058850002,50,0.0,0.0,,,0.0,0,60,1,7,10.0,10.0,6.0,0,0,5.454545454545452,1.0,1.0,1.0,5.454545454545452,
2075002000040024,50,0.0,0.0,,,0.0,0,79,1,2,1.99,1.99,7.0,0,0,1.18181818181818,0.0,0.0,0.0,1.18181818181818,
9235002097920008,50,0.0,0.0,,,0.0,0,51,2,5,3.0,3.0,2.0,1,1,2.0454545454545503,0.0,0.0,0.0,2.0454545454545503,12.0
17095003000010008,50,0.0,0.0,,,1.0,1,41,1,3,20.0,15.0,2.0,0,1,17.727272727272698,0.0,0.0,0.0,17.727272727272698,1000.0
17095003000010008,50,0.0,0.0,,,1.0,1,41,1,3,10.0,,,0,1,,0.0,0.0,0.0,,500.0
2065001094960001,50,0.0,0.0,,,0.0,1,54,2,4,10.0,10.0,2.0,0,1,4.36363636363636,0.0,0.0,0.0,4.36363636363636,300.0
15015302000250002,53,0.0,0.0,,0.0,0.0,1,36,2,2,1.5,1.5,3.0,0,0,0.0909090909090909,,1.0,1.0,0.0909090909090909,
13135302225390011,53,0.0,0.0,,,0.0,1,63,1,1,2.0,2.0,7.0,0,1,4.36363636363636,,1.0,1.0,4.36363636363636,100.0
5035102002580002,51,0.0,0.0,,,0.0,1,76,1,4,3.47,3.47,7.0,0,0,0.818181818181818,1.0,1.0,1.0,0.818181818181818,
2075002001160004,50,0.0,0.0,,,0.0,1,63,2,8,14.112,14.112,7.0,1,1,4.454545454545452,0.0,0.0,0.0,4.454545454545452,350.0
2045004000170022,50,0.0,0.0,,,0.0,0,58,1,2,1.0,1.0,2.0,0,1,0.181818181818182,0.0,0.0,0.0,0.181818181818182,1.0
5035102004090014,51,0.0,0.0,,,0.0,1,65,2,3,1.5,1.0,1.0,0,0,1.1363636363636398,,1.0,1.0,1.1363636363636398,
24015504000550003,55,0.0,0.0,,0.0,0.0,1,99,7,25,1.0,,,0,0,,1.0,,,,
8045002150480003,50,0.0,0.0,,,1.0,0,40,2,2,2.0,2.0,2.0,0,0,0.409090909090909,0.0,0.0,0.0,0.409090909090909,
5025003004630008,50,0.0,0.0,,,0.0,1,50,1,6,3.0,3.0,1.0,0,0,0.681818181818182,1.0,1.0,1.0,0.681818181818182,
9125002088720017,50,0.0,0.0,,,0.0,0,62,2,3,0.24,0.24,7.0,1,1,0.272727272727273,0.0,0.0,0.0,0.272727272727273,150.0
7045104000750004,51,0.0,0.0,,0.0,0.0,1,32,2,1,0.15,,,0,1,,0.0,0.0,0.0,,25.0
5035104000950001,51,0.0,0.0,,,0.0,1,55,1,2,4.99,4.99,7.0,0,1,1.09090909090909,,1.0,1.0,1.09090909090909,30.0
5035104000950001,51,0.0,0.0,,,0.0,1,55,1,2,3.0,3.0,7.0,0,1,0.272727272727273,,1.0,1.0,0.272727272727273,30.0
9195102047790006,51,0.0,0.0,1.0,0.0,0.0,1,62,1,3,1.0,1.0,7.0,1,0,0.454545454545455,0.0,0.0,0.0,0.454545454545455,
15015302000260001,53,0.0,0.0,,,0.0,1,99,7,1,4.0,4.0,3.0,0,0,0.409090909090909,,1.0,1.0,0.409090909090909,
9115402134340001,54,0.0,0.0,1.0,0.0,0.0,1,60,1,8,0.25,0.25,6.0,1,1,0.0454545454545455,1.0,1.0,1.0,0.0454545454545455,50.0
9115402134340001,54,0.0,0.0,1.0,0.0,0.0,1,60,1,8,0.5,0.5,2.0,1,1,0.29545454545454497,1.0,1.0,1.0,0.29545454545454497,100.0
9055102039440012,51,0.0,0.0,0.0,0.0,0.0,0,78,7,8,2.49,2.49,5.0,1,1,1.3636363636363602,,1.0,1.0,1.3636363636363602,20.0
2045004000170010,50,0.0,0.0,,0.0,1.0,1,47,1,6,4.2,4.2,7.0,0,0,9.09090909090909,0.0,0.0,0.0,9.09090909090909,
2045004000170010,50,0.0,0.0,,0.0,1.0,1,47,1,6,15.8,15.8,7.0,0,0,34.0909090909091,0.0,0.0,0.0,34.0909090909091,
2045004000170010,50,0.0,0.0,,0.0,1.0,1,47,1,6,3.0,3.0,2.0,0,0,5.454545454545452,0.0,0.0,0.0,5.454545454545452,
15015102001000004,51,0.0,0.0,,0.0,1.0,0,47,1,8,0.49,,,0,0,,1.0,1.0,1.0,,
15015102001000004,51,0.0,0.0,,0.0,1.0,0,47,1,8,0.62,0.62,2.0,0,0,0.136363636363636,1.0,1.0,1.0,0.136363636363636,
12125002047760006,50,0.0,0.0,0.0,0.0,0.0,1,59,2,10,17.0,17.0,7.0,1,1,36.8181818181818,0.0,0.0,0.0,36.8181818181818,2550.0
9085102002190006,51,0.0,0.0,,,0.0,1,62,7,2,1.0,1.0,7.0,0,1,2.18181818181818,0.0,0.0,0.0,2.18181818181818,25.0
22015003002880012,50,0.0,0.0,,,0.0,1,50,1,2,1.0,1.0,7.0,0,0,1.1363636363636398,0.0,0.0,0.0,1.1363636363636398,
2045004000170030,50,0.0,0.0,,,0.0,1,74,5,3,4.0,4.0,2.0,0,0,0.409090909090909,1.0,1.0,1.0,0.409090909090909,
2045004000170030,50,0.0,0.0,,,0.0,1,74,5,3,3.0,3.0,2.0,0,0,0.272727272727273,1.0,1.0,1.0,0.272727272727273,
2016001010710001,60,0.0,0.0,,,1.0,1,74,1,5,5.0,5.0,7.0,0,1,6.81818181818182,0.0,0.0,0.0,6.81818181818182,100.0
2075002001300013,50,0.0,0.0,,,0.0,1,61,1,4,3.528,3.528,7.0,0,1,1.3636363636363602,,1.0,1.0,1.3636363636363602,
15015102001000008,51,0.0,0.0,,,1.0,1,48,1,4,1.08,1.08,2.0,0,0,0.9090909090909092,1.0,1.0,1.0,0.9090909090909092,
9025004001020020,50,0.0,0.0,,,0.0,1,58,3,7,3.0,3.0,7.0,1,1,2.2727272727272703,0.0,0.0,0.0,2.2727272727272703,
12035002128890001,50,0.0,0.0,0.0,0.0,1.0,1,55,3,19,92.0,92.0,7.0,0,1,188.18181818181802,0.0,0.0,0.0,188.18181818181802,828.0
15015302000410003,53,0.0,0.0,,,0.0,0,69,7,4,2.0,2.0,2.0,0,0,0.9090909090909092,1.0,1.0,1.0,0.9090909090909092,
12035002143810003,50,0.0,0.0,,,0.0,1,60,3,14,169.0,169.0,7.0,1,1,15.4545454545455,1.0,1.0,,15.4545454545455,845.0
23015503000210019,55,0.0,0.0,,,0.0,0,80,1,2,8.0,8.0,7.0,0,1,9.54545454545455,0.0,0.0,0.0,9.54545454545455,400.0
5025002001640010,50,0.0,0.0,,,0.0,0,40,1,6,1.0,1.0,2.0,0,1,2.18181818181818,,1.0,1.0,2.18181818181818,1.0
15015302000860004,53,0.0,0.0,,0.0,0.0,1,99,7,6,4.0,4.0,2.0,0,0,0.136363636363636,,1.0,1.0,0.136363636363636,
12015302146830007,53,0.0,0.0,,0.0,0.0,1,50,2,1,1.0,1.0,2.0,0,1,0.7272727272727271,1.0,1.0,1.0,0.7272727272727271,600.0
13035102130930006,51,0.0,0.0,,0.0,0.0,1,65,1,6,0.5,0.5,1.0,1,1,0.545454545454545,0.0,0.0,0.0,0.545454545454545,
5035102004090007,51,0.0,0.0,,,0.0,1,53,7,2,2.8,2.8,7.0,0,0,0.681818181818182,1.0,1.0,1.0,0.681818181818182,
12065102106640019,51,0.0,0.0,0.0,1.0,0.0,1,70,1,5,0.74,0.74,2.0,0,1,0.681818181818182,1.0,,,0.681818181818182,100.0
13165102238520016,51,0.0,0.0,,,0.0,1,64,1,4,0.8679,,,1,1,,1.0,1.0,1.0,,50.0
13045302130120004,53,0.0,0.0,,,0.0,1,49,1,8,2.0,2.0,7.0,0,1,1.1363636363636398,0.0,0.0,0.0,1.1363636363636398,100.0
13045302130120004,53,0.0,0.0,,,0.0,1,49,1,8,6.0,6.0,2.0,0,1,3.40909090909091,0.0,0.0,0.0,3.40909090909091,300.0
13045302169440007,53,0.0,0.0,,,0.0,1,92,7,5,15.0,15.0,7.0,0,0,1.6363636363636398,0.0,0.0,0.0,1.6363636363636398,
15015501053330001,55,0.0,0.0,,,1.0,1,64,7,4,1.0,1.0,2.0,0,0,0.272727272727273,1.0,1.0,1.0,0.272727272727273,
2045004000170016,50,0.0,0.0,,,0.0,0,75,1,2,1.06,1.06,2.0,0,0,1.09090909090909,,1.0,1.0,1.09090909090909,
13115002211170007,50,0.0,0.0,,,0.0,1,66,5,2,0.7056,0.7056,7.0,1,1,0.818181818181818,0.0,0.0,0.0,0.818181818181818,
13115102176820002,51,0.0,0.0,,,0.0,0,59,1,3,3.0,3.0,2.0,1,1,0.545454545454545,0.0,0.0,0.0,0.545454545454545,150.0
13035002153000006,50,0.0,0.0,,,0.0,1,76,2,1,0.59,0.59,7.0,0,0,0.681818181818182,0.0,0.0,0.0,0.681818181818182,
7045104000750018,51,0.0,0.0,,,0.0,1,44,1,1,0.2,0.2,1.0,0,1,0.22727272727272704,,1.0,1.0,0.22727272727272704,100.0
12075202068260002,52,0.0,0.0,,,1.0,1,47,2,24,3.528,3.1752,7.0,1,1,4.77272727272727,1.0,1.0,1.0,4.77272727272727,1900.0
12075202068260002,52,0.0,0.0,,,1.0,1,47,2,24,3.528,3.1752,7.0,1,1,4.77272727272727,1.0,1.0,1.0,4.77272727272727,1900.0
2075002001830016,50,0.0,0.0,,,0.0,0,55,7,2,1.0,1.0,2.0,0,1,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,200.0
9055102039440007,51,0.0,0.0,0.0,0.0,0.0,1,85,1,12,4.0,4.0,6.0,0,1,1.81818181818182,,1.0,1.0,1.81818181818182,2.0
2045004000170021,50,0.0,0.0,,,0.0,0,54,1,2,0.5,0.5,7.0,0,1,1.09090909090909,0.0,0.0,0.0,1.09090909090909,6.0
13035002153000012,50,0.0,0.0,,,0.0,1,65,1,1,1.0,1.0,7.0,0,0,2.09090909090909,0.0,0.0,0.0,2.09090909090909,
2075002001770002,50,0.0,0.0,,,0.0,0,57,3,4,2.8224,2.8224,5.0,1,0,1.3636363636363602,0.0,0.0,0.0,1.3636363636363602,
2075002001770002,50,0.0,0.0,,,0.0,0,57,3,4,2.1168,2.1168,5.0,1,0,1.1363636363636398,0.0,0.0,0.0,1.1363636363636398,
15015302000260002,53,0.0,0.0,,,0.0,1,99,7,1,3.5,2.0,2.0,0,0,0.181818181818182,0.0,0.0,0.0,0.181818181818182,
9045002022310003,50,0.0,0.0,0.0,0.0,0.0,1,40,3,2,7.0,7.0,7.0,1,1,12.727272727272696,0.0,0.0,0.0,12.727272727272696,6.0
17095004000360003,50,0.0,0.0,,,1.0,0,40,2,3,2.0,1.75,5.0,0,0,2.7272727272727297,0.0,0.0,0.0,2.7272727272727297,
17095004000360003,50,0.0,0.0,,,1.0,0,40,2,3,1.0,0.75,5.0,0,0,1.09090909090909,0.0,0.0,0.0,1.09090909090909,
17095004000360003,50,0.0,0.0,,,1.0,0,40,2,3,2.97,,,0,0,,0.0,0.0,0.0,,
2075002001700006,50,0.0,0.0,,,0.0,1,65,7,1,2.5,2.5,7.0,0,1,1.45454545454545,0.0,0.0,0.0,1.45454545454545,
15015102001000002,51,0.0,0.0,,,1.0,1,45,1,3,0.81,0.81,2.0,0,1,0.113636363636364,1.0,1.0,1.0,0.113636363636364,
15015102001000002,51,0.0,0.0,,,1.0,1,45,1,3,0.45,0.45,2.0,0,1,0.454545454545455,1.0,1.0,1.0,0.454545454545455,
12075202059360001,52,0.0,0.0,,,0.0,1,70,1,2,3.49,3.49,1.0,0,0,0.454545454545455,0.0,0.0,0.0,0.454545454545455,
12035002137630008,50,0.0,0.0,,,0.0,1,29,3,3,1.41,1.41,7.0,1,1,1.59090909090909,0.0,0.0,0.0,1.59090909090909,250.0
17095004000360005,50,0.0,0.0,,,1.0,1,40,1,4,5.0,4.0,1.0,0,0,8.18181818181818,,1.0,1.0,8.18181818181818,
17095004000360005,50,0.0,0.0,,,1.0,1,40,1,4,4.0,,,0,0,,,1.0,1.0,,
