Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango
2015901017640002,2,1,59,1,1764,2,1,1,,2,55,1,7,2,2,2,1,1,2,3
2015901017640003,2,1,59,1,1764,3,1,1,,2,98,1,7,2,2,2,.5,1,1,5
2015901017640004,2,1,59,1,1764,4,1,1,,1,45,1,7,2,2,2,.1,1,1,3
2015901017640005,2,1,59,1,1764,5,1,1,,1,45,1,1,2,2,2,3.5,1,4,3
2015901017640006,2,1,59,1,1764,6,1,1,,1,48,1,2,2,2,2,2,1,3,3
2015901017640007,2,1,59,1,1764,7,1,1,,1,42,1,7,2,2,2,1,1,2,3
2015901017640008,2,1,59,1,1764,8,1,1,,1,70,1,1,2,2,2,.5,1,1,4
2015901017640009,2,1,59,1,1764,9,1,1,,1,63,1,1,2,2,2,.02,1,1,4
2015901017640010,2,1,59,1,1764,10,1,1,,1,47,1,7,2,2,2,.5,1,1,3
2015901017640011,2,1,59,1,1764,11,1,1,,1,53,1,7,2,2,2,.5,1,1,3
2015901017640012,2,1,59,1,1764,12,1,1,,2,71,1,1,1,2,2,.01,1,1,4
2015901017640013,2,1,59,1,1764,13,1,1,,2,44,1,7,2,2,2,.5,1,1,3
2015901017640014,2,1,59,1,1764,14,1,1,,1,43,1,7,2,2,2,.5,1,1,3
2015901017640015,2,1,59,1,1764,15,1,1,,1,73,1,7,2,2,2,1.5,2,2,4
2015901017640016,2,1,59,1,1764,16,1,1,,1,75,1,7,2,2,2,.1,1,1,4
2015901017640017,2,1,59,1,1764,17,1,1,,1,42,1,7,2,2,2,.06,1,1,3
2015901017640018,2,1,59,1,1764,18,1,1,,1,45,1,7,2,2,2,.25,1,1,3
2015901017640019,2,1,59,1,1764,19,1,1,,1,40,1,2,2,2,2,1,1,2,2
2015901017640020,2,1,59,1,1764,20,1,1,,2,45,1,7,2,2,2,.16,1,1,3
2015901017830001,2,1,59,1,1783,1,1,1,,1,50,1,1,2,2,2,18,1,6,3
2015901020780001,2,1,59,1,2078,1,2,,99,2,70,4,1,2,2,2,44.4,1,7,4
2015901020780002,2,1,59,1,2078,2,2,,1.5,1,82,4,1,2,2,2,70.56,1,8,5
2015901020780003,2,1,59,1,2078,3,2,,2,1,80,1,1,2,2,2,50,1,8,4
2015901020789999,2,1,59,1,2078,9999,1,1,,1,99,6,7,2,2,2,1,1,2,6
2015901021890001,2,1,59,1,2189,1,1,1,,2,32,1,1,2,2,2,10,1,6,2
2015901021890002,2,1,59,1,2189,2,1,1,,1,42,1,1,2,2,2,3,1,4,3
2015901021890003,2,1,59,1,2189,3,2,,99,1,42,1,1,2,2,2,3,1,4,3
2015901021890004,2,1,59,1,2189,4,1,1,,1,41,1,1,2,2,2,5,1,5,3
2015901021899999,2,1,59,1,2189,9999,1,1,,1,99,6,7,2,2,2,.1,1,1,6
2015901021980001,2,1,59,1,2198,1,1,1,,1,36,1,1,2,2,2,30,1,7,2
2015901023420001,2,1,59,1,2342,1,1,1,,2,35,1,7,2,2,2,4,1,4,2
2015901023420002,2,1,59,1,2342,2,2,,99,2,40,1,1,2,2,2,5,1,5,2
2015901023420003,2,1,59,1,2342,3,1,1,,1,60,1,1,2,2,2,8,1,5,3
2015901023429999,2,1,59,1,2342,9999,1,1,,1,99,6,7,2,2,2,.1,1,1,6
2015901024680001,2,1,59,1,2468,1,1,1,,1,38,2,1,2,2,2,23,1,7,2
2015901027130001,2,1,59,1,2713,1,2,,99,1,34,1,1,2,2,2,4,1,4,2
2015901027130002,2,1,59,1,2713,2,1,1,,1,56,1,7,2,2,2,2,1,3,3
2015901027130003,2,1,59,1,2713,3,2,,.2,2,40,1,1,2,2,2,5,1,5,2
2015901027130004,2,1,59,1,2713,4,2,,99,1,50,1,1,2,2,2,8.5,1,5,3
2015901027139999,2,1,59,1,2713,9999,1,1,,1,99,6,7,2,2,2,.25,1,1,6
2015901027230001,2,1,59,1,2723,1,2,,.5,1,51,1,7,2,2,2,5,1,5,3
2015901027230002,2,1,59,1,2723,2,2,,.5,1,80,4,7,2,2,2,5,1,5,4
2015901027230003,2,1,59,1,2723,3,1,2,.5,1,57,1,1,2,2,2,8,1,5,3
2015901027230004,2,1,59,1,2723,4,2,,15,1,60,1,1,2,2,2,20,1,7,3
2015901027239999,2,1,59,1,2723,9999,1,1,,1,99,6,7,2,2,2,.5,1,1,6
2015901029940001,2,1,59,1,2994,1,1,1,,1,74,4,1,2,2,2,160,1,9,4
2015901030410001,2,1,59,1,3041,1,1,1,,1,64,1,7,2,2,2,5,1,5,4
2015901030410002,2,1,59,1,3041,2,1,1,,2,32,1,7,2,2,2,2,1,3,2
2015901030410003,2,1,59,1,3041,3,1,1,,1,60,1,7,2,2,2,3,1,4,3
2015901030410004,2,1,59,1,3041,4,1,1,,1,63,1,7,2,2,2,4,1,4,4
2015901030410005,2,1,59,1,3041,5,1,1,,1,40,1,3,2,1,1,1.5,1,2,2
2015901030419999,2,1,59,1,3041,9999,1,1,,1,99,6,7,2,2,2,.18,1,1,6
2015901031330001,2,1,59,1,3133,1,2,,99,1,40,1,2,2,1,1,243,1,10,2
2015901031339999,2,1,59,1,3133,9999,1,1,,1,99,6,7,2,2,2,.02,1,1,6
2015901031750001,2,1,59,1,3175,1,1,1,,1,57,1,7,2,2,2,8,1,5,3
2015901031750002,2,1,59,1,3175,2,1,1,,1,22,1,7,1,2,2,6.5,1,5,2
2015901031759999,2,1,59,1,3175,9999,1,1,,1,99,6,7,2,2,2,.17,1,1,6
2015901032650001,2,1,59,1,3265,1,1,1,,2,52,1,1,2,2,2,2,1,3,3
2015901032650002,2,1,59,1,3265,2,1,1,,1,36,1,3,2,1,1,.75,1,1,2
2015901032650003,2,1,59,1,3265,3,2,,99,1,24,1,3,2,2,1,.25,1,1,2
2015901032650004,2,1,59,1,3265,4,2,,99,1,40,1,2,2,1,1,243,1,10,2
2015901036870001,2,1,59,1,3687,1,2,,99,1,40,1,2,2,1,1,70,1,8,2
2015904000090001,2,1,59,4,9,1,1,1,,1,48,1,3,2,2,2,287.5,1,10,3
2015904000099999,2,1,59,4,9,9999,1,1,,1,99,6,7,2,2,2,.5,1,1,6
2016001002550001,2,1,60,1,255,1,2,,.5,1,54,4,2,2,1,1,8,1,5,3
2016001002550002,2,1,60,1,255,2,2,,1,1,78,4,2,2,2,2,16,1,6,4
2016001002550003,2,1,60,1,255,3,2,,5,1,63,4,1,2,2,2,60,2,7,4
2016001002559999,2,1,60,1,255,9999,1,1,,1,99,6,7,2,2,2,1.55,1,2,6
2016001009860001,2,1,60,1,986,1,2,,.1,1,60,4,1,2,2,2,30,1,7,3
2016001010710001,2,1,60,1,1071,1,1,1,,1,74,4,1,2,2,2,50,1,8,4
2016001010710002,2,1,60,1,1071,2,2,,99,1,53,4,3,2,1,2,8,2,5,3
2016001010710003,2,1,60,1,1071,3,1,2,99,1,52,4,1,1,2,2,1.5,2,2,3
2016001010710004,2,1,60,1,1071,4,2,,3,1,70,4,1,2,2,2,6,1,5,4
2016001010719999,2,1,60,1,1071,9999,1,1,,1,99,6,7,2,2,2,.12,1,1,6
2016001011930001,2,1,60,1,1193,1,2,,6,1,72,1,1,2,2,2,11,1,6,4
2016001011930002,2,1,60,1,1193,2,2,,.1,2,60,4,1,2,2,2,19.75,2,6,3
2016001011939999,2,1,60,1,1193,9999,1,1,,1,99,6,7,2,2,2,.35,1,1,6
2016001013450001,2,1,60,1,1345,1,2,,.2,1,59,4,1,2,2,2,8,1,5,3
2016001013450002,2,1,60,1,1345,2,2,,3,1,56,4,1,2,2,2,6,1,5,3
2016001018490001,2,1,60,1,1849,1,2,,5,1,56,4,1,2,2,2,30,2,7,3
2016001018490002,2,1,60,1,1849,2,1,1,,1,62,4,1,1,2,2,40,2,7,4
2016001018490003,2,1,60,1,1849,3,2,,5,1,52,4,1,1,2,2,112,2,8,3
2016001029510001,2,1,60,1,2951,1,2,,1,1,51,1,1,2,2,2,5,2,4,3
2016001029510002,2,1,60,1,2951,2,2,,2,2,41,1,1,2,2,2,12,2,5,3
2016001029510003,2,1,60,1,2951,3,2,,99,1,72,1,1,2,2,2,30,2,7,4
2016001032190001,2,1,60,1,3219,1,2,,99,1,65,4,1,2,2,2,55,2,7,4
2016002000280001,2,1,60,2,28,1,2,,1,2,65,4,1,1,2,2,7,1,5,4
2016002000280002,2,1,60,2,28,2,2,,99,2,79,4,1,1,2,2,8,2,5,4
2016002000280003,2,1,60,2,28,3,2,,99,1,48,4,3,1,1,1,10,2,5,3
2016002000280004,2,1,60,2,28,4,2,,3,1,49,1,1,1,1,1,2,2,2,3
2016002000280005,2,1,60,2,28,5,2,,.3,1,75,4,1,2,2,2,4,2,3,4
2016002000280006,2,1,60,2,28,6,2,,99,2,55,4,3,2,1,1,6,2,4,3
2016002000280007,2,1,60,2,28,7,2,,5,2,34,4,3,2,1,1,8.5,2,5,2
2016002000280008,2,1,60,2,28,8,2,,99,1,65,4,3,2,2,1,7.5,2,5,4
2016002000280009,2,1,60,2,28,9,2,,99,2,78,4,3,2,1,1,8.5,2,5,4
2016002000280010,2,1,60,2,28,10,2,,99,2,80,4,3,2,1,1,10,2,5,4
2016002000280011,2,1,60,2,28,11,2,,3,1,44,4,2,2,1,1,14,2,5,3
2016002000280012,2,1,60,2,28,12,2,,4,1,63,4,2,1,1,1,45,2,7,4
2016002000280013,2,1,60,2,28,13,2,,1,1,53,3,2,1,2,2,6,2,4,3
2016002000289999,2,1,60,2,28,9999,1,1,,1,99,6,7,2,2,2,.38,1,1,6
2016003000450001,2,1,60,3,45,1,1,1,,2,32,4,2,2,2,2,80,2,8,2
2016003000450002,2,1,60,3,45,2,1,1,,1,83,4,7,2,2,2,25,2,6,5
2016003000450003,2,1,60,3,45,3,1,1,,1,55,4,1,2,2,2,20,2,6,3
2016003000450004,2,1,60,3,45,4,1,1,,1,57,4,2,2,2,2,10,2,5,3
2016003000450005,2,1,60,3,45,5,1,1,,1,68,4,1,2,2,2,20,2,6,4
2016003000450006,2,1,60,3,45,6,1,2,.5,2,48,4,2,2,2,2,4,2,3,3
2016003000450007,2,1,60,3,45,7,1,1,,1,63,4,1,2,2,2,10,2,5,4
2016003000450008,2,1,60,3,45,8,1,2,1,2,58,4,1,2,2,2,15,2,6,3
2016003000450009,2,1,60,3,45,9,1,1,,2,77,4,1,2,2,2,12,2,5,4
2016003000450010,2,1,60,3,45,10,1,1,,2,75,4,1,2,2,2,8,2,5,4
2016003000450011,2,1,60,3,45,11,1,1,,1,56,4,1,2,2,2,8,2,5,3
2016003000450012,2,1,60,3,45,12,2,,99,1,40,4,2,2,2,2,10,2,5,2
2016003000450013,2,1,60,3,45,13,1,2,.5,2,78,4,1,2,2,2,4,2,3,4
2016003000450014,2,1,60,3,45,14,1,1,,1,87,4,7,2,2,2,4,2,3,5
2016003000450015,2,1,60,3,45,15,2,,99,2,66,4,2,2,2,2,8,2,5,4
2016003000450016,2,1,60,3,45,16,2,,2,1,40,4,2,1,2,2,5,2,4,2
2016003000450017,2,1,60,3,45,17,2,,1,1,61,4,1,1,2,2,12,2,5,4
2016003000450018,2,1,60,3,45,18,1,2,.6,2,58,4,1,2,2,2,11.5,2,5,3
2016003000459999,2,1,60,3,45,9999,1,1,,1,99,6,7,2,2,2,.3,1,1,6
2025001149880001,2,2,50,1,14988,1,1,2,.5,2,86,1,1,1,2,2,9,2,5,5
2025001149880002,2,2,50,1,14988,2,1,1,,1,42,4,2,2,2,2,3,2,3,3
2025001149880003,2,2,50,1,14988,3,2,,99,1,53,4,1,2,2,2,.5,2,1,3
2025001149880004,2,2,50,1,14988,4,2,,99,2,51,4,1,2,2,2,3.5,2,3,3
2025001149880005,2,2,50,1,14988,5,2,,99,1,48,1,1,2,2,2,15,2,6,3
2025001149880006,2,2,50,1,14988,6,1,2,2,1,43,1,7,2,2,2,10,2,5,3
2025001149880007,2,2,50,1,14988,7,2,,7,1,52,1,1,2,2,2,1,2,1,3
2025001149880008,2,2,50,1,14988,8,2,,1,1,49,1,1,1,2,2,1.5,2,2,3
2025001149880009,2,2,50,1,14988,9,1,1,,1,50,4,1,2,2,1,.75,2,1,3
2025001149889999,2,2,50,1,14988,9999,1,1,,1,99,6,7,2,2,2,1.4,1,2,6
2025001149930001,2,2,50,1,14993,1,2,,2,1,51,5,1,2,2,2,25,2,6,3
2025001149930002,2,2,50,1,14993,2,2,,99,1,50,4,2,2,2,2,36,2,7,3
2025001149939999,2,2,50,1,14993,9999,1,1,,1,99,6,7,2,2,2,.8,1,1,6
2025001151930001,2,2,50,1,15193,1,1,2,99,1,82,4,7,2,2,2,6,2,4,5
2025001151930002,2,2,50,1,15193,2,2,,99,1,77,4,7,2,2,2,15,2,6,4
2025001151939999,2,2,50,1,15193,9999,1,1,,1,99,6,7,2,2,2,.38,1,1,6
2025001151980001,2,2,50,1,15198,1,2,,99,1,50,4,7,2,2,2,10,2,5,3
2025001151980002,2,2,50,1,15198,2,2,,2,1,58,4,7,1,2,2,15,2,6,3
2025001151989999,2,2,50,1,15198,9999,1,1,,1,99,6,7,2,2,2,1,1,2,6
2025001153710001,2,2,50,1,15371,1,1,1,,1,46,4,1,1,2,2,13,2,5,3
2025001153710002,2,2,50,1,15371,2,2,,99,1,66,4,7,1,2,2,4,2,3,4
2025001153710003,2,2,50,1,15371,3,2,,99,1,35,4,1,1,2,2,1.5,2,2,2
2025001153710004,2,2,50,1,15371,4,2,,99,2,64,4,1,1,2,2,1,2,1,4
2025001153710005,2,2,50,1,15371,5,2,,99,1,50,4,2,2,1,1,19.35,2,6,3
2025001153719999,2,2,50,1,15371,9999,1,1,,1,99,6,7,2,2,2,.7,1,1,6
2025001153850001,2,2,50,1,15385,1,1,1,,1,42,4,1,2,2,2,35,2,7,3
2025001153850002,2,2,50,1,15385,2,2,,99,1,81,4,1,1,2,2,31,2,7,5
2025001153850003,2,2,50,1,15385,3,1,1,,2,34,4,3,2,1,1,70,2,7,2
2025001153850004,2,2,50,1,15385,4,1,1,,1,45,4,1,1,2,2,4.75,2,4,3
2025001153850005,2,2,50,1,15385,5,2,,.5,2,70,4,1,1,2,2,18,2,6,4
2025001153859999,2,2,50,1,15385,9999,1,1,,1,99,6,7,2,2,2,1.5,1,2,6
2025001154010001,2,2,50,1,15401,1,1,1,,2,46,4,3,2,2,2,13.9,1,6,3
2025001154010002,2,2,50,1,15401,2,2,,3,1,28,4,2,1,2,2,1,1,2,2
2025001154010003,2,2,50,1,15401,3,2,,3,2,31,4,2,1,2,2,1.5,1,2,2
2025001154019999,2,2,50,1,15401,9999,1,1,,1,99,6,7,2,2,2,1.8,1,2,6
2025001156360001,2,2,50,1,15636,1,2,,99,1,76,4,4,2,2,2,14,2,5,4
2025001156360002,2,2,50,1,15636,2,2,,99,1,45,4,2,2,1,1,27,2,6,3
2025001156360003,2,2,50,1,15636,3,1,1,,1,99,6,7,2,2,2,60,1,8,6
2025001156360004,2,2,50,1,15636,4,2,,2,1,71,4,1,1,2,2,11.01,2,5,4
2025001156360005,2,2,50,1,15636,5,2,,2,1,56,4,1,1,1,1,18.01,2,6,3
2025001156820001,2,2,50,1,15682,1,1,1,,1,55,4,7,2,2,2,11,2,5,3
2025001156820002,2,2,50,1,15682,2,1,1,,2,65,4,7,1,2,2,.75,1,1,4
2025001156820003,2,2,50,1,15682,3,2,,1,1,65,4,1,1,2,2,8.01,2,5,4
2025001156820004,2,2,50,1,15682,4,2,,8,2,60,4,7,2,2,2,15,2,6,3
2025001156820005,2,2,50,1,15682,5,1,2,3,1,54,4,2,1,2,2,14,2,5,3
2025001156829999,2,2,50,1,15682,9999,1,1,,1,99,6,7,2,2,2,.75,1,1,6
2025001157150001,2,2,50,1,15715,1,2,,.5,1,73,4,1,1,2,2,4.5,2,4,4
2025001157150002,2,2,50,1,15715,2,1,1,,1,82,4,1,1,2,2,10,2,5,5
2025001157430001,2,2,50,1,15743,1,2,,1,1,54,4,1,2,2,2,20,2,6,3
2025001157430002,2,2,50,1,15743,2,2,,6,1,59,4,2,2,2,2,7.5,2,5,3
2025001157430003,2,2,50,1,15743,3,2,,3,2,57,4,1,2,2,2,10,2,5,3
2025001157660001,2,2,50,1,15766,1,2,,99,1,53,4,4,2,1,1,1.3,2,1,3
2025001157660002,2,2,50,1,15766,2,2,,99,1,84,4,1,2,2,2,11.05,2,5,5
2025001157660003,2,2,50,1,15766,3,1,1,,1,26,4,3,2,2,2,.5,2,1,2
2025001157660004,2,2,50,1,15766,4,2,,.5,1,77,1,1,2,2,2,.5,2,1,4
2025001157660005,2,2,50,1,15766,5,2,,1,1,40,4,1,1,2,2,.5,2,1,2
2025001157660006,2,2,50,1,15766,6,1,1,,2,46,4,3,2,2,2,3.33,2,3,3
2025001157660007,2,2,50,1,15766,7,1,1,,1,53,4,3,2,2,2,.75,2,1,3
2025001157660008,2,2,50,1,15766,8,1,1,,1,65,4,1,1,2,2,.8,2,1,4
2025001157660009,2,2,50,1,15766,9,1,1,,1,42,4,2,2,2,1,1.6,2,2,3
2025001157660010,2,2,50,1,15766,10,1,1,,1,41,4,1,2,2,2,1.02,2,1,3
2025001157660011,2,2,50,1,15766,11,1,1,,2,42,4,2,1,2,1,1,1,2,3
2025001157660012,2,2,50,1,15766,12,1,1,,2,66,4,1,2,2,2,.4,2,1,4
2025001157660013,2,2,50,1,15766,13,2,,.2,1,53,4,1,2,2,1,6.5,2,4,3
2025001157660014,2,2,50,1,15766,14,1,1,,1,65,4,1,1,2,1,1.47,1,2,4
2025001157660015,2,2,50,1,15766,15,2,,1,1,62,4,1,2,2,2,2,2,2,4
2025001157660016,2,2,50,1,15766,16,2,,99,2,80,4,1,2,2,2,1,2,1,4
2025001157660017,2,2,50,1,15766,17,2,,99,2,54,4,2,2,2,2,.5,2,1,3
2025001157660018,2,2,50,1,15766,18,2,,99,2,62,4,2,2,2,1,2,2,2,4
2025001157660019,2,2,50,1,15766,19,2,,99,1,78,4,1,2,2,2,1,2,1,4
2025001157660020,2,2,50,1,15766,20,2,,.5,1,54,1,1,2,2,2,3.5,2,3,3
2025001157669999,2,2,50,1,15766,9999,1,1,,1,99,6,7,2,2,2,.25,1,1,6
2025001158530001,2,2,50,1,15853,1,1,1,,2,73,4,7,2,2,2,3.1,2,3,4
2025001158530002,2,2,50,1,15853,2,1,1,,2,35,4,6,2,2,2,.5,2,1,2
2025001158530003,2,2,50,1,15853,3,2,,99,1,38,4,1,2,2,2,2,2,2,2
2025001158530004,2,2,50,1,15853,4,2,,99,1,40,1,1,2,2,2,10,2,5,2
2025001158530005,2,2,50,1,15853,5,1,1,,2,50,4,1,2,2,2,.1,2,1,3
2025001158530006,2,2,50,1,15853,6,1,1,,1,35,4,1,2,2,2,2,2,2,2
2025001158530007,2,2,50,1,15853,7,2,,99,1,79,4,2,2,2,2,100,2,8,4
2025001158539999,2,2,50,1,15853,9999,1,1,,1,99,6,7,2,2,2,3,1,4,6
2025001160100001,2,2,50,1,16010,1,2,,2,1,54,4,1,1,2,2,8.01,2,5,3
2025001160100002,2,2,50,1,16010,2,2,,3,1,74,4,1,2,2,2,8,2,5,4
2025001160109999,2,2,50,1,16010,9999,1,1,,1,99,6,7,2,2,2,8.08,1,5,6
2025001160560001,2,2,50,1,16056,1,1,1,,2,54,4,1,2,2,2,4,2,3,3
2025001160560002,2,2,50,1,16056,2,2,,.5,1,73,4,7,2,2,2,2,2,2,4
2025001160560003,2,2,50,1,16056,3,2,,.2,2,56,4,1,2,2,2,2,2,2,3
2025001160560004,2,2,50,1,16056,4,2,,99,1,67,4,1,2,2,2,2,2,2,4
2025001160560005,2,2,50,1,16056,5,2,,99,1,63,4,1,2,2,2,4,2,3,4
2025001160560006,2,2,50,1,16056,6,2,,99,1,70,4,3,1,2,2,5.5,2,4,4
2025001160560007,2,2,50,1,16056,7,1,2,.5,1,39,4,3,2,1,1,3,2,3,2
2025001160569999,2,2,50,1,16056,9999,1,1,,1,99,6,7,2,2,2,1.7,1,2,6
2025001162160001,2,2,50,1,16216,1,2,,2,1,69,4,7,2,2,2,8,2,5,4
2025001162160002,2,2,50,1,16216,2,2,,2,1,75,4,1,1,2,2,7,2,4,4
2025001162160003,2,2,50,1,16216,3,2,,2,1,25,4,2,2,2,1,10,2,5,2
2025001162160004,2,2,50,1,16216,4,2,,1,1,72,4,7,2,2,2,5,2,4,4
2025001162160005,2,2,50,1,16216,5,2,,.5,1,58,4,1,1,2,2,6,2,4,3
2025001162190001,2,2,50,1,16219,1,2,,7,2,51,4,1,1,2,2,26.01,2,6,3
2025001162190002,2,2,50,1,16219,2,2,,10,1,61,1,2,1,2,2,9.5,2,5,4
2025001162199999,2,2,50,1,16219,9999,1,1,,1,99,6,7,2,2,2,1,1,2,6
2025001162710001,2,2,50,1,16271,1,2,,99,2,51,4,1,2,2,1,18.02,2,6,3
2025001162710002,2,2,50,1,16271,2,2,,99,1,81,1,7,2,2,2,7.02,2,4,5
2025001162710003,2,2,50,1,16271,3,2,,99,1,49,4,3,2,2,2,9.02,2,5,3
2025001162710004,2,2,50,1,16271,4,2,,99,1,60,4,1,2,2,2,17.75,2,6,3
2025001163240001,2,2,50,1,16324,1,2,,99,1,43,4,2,2,2,2,15.15,1,6,3
2025001163240002,2,2,50,1,16324,2,2,,10,1,32,4,2,2,2,2,20,2,6,2
2025001163240003,2,2,50,1,16324,3,2,,99,1,60,4,1,2,2,2,17.75,2,6,3
2025001164260001,2,2,50,1,16426,1,1,1,,1,74,4,3,2,2,2,12,2,5,4
2025001164260002,2,2,50,1,16426,2,2,,99,2,61,4,2,2,2,2,10,2,5,4
2025001164260003,2,2,50,1,16426,3,2,,99,2,65,4,2,2,2,2,10,2,5,4
2025001164260004,2,2,50,1,16426,4,2,,99,1,67,4,2,2,2,2,4,2,3,4
2025001164260005,2,2,50,1,16426,5,2,,99,1,78,4,1,1,2,2,2,2,2,4
2025001164260006,2,2,50,1,16426,6,2,,99,2,32,4,1,2,2,2,1,2,1,2
2025001164269999,2,2,50,1,16426,9999,1,1,,1,99,6,7,2,2,2,.05,1,1,6
2025001164710001,2,2,50,1,16471,1,2,,99,1,82,4,1,1,2,2,.27,2,1,5
2025001164710002,2,2,50,1,16471,2,2,,1,1,51,4,3,1,2,2,4.5,2,4,3
2025001164710003,2,2,50,1,16471,3,2,,99,1,72,4,3,2,2,2,1.5,2,2,4
2025001164710004,2,2,50,1,16471,4,1,2,99,1,78,4,1,1,2,2,2.02,2,2,4
2025001164710005,2,2,50,1,16471,5,2,,99,1,77,4,3,2,2,2,21.5,2,6,4
2025001164710006,2,2,50,1,16471,6,2,,99,1,40,1,2,2,2,2,1.02,2,1,2
2025001164710007,2,2,50,1,16471,7,2,,99,1,73,4,1,1,2,2,2.7,2,2,4
2025001164719999,2,2,50,1,16471,9999,1,1,,1,99,6,7,2,2,2,.1,1,1,6
2025001164760001,2,2,50,1,16476,1,1,1,,2,80,4,1,2,2,2,4.25,2,3,4
2025001164760002,2,2,50,1,16476,2,2,,1,2,72,4,1,2,2,2,7,2,4,4
2025001164760003,2,2,50,1,16476,3,1,1,,1,54,4,1,2,2,2,2.32,2,2,3
2025001164760004,2,2,50,1,16476,4,2,,99,1,80,4,1,2,2,2,6,2,4,4
2025001164760005,2,2,50,1,16476,5,2,,99,2,64,4,2,2,2,2,1,2,1,4
2025001164760006,2,2,50,1,16476,6,2,,99,1,99,4,3,2,2,2,4,2,3,6
2025001164769999,2,2,50,1,16476,9999,1,1,,1,99,6,7,2,2,2,.4,1,1,6
2025001164810001,2,2,50,1,16481,1,2,,6,2,46,1,7,1,2,2,2,2,2,3
2025001164810002,2,2,50,1,16481,2,2,,5,1,37,4,1,2,2,2,3,2,3,2
2025001164819999,2,2,50,1,16481,9999,1,1,,1,99,6,7,2,2,2,8,1,5,6
2025001165380001,2,2,50,1,16538,1,2,,.1,2,67,4,7,2,2,2,8,1,5,4
2025001165380002,2,2,50,1,16538,2,2,,99,1,77,4,3,2,2,1,21.5,1,7,4
2025001165380003,2,2,50,1,16538,3,2,,99,1,80,4,1,2,2,2,12,1,6,4
2025001165380004,2,2,50,1,16538,4,2,,1,1,55,4,1,2,2,2,1,1,2,3
2025001165380005,2,2,50,1,16538,5,2,,99,1,60,1,1,2,2,2,5.7,2,4,3
2025001165389999,2,2,50,1,16538,9999,1,1,,1,99,6,7,2,2,2,.57,1,1,6
2025001167240001,2,2,50,1,16724,1,2,,99,1,60,4,2,2,2,2,71.02,2,8,3
2025001169270001,2,2,50,1,16927,1,2,,2,1,68,4,1,1,2,2,79,1,8,4
2025001169270002,2,2,50,1,16927,2,2,,1,1,58,4,5,1,2,2,19,1,6,3
2025001169279999,2,2,50,1,16927,9999,1,1,,1,99,6,7,2,2,2,1.5,1,2,6
2025001169280001,2,2,50,1,16928,1,2,,2,1,68,4,1,1,2,2,59,1,8,4
2025001169280002,2,2,50,1,16928,2,2,,1,1,58,4,5,1,2,2,19,1,6,3
2025001169289999,2,2,50,1,16928,9999,1,1,,1,99,6,7,2,2,2,4,1,4,6
2025001170240001,2,2,50,1,17024,1,2,,1,1,68,4,1,1,2,2,393,1,10,4
2025003004350001,2,2,50,3,435,1,1,1,,1,48,4,1,2,2,2,4.5,2,4,3
2025003004350002,2,2,50,3,435,2,1,1,,2,47,4,1,2,2,2,8,2,5,3
2025003004350003,2,2,50,3,435,3,2,,.5,1,29,4,1,1,2,2,2.5,2,2,2
2025003004350004,2,2,50,3,435,4,2,,.5,2,65,4,1,1,2,2,25,2,6,4
2025003004350005,2,2,50,3,435,5,2,,1,1,58,4,1,1,2,2,30,2,7,3
2025003004350006,2,2,50,3,435,6,1,1,,1,32,4,1,2,2,2,2.2,2,2,2
2025003004350007,2,2,50,3,435,7,1,1,,1,58,4,1,2,2,2,.25,2,1,3
2025003004350008,2,2,50,3,435,8,1,1,,1,99,6,7,2,2,2,1,2,1,6
2025003004350009,2,2,50,3,435,9,1,1,,1,77,4,1,1,2,2,27.75,2,6,4
2025003004350010,2,2,50,3,435,10,2,,99,1,56,4,1,1,2,2,17,2,6,3
2025003004350011,2,2,50,3,435,11,2,,2,1,67,4,1,1,2,2,11,2,5,4
2025003004350012,2,2,50,3,435,12,2,,99,2,60,4,7,1,2,2,19.01,2,6,3
2025003004350013,2,2,50,3,435,13,1,2,.2,1,70,4,1,1,2,2,13,2,5,4
2025003004350014,2,2,50,3,435,14,1,1,,1,76,3,1,1,2,2,40,2,7,4
2025003004350015,2,2,50,3,435,15,2,,.5,2,49,4,1,1,2,2,17,2,6,3
2025003004350016,2,2,50,3,435,16,1,2,.5,1,74,4,2,1,2,2,9,2,5,4
2025003004350017,2,2,50,3,435,17,2,,99,2,48,4,1,1,2,2,3,2,3,3
2025003004350018,2,2,50,3,435,18,2,,3,1,32,4,2,2,2,2,4,2,3,2
2025003004350019,2,2,50,3,435,19,1,1,,1,56,4,1,2,2,2,1.5,2,2,3
2025003004350020,2,2,50,3,435,20,1,1,,1,25,4,2,2,2,2,1,2,1,2
2025003004350021,2,2,50,3,435,21,1,1,,1,27,4,1,2,2,2,1,2,1,2
2025003004350022,2,2,50,3,435,22,1,1,,1,22,4,2,2,2,2,.5,2,1,2
2025003004350023,2,2,50,3,435,23,2,,50,2,74,4,7,1,2,2,3,2,3,4
2025003004350024,2,2,50,3,435,24,2,,.2,1,69,3,7,2,2,2,4,2,3,4
2025003004350025,2,2,50,3,435,25,2,,.3,1,61,4,1,2,2,2,3,2,3,4
2025003004350026,2,2,50,3,435,26,2,,99,2,45,4,7,2,2,2,5,2,4,3
