Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango
13015604002020012,13,1,56,4,202,12,2,,150,1,98,3,1,2,2,2,10,1,6,5
13015604002020013,13,1,56,4,202,13,2,,5,1,65,3,1,1,2,2,1.5,1,2,4
13015604002020014,13,1,56,4,202,14,2,,1,1,54,3,1,1,2,2,5,1,5,3
13015604002020015,13,1,56,4,202,15,2,,150,1,98,4,3,2,1,1,1.5,1,2,5
13015604002020016,13,1,56,4,202,16,2,,1,2,74,4,1,2,2,2,2,1,3,4
13015604002020017,13,1,56,4,202,17,2,,3,2,28,5,1,1,2,2,4,1,4,2
13015604002020018,13,1,56,4,202,18,1,1,,2,35,4,1,1,2,2,8,1,5,2
13015604002020019,13,1,56,4,202,19,2,,200,1,44,4,1,2,2,2,4,1,4,3
13015604002020020,13,1,56,4,202,20,2,,50,2,48,3,7,1,2,2,4,1,4,3
13015604002020021,13,1,56,4,202,21,2,,50,2,52,3,7,1,2,2,4,1,4,3
13015604002020022,13,1,56,4,202,22,2,,8,2,58,3,7,1,2,2,4,1,4,3
13015604002020023,13,1,56,4,202,23,1,1,,2,62,3,7,2,2,2,4,1,4,4
13015604002020024,13,1,56,4,202,24,2,,1,1,59,4,1,1,2,2,4,1,4,3
13015604002020025,13,1,56,4,202,25,1,1,,1,74,3,7,1,2,2,6,1,5,4
13015604002020026,13,1,56,4,202,26,2,,200,2,98,3,7,2,2,2,3,1,4,5
13015604002020027,13,1,56,4,202,27,2,,3,1,46,3,1,1,2,1,44,1,7,3
13015604002020028,13,1,56,4,202,28,1,1,,1,35,4,1,1,2,2,12,1,6,2
13015604002020029,13,1,56,4,202,29,1,1,,1,44,3,1,1,2,1,19.5,1,6,3
13015604002020030,13,1,56,4,202,30,2,,50,2,65,4,5,2,2,2,25,1,7,4
13015604002020031,13,1,56,4,202,31,1,1,,1,39,3,1,1,2,2,8,1,5,2
13015604002020032,13,1,56,4,202,32,1,1,,1,65,4,7,1,2,2,5,1,5,4
13015604002020033,13,1,56,4,202,33,2,,50,1,55,3,1,2,1,1,10,1,6,3
13015604002020034,13,1,56,4,202,34,2,,5,1,59,3,2,1,2,2,5,1,5,3
13015604002020035,13,1,56,4,202,35,2,,150,2,48,3,1,1,2,2,4,1,4,3
13015604002020036,13,1,56,4,202,36,2,,10,1,67,3,1,1,2,2,8,1,5,4
13015604002020037,13,1,56,4,202,37,2,,99,1,51,3,1,2,2,2,10,1,6,3
13015604002020038,13,1,56,4,202,38,2,,3,1,42,4,1,2,1,1,9,1,5,3
13015604002020039,13,1,56,4,202,39,2,,3,1,70,3,1,1,2,2,6,1,5,4
13015604002020040,13,1,56,4,202,40,1,1,,1,65,4,5,1,2,2,22.5,1,7,4
13015604002020041,13,1,56,4,202,41,1,2,150,1,66,4,1,1,2,2,60,1,8,4
13015604002020042,13,1,56,4,202,42,2,,150,1,98,3,1,2,2,2,30,1,7,5
13015604002020043,13,1,56,4,202,43,1,1,,1,57,4,1,1,2,2,6,1,5,3
13015604002029999,13,1,56,4,202,9999,1,1,,1,98,3,7,2,2,2,25,1,7,5
13015654000994100,13,1,56,54,99,4100,1,1,,1,56,4,1,2,2,2,30,1,7,3
13015661000992467,13,1,56,61,99,2467,2,,99,1,67,4,3,2,1,1,300,1,10,4
13015661000992494,13,1,56,61,99,2494,2,,16,1,48,4,2,2,1,1,400,1,10,3
13025002181420001,13,2,50,2,18142,1,1,1,,2,42,3,1,1,2,2,1,2,1,3
13025002181420002,13,2,50,2,18142,2,2,,99,2,40,3,2,1,2,2,.25,2,1,2
13025002181420003,13,2,50,2,18142,3,1,1,,1,50,3,7,2,2,2,1,2,1,3
13025002181420004,13,2,50,2,18142,4,2,,99,1,40,3,3,2,1,1,4,1,4,2
13025002181420005,13,2,50,2,18142,5,2,,99,1,63,3,1,1,2,2,3.5,1,4,4
13025002181420006,13,2,50,2,18142,6,1,1,,1,29,3,2,2,1,1,2,2,2,2
13025002181420007,13,2,50,2,18142,7,1,1,,1,72,3,7,2,2,2,.5,2,1,4
13025002181420008,13,2,50,2,18142,8,1,1,,2,54,3,2,1,2,1,1.25,1,2,3
13025002181420009,13,2,50,2,18142,9,1,1,,1,62,3,1,1,2,2,.5,2,1,4
13025002181420010,13,2,50,2,18142,10,1,1,,1,65,3,7,1,2,2,1.25,1,2,4
13025002181420011,13,2,50,2,18142,11,1,1,,1,52,4,1,1,2,2,.01,1,1,3
13025002181420012,13,2,50,2,18142,12,1,1,,1,52,3,1,1,2,1,2,2,2,3
13025002181420013,13,2,50,2,18142,13,1,1,,2,66,3,1,1,2,2,1,1,2,4
13025002181420014,13,2,50,2,18142,14,1,1,,2,49,3,3,2,2,1,12,1,6,3
13025002181420015,13,2,50,2,18142,15,2,,99,2,60,3,1,1,2,2,3,2,3,3
13025002181420016,13,2,50,2,18142,16,2,,99,1,47,3,1,1,2,2,2,1,3,3
13025002181420017,13,2,50,2,18142,17,2,,99,1,46,3,1,2,2,2,2,1,3,3
13025002181420018,13,2,50,2,18142,18,1,1,,1,45,3,1,1,2,2,1,1,2,3
13025002181420019,13,2,50,2,18142,19,1,1,,2,64,3,1,1,2,2,3.25,1,4,4
13025002181420020,13,2,50,2,18142,20,2,,5,1,65,3,2,2,2,1,16,1,6,4
13025002181420021,13,2,50,2,18142,21,2,,2,1,50,3,1,2,2,2,20,2,6,3
13025002181420022,13,2,50,2,18142,22,1,1,,2,50,3,3,2,1,1,2,1,3,3
13025002181420023,13,2,50,2,18142,23,2,,300,2,30,3,3,2,2,2,.01,1,1,2
13025002181420024,13,2,50,2,18142,24,1,1,,1,46,3,7,1,2,2,.01,1,1,3
13025002181420025,13,2,50,2,18142,25,1,1,,1,87,3,1,1,2,2,2,2,2,5
13025002181420026,13,2,50,2,18142,26,1,1,,1,38,3,3,2,1,1,.5,2,1,2
13025002181420027,13,2,50,2,18142,27,1,1,,1,58,3,2,1,2,1,6,1,5,3
13025002181420028,13,2,50,2,18142,28,1,1,,1,62,3,2,2,1,1,2,2,2,4
13025002181420029,13,2,50,2,18142,29,1,1,,2,47,3,1,2,2,1,.75,2,1,3
13025002181420030,13,2,50,2,18142,30,1,1,,1,99,6,7,2,2,2,.01,1,1,6
13025002181420031,13,2,50,2,18142,31,1,1,,1,99,6,1,2,2,2,.01,1,1,6
13025002181429999,13,2,50,2,18142,9999,1,1,,1,99,6,7,2,2,2,4.41,1,4,6
13025002189910001,13,2,50,2,18991,1,1,1,,1,70,3,1,1,2,1,5,1,5,4
13025002189910002,13,2,50,2,18991,2,1,1,,1,65,3,1,1,2,2,8,1,5,4
13025002189910003,13,2,50,2,18991,3,2,,10,1,99,4,1,2,2,2,5,2,4,6
13025002189910004,13,2,50,2,18991,4,1,1,,1,68,4,1,1,2,2,.5,1,1,4
13025002189910005,13,2,50,2,18991,5,1,1,,2,58,3,1,1,2,2,.5,1,1,3
13025002189910006,13,2,50,2,18991,6,1,1,,2,24,4,2,2,2,2,.01,1,1,2
13025002189910007,13,2,50,2,18991,7,2,,5,1,67,3,1,1,1,1,4,1,4,4
13025002189910008,13,2,50,2,18991,8,1,1,,1,61,4,1,1,2,1,3,1,4,4
13025002189910009,13,2,50,2,18991,9,1,1,,1,52,4,1,1,2,2,.1,1,1,3
13025002189910010,13,2,50,2,18991,10,2,,6,1,99,4,1,2,2,2,5,1,5,6
13025002189910011,13,2,50,2,18991,11,1,1,,1,52,3,1,1,2,2,2,1,3,3
13025002189910012,13,2,50,2,18991,12,1,1,,1,60,4,4,2,1,1,10.5,1,6,3
13025002189910013,13,2,50,2,18991,13,2,,10,1,99,4,1,2,2,2,11,2,5,6
13025002189919999,13,2,50,2,18991,9999,1,1,,1,99,6,7,2,2,2,1,1,2,6
13025002190500001,13,2,50,2,19050,1,1,1,,1,56,3,1,2,2,2,60,1,8,3
13025002190500002,13,2,50,2,19050,2,1,1,,1,45,3,3,1,2,1,32,1,7,3
13025002190500003,13,2,50,2,19050,3,1,1,,1,31,3,6,2,2,1,4,1,4,2
13025002190500004,13,2,50,2,19050,4,1,1,,1,23,4,2,2,2,2,60,1,8,2
13025002190509999,13,2,50,2,19050,9999,1,1,,1,99,6,7,2,2,1,3,1,4,6
13025002202920001,13,2,50,2,20292,1,1,1,,1,75,3,2,2,2,2,100,1,9,4
13025002202920002,13,2,50,2,20292,2,1,1,,1,78,1,1,1,2,2,8,1,5,4
13025002202920003,13,2,50,2,20292,3,1,1,,2,80,4,7,1,2,2,8,2,5,4
13025002202929999,13,2,50,2,20292,9999,1,1,,1,99,6,7,2,2,2,1,1,2,6
13025002206450001,13,2,50,2,20645,1,1,1,,1,98,3,7,2,2,2,8,1,5,5
13025002206450002,13,2,50,2,20645,2,1,1,,1,79,3,1,1,2,2,3.51,1,4,4
13025002206450003,13,2,50,2,20645,3,1,1,,1,59,4,1,2,2,2,.75,1,1,3
13025002206450004,13,2,50,2,20645,4,1,1,,1,50,4,1,2,2,1,4.5,1,4,3
13025002206450005,13,2,50,2,20645,5,2,,.5,1,74,3,1,2,2,2,10,1,6,4
13025002206450006,13,2,50,2,20645,6,2,,2,1,82,3,1,1,2,2,23,1,7,5
13025002206450007,13,2,50,2,20645,7,2,,1,1,82,3,1,1,2,2,3,1,4,5
13025002206459999,13,2,50,2,20645,9999,1,1,,1,99,6,7,2,2,2,.5,1,1,6
13025003018010001,13,2,50,3,1801,1,1,1,,1,62,4,1,1,2,2,6,1,5,4
13025003018010002,13,2,50,3,1801,2,1,1,,1,40,3,1,2,2,2,2.55,2,2,2
13025003018010003,13,2,50,3,1801,3,1,1,,1,66,3,7,1,2,1,19,1,6,4
13025003018010004,13,2,50,3,1801,4,1,1,,1,61,3,1,1,2,2,18,2,6,4
13025003018010005,13,2,50,3,1801,5,1,1,,1,57,4,1,1,2,2,20,1,7,3
13025003018010006,13,2,50,3,1801,6,1,1,,1,56,3,1,1,2,1,11,2,5,3
13025003018010007,13,2,50,3,1801,7,2,,50,2,71,4,5,1,2,2,3,2,3,4
13025003018010008,13,2,50,3,1801,8,1,1,,1,64,4,1,1,2,2,23,2,6,4
13025003018010009,13,2,50,3,1801,9,1,1,,1,53,3,1,1,2,2,16.27,1,6,3
13025003018010010,13,2,50,3,1801,10,1,1,,1,60,4,1,1,2,2,1.75,2,2,3
13025003018010011,13,2,50,3,1801,11,1,1,,1,68,3,5,1,2,2,3,2,3,4
13025003018010012,13,2,50,3,1801,12,1,1,,2,65,4,1,2,2,2,3,2,3,4
13025003018010013,13,2,50,3,1801,13,1,1,,1,47,3,1,1,2,2,11,2,5,3
13025003018010014,13,2,50,3,1801,14,1,1,,1,48,3,1,1,2,2,7,2,4,3
13025003018010015,13,2,50,3,1801,15,2,,2,2,53,3,1,1,2,2,3,2,3,3
13025003018010016,13,2,50,3,1801,16,1,1,,1,54,4,1,1,2,1,12.53,2,5,3
13025003018010017,13,2,50,3,1801,17,2,,1,2,56,3,1,1,2,2,3,2,3,3
13025003018010018,13,2,50,3,1801,18,2,,1,1,28,3,2,1,2,2,2,1,3,2
13025003018010019,13,2,50,3,1801,19,1,1,,1,65,3,1,1,2,2,15,2,6,4
13025003018010020,13,2,50,3,1801,20,2,,.3,1,43,3,1,2,1,2,2,2,2,3
13025003018010021,13,2,50,3,1801,21,1,1,,1,79,4,1,1,2,2,2,2,2,4
13025003018010022,13,2,50,3,1801,22,1,2,.5,1,80,3,1,1,2,2,15,1,6,4
13025003018010023,13,2,50,3,1801,23,1,1,,1,48,3,1,2,2,2,25.16,1,7,3
13025003018010024,13,2,50,3,1801,24,1,1,,1,67,3,1,1,2,2,82,1,8,4
13025003018019999,13,2,50,3,1801,9999,1,1,,1,99,6,7,2,2,2,35,1,7,6
13025003019020001,13,2,50,3,1902,1,1,1,,1,60,4,1,1,2,2,20.75,1,7,3
13025003019020002,13,2,50,3,1902,2,1,1,,1,53,3,2,2,2,1,54.5,1,8,3
13025003019020003,13,2,50,3,1902,3,1,1,,1,48,3,1,2,1,1,8,1,5,3
13025003019020004,13,2,50,3,1902,4,1,1,,1,68,3,1,1,2,2,8,1,5,4
13025003019020005,13,2,50,3,1902,5,1,1,,1,46,3,1,2,2,2,.33,1,1,3
13025003019020006,13,2,50,3,1902,6,1,2,.5,1,79,4,1,1,2,2,20,1,7,4
13025003019020007,13,2,50,3,1902,7,1,1,,1,45,4,1,1,2,2,6.01,1,5,3
13025003019020008,13,2,50,3,1902,8,2,,1,1,72,3,1,1,2,2,3,1,4,4
13025003019020009,13,2,50,3,1902,9,1,1,,1,34,4,5,1,2,2,7,1,5,2
13025003019020010,13,2,50,3,1902,10,1,1,,1,61,3,1,1,2,2,11,1,6,4
13025003019020011,13,2,50,3,1902,11,1,1,,1,63,4,1,1,2,2,1,1,2,4
13025003019020012,13,2,50,3,1902,12,1,1,,1,42,3,1,1,2,2,7.1,1,5,3
13025003019020013,13,2,50,3,1902,13,1,1,,1,52,3,1,2,2,2,8,1,5,3
13025003019020014,13,2,50,3,1902,14,1,1,,2,54,3,1,1,2,2,3,1,4,3
13025003019020015,13,2,50,3,1902,15,2,,3,2,51,4,1,1,2,2,7,2,4,3
13025003019020016,13,2,50,3,1902,16,2,,8,2,52,3,1,2,2,2,5,1,5,3
13025003019020017,13,2,50,3,1902,17,1,1,,1,51,3,7,2,2,2,5.01,1,5,3
13025003019020018,13,2,50,3,1902,18,1,1,,1,49,4,1,2,2,1,6,1,5,3
13025003019020019,13,2,50,3,1902,19,1,1,,1,45,4,1,1,2,2,4.75,1,4,3
13025003019020020,13,2,50,3,1902,20,1,1,,1,44,3,1,2,2,2,7,2,4,3
13025003019020021,13,2,50,3,1902,21,1,1,,1,83,3,7,1,1,1,5,1,5,5
13025003019020022,13,2,50,3,1902,22,1,1,,1,42,4,1,1,2,2,32.01,2,7,3
13025003019020023,13,2,50,3,1902,23,1,1,,1,44,3,1,1,2,1,50,1,8,3
13025003019020024,13,2,50,3,1902,24,1,1,,1,53,3,1,1,1,1,70,1,8,3
13025003019020025,13,2,50,3,1902,25,2,,3,1,67,3,1,1,2,1,30,1,7,4
13025003019020026,13,2,50,3,1902,26,1,1,,1,54,2,1,1,2,2,2.1,1,3,3
13025003019029999,13,2,50,3,1902,9999,1,1,,1,99,6,7,2,2,2,6,1,5,6
13025061000993191,13,2,50,61,99,3191,2,,30,1,65,4,1,2,2,2,100,1,9,4
13025061000993264,13,2,50,61,99,3264,2,,50,1,78,4,2,1,2,2,150,1,9,4
13025064000990866,13,2,50,64,99,866,1,1,,2,39,5,3,2,1,1,1.2,1,2,2
13025064000990870,13,2,50,64,99,870,2,,1.5,1,53,4,3,2,2,2,2,1,3,3
13025064000990871,13,2,50,64,99,871,2,,1.5,1,53,4,3,2,2,2,2,1,3,3
13025064000990872,13,2,50,64,99,872,2,,1,1,53,5,3,2,1,1,2,1,3,3
13025064000990876,13,2,50,64,99,876,1,1,,2,74,4,2,2,2,2,71.5,1,8,4
13025064000990877,13,2,50,64,99,877,2,,1,1,49,4,2,2,2,2,1,1,2,3
13025064000990879,13,2,50,64,99,879,2,,1,1,49,5,2,2,2,2,2,1,3,3
13025064000990913,13,2,50,64,99,913,1,1,,1,45,5,3,2,1,1,2,1,3,3
13025064000990914,13,2,50,64,99,914,1,1,,1,45,5,3,2,1,1,1.5,1,2,3
13025103016930001,13,2,51,3,1693,1,1,1,,2,70,3,5,2,2,2,31.01,1,7,4
13025103016930002,13,2,51,3,1693,2,2,,4,1,64,3,1,1,2,2,33.5,1,7,4
13025103016930003,13,2,51,3,1693,3,1,1,,1,69,4,2,1,2,2,24,1,7,4
13025103016930004,13,2,51,3,1693,4,1,1,,1,63,4,5,1,2,2,16.02,1,6,4
13025103016930005,13,2,51,3,1693,5,1,1,,2,78,3,7,1,2,2,38.5,1,7,4
13025103016930006,13,2,51,3,1693,6,1,1,,1,91,3,7,1,2,2,34,1,7,5
13025103016930007,13,2,51,3,1693,7,1,2,.1,1,46,4,1,2,2,2,20,1,7,3
13025103016930008,13,2,51,3,1693,8,1,1,,1,50,4,1,1,2,2,5,1,5,3
13025103016930009,13,2,51,3,1693,9,1,1,,1,80,3,7,1,2,2,2,1,3,4
13025103016930010,13,2,51,3,1693,10,1,1,,1,64,3,1,1,2,1,3.5,1,4,4
13025103016930011,13,2,51,3,1693,11,1,1,,2,93,3,1,2,2,2,20,1,7,5
13025103016930012,13,2,51,3,1693,12,2,,99,1,55,3,1,2,2,1,5,1,5,3
13025103016930013,13,2,51,3,1693,13,1,1,,1,56,3,1,2,2,2,70,1,8,3
13025103016930014,13,2,51,3,1693,14,2,,99,1,64,3,1,1,2,2,5,1,5,4
13025103016939999,13,2,51,3,1693,9999,1,1,,1,99,6,7,2,2,2,7,1,5,6
13025104001500001,13,2,51,4,150,1,2,,2,1,40,4,1,2,2,2,16,1,6,2
13025104001500002,13,2,51,4,150,2,1,1,,1,68,3,7,1,2,2,2,1,3,4
13025104001500003,13,2,51,4,150,3,2,,5,1,50,4,1,1,2,2,4,1,4,3
13025104001500004,13,2,51,4,150,4,1,1,,1,67,5,7,1,2,1,2,1,3,4
13025104001500005,13,2,51,4,150,5,1,1,,1,64,2,7,1,2,2,2.5,1,3,4
13025104001500006,13,2,51,4,150,6,1,1,,1,54,5,7,2,2,1,5,1,5,3
13025104001500007,13,2,51,4,150,7,1,1,,2,63,4,7,1,2,2,2,1,3,4
13025104001500008,13,2,51,4,150,8,1,1,,2,89,5,1,2,2,2,3,1,4,5
13025104001500009,13,2,51,4,150,9,1,1,,1,47,4,2,2,2,2,4,1,4,3
13025104001500010,13,2,51,4,150,10,1,1,,1,49,4,2,1,2,2,5,1,5,3
13025104001500011,13,2,51,4,150,11,1,1,,1,64,3,7,1,2,2,24,1,7,4
13025104001500012,13,2,51,4,150,12,1,1,,1,46,3,5,1,2,1,6,1,5,3
13025104001500013,13,2,51,4,150,13,2,,3,1,69,3,7,1,2,2,70,1,8,4
13025104001500014,13,2,51,4,150,14,1,1,,1,60,3,7,2,2,2,112,1,9,3
13025104001500015,13,2,51,4,150,15,2,,1,1,63,4,2,2,1,1,40,1,7,4
13025104001500016,13,2,51,4,150,16,1,1,,1,51,3,1,2,2,2,18,1,6,3
13025104001500017,13,2,51,4,150,17,2,,4,1,38,3,7,1,2,2,2,1,3,2
13025104001500018,13,2,51,4,150,18,2,,1,1,86,2,1,1,2,2,19,1,6,5
13025104001500019,13,2,51,4,150,19,2,,.5,1,60,3,1,1,2,1,55,1,8,3
13025104001500020,13,2,51,4,150,20,2,,5,2,80,4,7,2,2,2,7,1,5,4
13025104001500021,13,2,51,4,150,21,2,,3,1,70,3,1,2,2,2,2,1,3,4
13025104001500022,13,2,51,4,150,22,2,,3,1,47,3,1,2,2,2,42,1,7,3
13025104001500023,13,2,51,4,150,23,2,,3,2,60,3,2,2,2,1,4,1,4,3
13025104001500024,13,2,51,4,150,24,2,,1,1,59,4,7,1,2,2,17,1,6,3
13025104001500025,13,2,51,4,150,25,2,,5,1,46,3,1,2,2,1,15,1,6,3
13025104001500026,13,2,51,4,150,26,2,,1,1,68,3,7,1,2,2,15,1,6,4
13025104001500027,13,2,51,4,150,27,2,,7,1,72,4,6,1,2,2,37,1,7,4
13025104001500028,13,2,51,4,150,28,2,,7,2,71,4,7,1,2,2,33,1,7,4
13025104001500029,13,2,51,4,150,29,2,,5,1,65,4,5,1,2,2,15,1,6,4
13025104001509999,13,2,51,4,150,9999,1,1,,1,99,6,7,2,2,2,29,1,7,6
13025202194960001,13,2,52,2,19496,1,1,1,,1,40,4,3,2,2,2,49,1,7,2
13025261000992985,13,2,52,61,99,2985,2,,35,1,65,4,2,2,2,2,600,1,10,4
13035002114970001,13,3,50,2,11497,1,2,,3,1,41,4,1,1,2,2,72.5,1,8,3
13035002114979999,13,3,50,2,11497,9999,1,1,,1,99,6,7,2,2,2,1,1,2,6
13035002124800001,13,3,50,2,12480,1,2,,99,1,44,4,1,2,2,2,24,1,7,3
13035002124800002,13,3,50,2,12480,2,2,,4,1,45,4,7,1,2,2,4,1,4,3
13035002124800003,13,3,50,2,12480,3,2,,4,1,50,4,7,1,2,2,4.5,1,4,3
13035002124800004,13,3,50,2,12480,4,2,,99,1,65,4,1,2,1,1,399,1,10,4
13035002134690001,13,3,50,2,13469,1,1,1,,1,51,3,7,1,2,2,30,1,7,3
13035002134690002,13,3,50,2,13469,2,2,,3,1,52,4,1,2,2,2,56,1,8,3
13035002134690003,13,3,50,2,13469,3,1,1,,1,65,3,1,1,2,2,26,1,7,4
13035002134690004,13,3,50,2,13469,4,1,1,,1,46,3,1,1,2,2,50,1,8,3
13035002134699999,13,3,50,2,13469,9999,1,1,,1,99,6,7,2,2,2,.3,1,1,6
13035002135820001,13,3,50,2,13582,1,1,2,.1,2,65,4,1,1,2,2,9,1,5,4
13035002135820002,13,3,50,2,13582,2,1,2,.15,1,74,4,7,2,2,2,6.85,1,5,4
13035002135820003,13,3,50,2,13582,3,2,,99,2,75,4,1,2,2,2,9,1,5,4
13035002135820004,13,3,50,2,13582,4,1,2,.15,2,76,4,1,1,2,2,5.03,1,5,4
13035002135820005,13,3,50,2,13582,5,1,2,.15,2,79,4,1,2,2,2,6.35,1,5,4
13035002135820006,13,3,50,2,13582,6,1,2,.2,1,84,4,1,1,2,2,4.53,1,4,5
13035002135820007,13,3,50,2,13582,7,1,2,.15,1,57,4,1,2,2,2,11.28,1,6,3
13035002135820008,13,3,50,2,13582,8,2,,11,2,63,4,3,2,2,2,37,1,7,4
13035002135820009,13,3,50,2,13582,9,1,1,,1,56,4,3,2,2,2,17.46,1,6,3
13035002135820010,13,3,50,2,13582,10,2,,99,1,28,4,2,1,2,2,9.75,1,5,2
13035002135820011,13,3,50,2,13582,11,1,2,.5,1,63,4,1,2,2,2,9.75,1,5,4
13035002135820012,13,3,50,2,13582,12,2,,20,2,59,4,2,2,2,2,12.7,1,6,3
13035002135820013,13,3,50,2,13582,13,2,,20,1,42,4,3,2,2,2,44.5,1,7,3
13035002136470001,13,3,50,2,13647,1,1,1,,1,72,3,1,1,2,2,14,1,6,4
13035002136470002,13,3,50,2,13647,2,1,1,,1,76,3,1,1,2,2,30,1,7,4
13035002136470003,13,3,50,2,13647,3,2,,4,1,55,4,2,1,2,2,12,1,6,3
13035002136470004,13,3,50,2,13647,4,2,,99,1,53,4,7,1,2,2,30,1,7,3
13035002136470005,13,3,50,2,13647,5,1,1,,1,68,3,1,2,2,2,80,1,8,4
13035002136470006,13,3,50,2,13647,6,1,1,,1,99,6,7,2,2,2,2,1,3,6
13035002136479999,13,3,50,2,13647,9999,1,1,,1,99,6,7,2,2,2,1.25,1,2,6
13035002137470001,13,3,50,2,13747,1,2,,1,1,52,3,1,1,2,2,18,1,6,3
13035002137470002,13,3,50,2,13747,2,2,,6,1,49,3,2,2,1,1,45,1,7,3
13035002137470003,13,3,50,2,13747,3,2,,99,1,67,4,3,2,1,1,140,1,9,4
13035002137479999,13,3,50,2,13747,9999,1,1,,1,99,6,7,2,2,2,.28,1,1,6
13035002139220001,13,3,50,2,13922,1,2,,.5,1,42,4,1,1,2,1,55,1,8,3
13035002139220002,13,3,50,2,13922,2,2,,8,1,45,4,1,1,2,2,35,1,7,3
13035002139220003,13,3,50,2,13922,3,1,1,,1,44,3,1,1,2,2,4,1,4,3
13035002139229999,13,3,50,2,13922,9999,1,1,,1,99,6,7,2,2,2,.54,1,1,6
13035002140350001,13,3,50,2,14035,1,2,,15,1,66,4,1,2,2,2,120,1,9,4
13035002140350002,13,3,50,2,14035,2,2,,4,1,48,3,1,1,2,2,16.48,1,6,3
13035002140359999,13,3,50,2,14035,9999,1,1,,1,99,6,7,2,2,2,.35,1,1,6
13035002141610001,13,3,50,2,14161,1,1,2,99,1,82,3,7,1,2,2,20,1,7,5
13035002141610002,13,3,50,2,14161,2,2,,99,1,64,3,7,1,2,2,105,2,8,4
13035002141610003,13,3,50,2,14161,3,2,,99,1,86,4,1,2,2,2,41,1,7,5
13035002141619999,13,3,50,2,14161,9999,1,1,,1,99,6,7,2,2,2,.96,1,1,6
13035002142100001,13,3,50,2,14210,1,1,1,,1,52,3,1,1,2,2,75,1,8,3
13035002142100002,13,3,50,2,14210,2,2,,99,1,99,4,2,1,1,1,60,1,8,6
13035002142100003,13,3,50,2,14210,3,2,,2,1,48,4,1,1,2,2,40,1,7,3
13035002142109999,13,3,50,2,14210,9999,1,1,,1,99,6,7,2,2,2,2,1,3,6
13035002143050001,13,3,50,2,14305,1,2,,12,2,65,3,2,2,2,2,40,1,7,4
13035002143050002,13,3,50,2,14305,2,2,,99,1,86,4,1,2,2,2,41,1,7,5
13035002143050003,13,3,50,2,14305,3,1,1,,1,64,4,1,1,2,2,25,1,7,4
13035002143059999,13,3,50,2,14305,9999,1,1,,1,99,6,7,2,2,2,.93,1,1,6
13035002144430001,13,3,50,2,14443,1,1,1,,1,39,4,1,2,2,2,1,1,2,2
13035002144430002,13,3,50,2,14443,2,1,1,,2,52,3,2,2,2,2,189,1,9,3
13035002144430003,13,3,50,2,14443,3,1,1,,1,58,4,1,1,2,2,4,1,4,3
13035002144430004,13,3,50,2,14443,4,1,1,,2,42,4,2,2,2,2,3,1,4,3
13035002144430005,13,3,50,2,14443,5,1,1,,1,60,4,1,1,2,2,82,1,8,3
13035002144439999,13,3,50,2,14443,9999,1,1,,1,99,6,7,2,2,2,1.18,1,2,6
13035002145840001,13,3,50,2,14584,1,1,1,,1,68,4,3,1,2,2,100,1,9,4
13035002145840002,13,3,50,2,14584,2,1,1,,1,52,3,3,2,1,2,21.5,1,7,3
13035002145840003,13,3,50,2,14584,3,1,1,,1,72,4,2,1,2,2,150,1,9,4
13035002145849999,13,3,50,2,14584,9999,1,1,,1,99,6,7,2,2,2,.92,1,1,6
13035002145980001,13,3,50,2,14598,1,1,1,,1,57,4,2,2,1,1,34,2,7,3
13035002145980002,13,3,50,2,14598,2,2,,99,2,65,3,3,2,1,1,.93,2,1,4
13035002145980003,13,3,50,2,14598,3,2,,99,1,47,4,3,2,1,1,23,1,7,3
13035002145980004,13,3,50,2,14598,4,1,1,,2,57,3,3,1,2,2,1.27,2,1,3
13035002145980005,13,3,50,2,14598,5,2,,7,1,63,3,3,1,1,1,7,1,5,4
13035002145980006,13,3,50,2,14598,6,1,1,,2,60,3,3,2,1,1,1.25,1,2,3
13035002145980007,13,3,50,2,14598,7,1,1,,1,38,3,1,1,2,2,.2,1,1,2
13035002145980008,13,3,50,2,14598,8,1,1,,1,65,3,1,1,2,2,.2,1,1,4
13035002145980009,13,3,50,2,14598,9,1,1,,2,38,3,1,1,2,2,.2,1,1,2
13035002145980010,13,3,50,2,14598,10,1,1,,2,45,3,1,1,2,1,1,1,2,3
13035002145980011,13,3,50,2,14598,11,1,1,,2,24,4,1,1,2,2,.3,1,1,2
13035002145980012,13,3,50,2,14598,12,1,1,,1,44,3,1,1,2,2,.91,1,1,3
13035002145980013,13,3,50,2,14598,13,1,1,,2,31,4,3,2,1,1,1.75,1,2,2
13035002145980014,13,3,50,2,14598,14,1,1,,1,67,5,1,1,2,2,.86,1,1,4
13035002145980015,13,3,50,2,14598,15,1,1,,1,52,3,4,2,1,1,80,1,8,3
13035002145980016,13,3,50,2,14598,16,1,1,,1,68,3,7,1,2,2,1,1,2,4
13035002145980017,13,3,50,2,14598,17,1,1,,1,21,3,2,1,2,2,.2,1,1,2
13035002145989999,13,3,50,2,14598,9999,1,1,,1,99,6,7,2,2,2,.28,1,1,6
13035002146780001,13,3,50,2,14678,1,1,1,,1,35,4,3,2,1,1,4.5,1,4,2
