Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin_cultivo
12065104000040018,12,6,51,4,4,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,33.0,8,7.0,1.0,2.0,1.0,1.0,2.0,2.0,,4.0,4.0,,,2.0,,4,0.105361020172533,1,1.0,,1,73,4,1,1,1,1,33.0,1,7,4,1,1,483,1,,40.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,40.0,35.0,100.0,6.0,5.0,40.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,1.8181818181818201,1.8181818181818201,0.0,,,,,,,,40,,,5.0,5.0,,,,,,,1,0.151166436809719
12045102077630016,12,4,51,2,7763,16,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.764,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,0.194380701725728,0,,0.02,0,54,4,1,0,0,0,2.5,2,2,3,1,1,483,1,,7.0,3.0,3.0,1.0,0.5,0.3528,0.5,0.3528,0.0,,6.0,,,,,,,,,,,,,,,,,,,,0,0,1,0.5,0.3528,,,100.0,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,,,0.3528,0.3528,,,,,,0.3528,7,0.3528,,,0.3528,,,,0.3528,,,1,0.9719035086286422
12065104000040011,12,6,51,4,4,11,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,20.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,0.217793596022519,1,1.0,,1,55,4,2,0,0,0,20.0,1,7,3,3,3,483,1,,70.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,12.0,35.0,100.0,6.0,5.0,12.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.545454545454545,0.545454545454545,0.0,,,,,,,,70,,,3.0,3.0,,,,,,,1,0.0505404266826555
12065104000030006,12,6,51,4,3,6,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,0.24144108554474,0,,4.0,1,74,3,1,0,0,0,11.0,1,6,4,1,1,483,1,,98.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,,8.0,35.0,100.0,6.0,6.0,8.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,2.0,,411,,2.0,,4,0.36363636363636404,0.36363636363636404,0.0,,,,,,,,98,,,4.0,4.0,,,,,,,1,0.663962985248036
9195102045040009,9,19,51,2,4504,9,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5,5.0,,1.0,1.0,,,,,4.0,4.0,,,2.0,,4,0.245711724967541,0,,1.0,1,45,3,1,1,0,0,5.0,1,5,3,1,1,483,1,,10.0,4.0,4.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,,3.0,35.0,100.0,6.0,1.0,3.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,50.0,2.0,,,,,,,1,0.0,,,1.0,1.0,5.0,2.0,,,,,,,,,,,,,411,,2.0,,4,0.136363636363636,0.136363636363636,0.0,,,,,,,,10,,0.25,,0.25,,,,,0.25,0.25,1,4.914234499350809
13135502219950001,13,13,55,2,21995,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,120.0,2,2.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,4,0.341269096810049,1,1.0,,1,68,4,3,0,0,0,120.0,1,9,4,1,1,483,1,,30.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,35.0,100.0,6.0,1.0,3.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,,,300.0,2.0,,,,,1,0.0,,,1.0,,,,2.0,1.0,2.0,,,,,,,,,,411,,2.0,,4,0.136363636363636,0.136363636363636,0.0,,,,,,,,30,,,1.0,1.0,,,,,1.0,1.0,1,40.952291617205894
12065104000030017,12,6,51,4,3,17,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,45.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,0.3771999461995421,0,,99.0,0,53,4,3,0,0,0,45.0,1,7,3,2,2,483,1,,40.0,4.0,4.0,2.0,27.0,27.0,27.0,27.0,27.0,27.0,,54.0,35.0,100.0,6.0,5.0,54.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,1.0,,,411,,2.0,,4,2.45454545454545,2.45454545454545,0.0,,,,,,,,40,,,27.0,,27.0,,,,,,1,0.153046646180251
12065104000030008,12,6,51,4,3,8,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,31.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,0.39006546971908396,1,0.0,0.1,1,51,4,1,0,0,1,31.0,1,7,3,1,1,483,1,,98.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,35.0,100.0,6.0,6.0,4.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.18181818181818202,0.18181818181818202,0.0,,,,,,,,98,,,1.0,1.0,,,,,,,1,1.04317108756583
13055102033230004,13,5,51,2,3323,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,80.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,0.500421311833865,1,0.0,99.0,0,57,4,1,0,0,0,80.0,1,8,3,1,1,483,1,,50.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12.0,35.0,100.0,6.0,7.0,12.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,10.0,5.0,4.0,1.5,5.0,1.0,,,,,,,,1.0,,411,,2.0,,4,0.545454545454545,0.545454545454545,0.0,,,,,,,,50,,,1.0,1.0,,,,,,1.0,1,40.03370494670922
12085102110820018,12,8,51,2,11082,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,7,7.0,,1.0,1.0,,,,,6.0,6.0,,,2.0,,4,0.580342009891784,0,,0.3,1,50,3,1,1,0,0,10.0,1,6,3,1,1,483,1,,60.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,40.0,35.0,100.0,6.0,7.0,40.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,1.8181818181818201,1.8181818181818201,0.0,,,,,,,,60,,,5.0,5.0,,,,,,,1,1.16068401978357
12065104000030016,12,6,51,4,3,16,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,135.0,3,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,2.0,,4,0.617356570007768,0,,99.0,0,76,4,1,0,1,1,135.0,1,9,4,1,1,483,1,,80.0,4.0,4.0,1.0,26.0,26.0,26.0,26.0,8.0,8.0,6.0,18.0,35.0,100.0,6.0,6.0,18.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.818181818181818,0.818181818181818,18.0,18.0,,,,,,18.0,80,,,26.0,26.0,,,,,,,1,0.86192414406064
12065104000030016,12,6,51,4,3,16,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,135.0,3,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,2.0,,4,0.617356570007768,0,,99.0,0,76,4,1,0,1,1,135.0,1,9,4,4,3,483,1,,80.0,4.0,4.0,1.0,30.0,30.0,30.0,30.0,6.0,6.0,6.0,16.0,35.0,100.0,6.0,6.0,16.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.7272727272727271,0.7272727272727271,24.0,24.0,,,,,,24.0,80,,,30.0,30.0,,,,,,,1,0.24883377086805605
12065104000040017,12,6,51,4,4,17,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,40.0,4,2.0,2.0,4.0,2.0,2.0,,,,,,,,2.0,,4,0.6513516065533411,1,1.0,,1,89,4,7,0,0,1,40.0,1,7,5,1,1,483,1,,50.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,6.0,35.0,100.0,6.0,5.0,6.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.272727272727273,0.272727272727273,0.0,,,,,,,,50,,,2.0,2.0,,,,,,,1,2.75832368880231
8045301006290001,8,4,53,1,629,1,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,21.0,6,4.0,2.0,4.0,2.0,2.0,,,,2.0,2.0,,,2.0,,4,0.7101256731228821,0,,1.0,1,40,3,1,1,0,0,21.0,1,7,2,1,1,483,1,,15.0,4.0,4.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,,96.0,35.0,100.0,6.0,5.0,96.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,30.0,3.0,,,,,,,1,0.0,,,1.0,,,,10.0,5.0,4.0,,,,,,,2.0,4.0,,411,,2.0,,4,4.36363636363636,4.36363636363636,0.0,,,,,,,,15,,10.0,,,10.0,,,,10.0,10.0,1,1.49126391355805
12075404000020017,12,7,54,4,2,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.5,11,11.0,,1.0,1.0,,,,,10.0,10.0,,,2.0,,4,0.7250448254035821,0,,99.0,1,73,3,1,0,0,0,4.5,1,4,4,1,1,483,1,,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12.0,35.0,100.0,6.0,2.0,12.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,0.5,5.0,2.0,,,,,,,,,,,,,411,,2.0,,4,0.545454545454545,0.545454545454545,0.0,,,,,,,,5,1.0,,,1.0,,,,,,1.0,1,0.849608579004533
12075404000020017,12,7,54,4,2,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.5,11,11.0,,1.0,1.0,,,,,10.0,10.0,,,2.0,,4,0.7250448254035821,0,,99.0,1,73,3,1,0,0,0,4.5,1,4,4,3,2,483,1,,98.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,,,2.0,2.0,,,,,,2.0,98,,,2.0,2.0,,,,,,,1,0.74671591071782
12065104000030007,12,6,51,4,3,7,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,1,,1.0,1.0,,1.0,,,,,,,,2.0,,4,0.7545643322303671,1,1.0,,0,40,4,1,0,0,0,3.0,1,4,2,1,1,483,1,,80.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,6.0,35.0,100.0,6.0,2.0,6.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.272727272727273,0.272727272727273,0.0,,,,,,,,80,,,3.0,3.0,,,,,,,1,0.7545643322303671
12065104000040010,12,6,51,4,4,10,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,20.05,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,0.7669797245664509,1,1.0,,1,45,3,3,0,0,1,20.05,1,7,3,2,1,483,2,1.0,50.0,4.0,4.0,1.0,10.04,10.04,10.04,10.04,10.04,10.04,,25.0,35.0,100.0,6.0,2.0,25.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,2.0,2.0,100.0,,,,,,1,0,,,,,,,1,1000.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,1.0,2.0,,411,,2.0,,4,1.1363636363636398,1.1363636363636398,0.0,,,,,,,,50,,,10.04,10.04,,,,10.04,10.04,,0,1.06564103577878
12065104000030002,12,6,51,4,3,2,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,111.0,2,2.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,4,0.800183601588578,0,,99.0,1,46,3,1,1,0,0,111.0,1,9,3,3,2,483,1,,80.0,4.0,4.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,,40.0,35.0,100.0,6.0,6.0,40.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,1.8181818181818201,1.8181818181818201,0.0,,,,,,,,80,,,8.0,8.0,,,,,,,1,1.1854144221996898
22045501001440003,22,4,55,1,144,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,28.0,5,3.0,2.0,1.0,,1.0,,,,4.0,3.0,1.0,,,3.0,4,0.831704121095092,0,,58.0,0,49,4,3,0,0,0,28.0,1,7,3,1,1,483,1,,6.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,26.0,35.0,100.0,6.0,7.0,26.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,4.0,,,411,,,3.0,4,1.1818181818181799,1.1818181818181799,0.0,,,,,,,,6,3.0,,,,3.0,,,,,,1,1.76943772704889
12075404000020015,12,7,54,4,2,15,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,3.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,0.8528652923526271,0,,1.0,1,75,3,1,1,1,0,3.0,1,4,4,1,1,483,1,,10.0,3.0,3.0,1.0,1.5,1.5,1.5,1.5,1.5,1.5,,17.0,35.0,100.0,6.0,6.0,17.0,35.0,100.0,6.0,100.0,0.0,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,1.0,,411,,2.0,,4,0.7727272727272729,0.7727272727272729,0.0,,,,,,,,10,,1.5,,1.5,,,,,,,1,1.0925294704241602
12035004000060001,12,3,50,4,6,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,19.0,3,2.0,1.0,3.0,2.0,1.0,,,,,,,,2.0,,4,0.9411762188721908,0,,1.0,1,59,4,2,0,0,0,19.0,1,6,3,1,1,483,1,,50.0,4.0,4.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,45.0,35.0,100.0,6.0,2.0,45.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,1,18.0,2.0,,,,,1,100.0,2.0,,,,,,,1,0.0,,,1.0,9.0,5.0,2.0,,,,,,,,,,,,,411,,2.0,,4,2.0454545454545503,2.0454545454545503,0.0,,,,,,,,50,,,9.0,9.0,,,,,9.0,9.0,1,0.5847528817150961
12065104000030013,12,6,51,4,3,13,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,20.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,0.9419754418150401,0,,99.0,1,55,4,1,0,0,0,20.0,1,7,3,3,3,483,1,,98.0,4.0,4.0,1.0,17.5,17.5,17.5,17.5,0.0,,6.0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,,,17.5,17.5,,,,,,17.5,98,,,17.5,17.5,,,,,,,1,1.00220151616224
12065104000030014,12,6,51,4,3,14,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,24.0,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,2.0,,4,0.9440284482162892,0,,99.0,1,60,4,1,0,0,0,24.0,1,7,3,3,1,483,1,,98.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,35.0,100.0,6.0,2.0,4.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,0.18181818181818202,0.18181818181818202,0.0,,,,,,,,98,,,1.0,1.0,,,,,,,1,0.6857029983539971
13025003019020023,13,2,50,3,1902,23,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,50.0,10,9.0,1.0,2.0,1.0,1.0,,,,8.0,8.0,,,2.0,,4,0.961214267941636,1,1.0,,1,44,3,1,1,0,1,50.0,1,8,3,1,1,483,1,,60.0,3.0,3.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,,64.0,35.0,100.0,6.0,2.0,64.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,1,0,,,,,,,1,500.0,2.0,,,,,,,1,0.0,,,1.0,,,,4.0,5.0,4.0,,,,,,,4.0,,,411,,2.0,,4,2.90909090909091,2.90909090909091,0.0,,,,,,,,60,,,6.0,6.0,,,,,6.0,6.0,1,8.01011889951363
12065104000030004,12,6,51,4,3,4,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,30.0,4,4.0,,2.0,2.0,,2.0,2.0,,,,,,2.0,,4,0.9990499712855241,1,1.0,,1,75,3,1,0,0,0,30.0,1,7,4,1,1,483,1,,94.0,4.0,4.0,1.0,14.98,14.98,14.98,14.98,14.98,14.98,,30.0,35.0,100.0,6.0,6.0,30.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,1.3636363636363602,1.3636363636363602,0.0,,,,,,,,94,,,14.98,14.98,,,,,,,1,0.6040798976231321
9015255000993982,9,1,52,55,99,3982,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,783.33,23,22.0,1.0,1.0,,1.0,22.0,22.0,,,,,,2.0,,4,1.0,0,,99.0,0,76,4,1,0,1,1,783.33,1,10,4,2,2,483,1,,3.0,1.5,3.0,1.0,40.0,40.0,40.0,40.0,40.0,40.0,,120.0,35.0,100.0,6.0,2.0,120.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,40.0,40.0,,100.0,,,,,1,1,,,4800.0,1.0,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,5.454545454545452,5.454545454545452,0.0,,,,,,,,3,40.0,,,40.0,,,,40.0,40.0,,1,1.0
2065055000994006,2,6,50,55,99,4006,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,2,2.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,4,1.0,1,0.0,5.0,1,50,4,2,0,1,1,8.0,1,5,3,3,2,483,1,,60.0,4.0,4.0,1.0,2.5,2.5,2.5,2.5,2.5,2.5,,10.0,35.0,100.0,6.0,6.0,10.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,1.0,,,411,1.0,,,4,0.45454545454545503,0.45454545454545503,0.0,,,,,,,,60,,,2.5,2.5,,,,,,,1,1.0
7015054000994057,7,1,50,54,99,4057,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,12.0,4,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,,4,1.0,1,1.0,,0,88,4,1,0,0,0,12.0,1,6,5,1,1,483,1,,40.0,3.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,,72.0,35.0,100.0,6.0,1.0,72.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,7.0,7.0,,100.0,,,,,1,0,,,,,,,1,15.0,3.0,,,,,,,1,0.0,,,1.0,,,,,,,28.0,5.0,4.0,,,,,3.0,,411,,2.0,,4,3.2727272727272703,3.2727272727272703,0.0,,,,,,,,40,,,7.0,7.0,,,,7.0,7.0,7.0,1,1.0
7015254000994097,7,1,52,54,99,4097,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,5.0,2,2.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,4,1.0,0,,5.0,1,74,4,1,0,0,0,5.0,1,5,4,1,1,483,1,,30.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,12.0,35.0,100.0,6.0,2.0,12.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,5.0,5.0,100.0,,,,,,1,0,,,,,,,1,10.0,3.0,,,,,,,1,0.0,,,1.0,,,,,,,20.0,5.0,4.0,,,,,1.0,,411,,2.0,,4,0.545454545454545,0.545454545454545,0.0,,,,,,,,30,,,5.0,5.0,,,,5.0,5.0,5.0,1,1.0
7095054000994044,7,9,50,54,99,4044,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,16.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,1.0,0,,10.0,1,59,4,1,0,0,1,16.0,1,6,3,2,2,483,1,,50.0,2.0,2.0,1.0,13.0,13.0,13.0,13.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,,,13.0,13.0,,,,,,13.0,50,,,13.0,13.0,,,,,,,1,1.0
7095061000992558,7,9,50,61,99,2558,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,2300.0,11,11.0,,1.0,1.0,,10.0,10.0,,,,,,2.0,,4,1.0,0,,50.0,1,57,4,3,0,1,1,2300.0,1,10,3,3,1,483,1,,50.0,3.5,3.5,1.0,15.0,15.0,15.0,15.0,15.0,15.0,,250.0,29.0,15.0,6.0,5.0,250.0,29.0,15.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,1.70454545454545,1.70454545454545,0.0,,,,,,,,50,,,15.0,15.0,,,,,,,1,1.0
7095454000994042,7,9,54,54,99,4042,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,40.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,1.0,0,,10.0,1,99,4,1,0,0,1,40.0,1,7,6,1,1,483,1,,50.0,3.5,3.5,1.0,20.0,20.0,20.0,20.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,411,,2.0,,4,,,20.0,20.0,,,,,,20.0,50,,,20.0,20.0,,,,,,,1,1.0
