Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_tn;fact_exp_fin
23015059000990612;23;01;50;59;00099;0612;9;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015061000992295;23;01;50;61;00099;2295;1029;24;24; ;1;1; ;23;23; ; ; ; ;1; ; ;4;1
23015061000992328;23;01;50;61;00099;2328;250;3;3; ;1;1; ;2;2; ; ; ; ;1; ; ;4;1
23015061000992338;23;01;50;61;00099;2338;930;25;25; ;1;1; ;24;24; ; ; ; ;1; ; ;4;1
23015061000992353;23;01;50;61;00099;2353;1020;15;15; ;1;1; ;6;6; ;8;8; ;1; ; ;4;1
23015061000992448;23;01;50;61;00099;2448;240;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;1
23015061000992461;23;01;50;61;00099;2461;208;6;6; ;1;1; ;1;1; ;4;4; ;1; ; ;4;1
23015061000992541;23;01;50;61;00099;2541;800;42;41;1;2;1;1; ; ; ;40;40; ;1; ; ;4;1
23015061000992565;23;01;50;61;00099;2565;450;10;10; ;1;1; ;9;9; ; ; ; ;1; ; ;4;1
23015061000992577;23;01;50;61;00099;2577;198;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;1
23015061000992686;23;01;50;61;00099;2686;100;6;5;1;1; ;1;5;5; ; ; ; ;1; ; ;4;1
23015061000992727;23;01;50;61;00099;2727;108,2;45;44;1;2;1;1;43;43; ; ; ; ;1; ; ;4;1
23015061000992728;23;01;50;61;00099;2728;370;6;5;1;1; ;1;2;2; ;3;3; ;1; ; ;4;1
23015061000992805;23;01;50;61;00099;2805;260;4;3;1;1; ;1;3;3; ; ; ; ;1; ; ;4;1
23015061000992954;23;01;50;61;00099;2954;150;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;1
23015061000992963;23;01;50;61;00099;2963;500;13;13; ;1;1; ;12;12; ; ; ; ;1; ; ;4;1
23015061000993040;23;01;50;61;00099;3040;450;11;11; ;1;1; ;10;10; ; ; ; ;1; ; ;4;1
23015061000993286;23;01;50;61;00099;3286;223;5;5; ;1;1; ;1;1; ;3;3; ;1; ; ;4;1
23015062000990324;23;01;50;62;00099;0324;3;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;1
23015062000990325;23;01;50;62;00099;0325;5;6;6; ;1;1; ;5;5; ; ; ; ;1; ; ;4;1
23015062000990333;23;01;50;62;00099;0333;27;11;11; ;1;1; ;2;2; ;8;8; ;1; ; ;4;1
23015062000990338;23;01;50;62;00099;0338;14;6;6; ;1;1; ;2;2; ;3;3; ;1; ; ;4;1
23015062000990339;23;01;50;62;00099;0339;5,5;14;14; ;1;1; ;13;13; ; ; ; ;1; ; ;4;1
23015062000990343;23;01;50;62;00099;0343;17;9;9; ;1;1; ;8;8; ; ; ; ;1; ; ;4;1
23015062000990344;23;01;50;62;00099;0344;5,5;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;1
23015062000990349;23;01;50;62;00099;0349;5,5;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;1
23015062000990368;23;01;50;62;00099;0368;10;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1
23015062000990390;23;01;50;62;00099;0390;10;4;3;1;2;1;1; ; ; ;2;2; ;1; ; ;4;1
23015062000990421;23;01;50;62;00099;0421;28;5;5; ;1;1; ; ; ; ;4;4; ;1; ; ;4;1
23015062000990443;23;01;50;62;00099;0443;53;14;14; ;1;1; ;13;13; ; ; ; ;1; ; ;4;1
23015062000990449;23;01;50;62;00099;0449;5;14;14; ;1;1; ;13;13; ; ; ; ;1; ; ;4;1
23015062000990451;23;01;50;62;00099;0451;4;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1
23015064000990638;23;01;50;64;00099;0638;2;5;3;2;1; ;1;4;3;1; ; ; ;1; ; ;4;1
23015064000991322;23;01;50;64;00099;1322;1;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;1
23015064000991324;23;01;50;64;00099;1324;2;3;3; ;1;1; ;2;2; ; ; ; ;1; ; ;4;1
23015064000991325;23;01;50;64;00099;1325;2;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;1
23015064000991327;23;01;50;64;00099;1327;13;7;7; ;1;1; ;4;4; ;2;2; ;1; ; ;4;1
23015064000991330;23;01;50;64;00099;1330;60;14;14; ;1;1; ;13;13; ; ; ; ;1; ; ;4;1
23015064000991332;23;01;50;64;00099;1332;26;19;19; ;2;2; ;17;17; ; ; ; ;1; ; ;4;1
23015064000991337;23;01;50;64;00099;1337;1;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;1
23015064000991339;23;01;50;64;00099;1339;18;5;5; ;1;1; ;1;1; ;3;3; ;1; ; ;4;1
23015064000991342;23;01;50;64;00099;1342;3,6;5;5; ;1;1; ;4;4; ; ; ; ;1; ; ;4;1
23015064000991343;23;01;50;64;00099;1343;6;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1
23015064000991344;23;01;50;64;00099;1344;2,5;5;5; ;1;1; ;4;4; ; ; ; ;1; ; ;4;1
23015064000991345;23;01;50;64;00099;1345;3;3;3; ;1;1; ;2;2; ; ; ; ;1; ; ;4;1
23015064000991346;23;01;50;64;00099;1346;5;7;7; ;1;1; ;6;6; ; ; ; ;1; ; ;4;1
23015064000991347;23;01;50;64;00099;1347;30;3;3; ;2;2; ; ; ; ;1;1; ;1; ; ;4;1
23015064000991348;23;01;50;64;00099;1348;88;11;11; ;1;1; ;10;10; ; ; ; ;1; ; ;4;1
23015064000991349;23;01;50;64;00099;1349;5;3;2;1;1;1; ;2;1;1; ; ; ;1; ; ;4;1
23015064000991350;23;01;50;64;00099;1350;2;3;3; ;1;1; ;2;2; ; ; ; ;1; ; ;4;1
23015064000991354;23;01;50;64;00099;1354;1,5;3;2;1;1; ;1;2;2; ; ; ; ;1; ; ;4;1
23015064000991356;23;01;50;64;00099;1356;18;6;6; ;1;1; ;3;3; ;2;2; ;1; ; ;4;1
23015064000991357;23;01;50;64;00099;1357;36;10;9;1;2;1;1;2;2; ;6;6; ;1; ; ;4;1
23015064000991358;23;01;50;64;00099;1358;5;5;5; ;1;1; ;4;4; ; ; ; ;1; ; ;4;1
23015064000991359;23;01;50;64;00099;1359;2;10;10; ;1;1; ;2;2; ;7;7; ;1; ; ;4;1
23015064000991360;23;01;50;64;00099;1360;2;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991361;23;01;50;64;00099;1361;1;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;1
23015064000991364;23;01;50;64;00099;1364;2;6;5;1;2;1;1;2;2; ;2;2; ;1; ; ;4;1
23015064000991366;23;01;50;64;00099;1366;30;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;1
23015064000991433;23;01;50;64;00099;1433;16;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;1
23015064000991434;23;01;50;64;00099;1434;2;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991444;23;01;50;64;00099;1444;161;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991445;23;01;50;64;00099;1445;9;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1
23015064000991450;23;01;50;64;00099;1450;6;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;1
23015064000991451;23;01;50;64;00099;1451;7;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991455;23;01;50;64;00099;1455;1;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991466;23;01;50;64;00099;1466;12;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991468;23;01;50;64;00099;1468;1,5;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991472;23;01;50;64;00099;1472;31;4;3;1;2;1;1;2;2; ; ; ; ;1; ; ;4;1
23015064000991473;23;01;50;64;00099;1473;3;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015064000991475;23;01;50;64;00099;1475;6;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;1
23015064000991477;23;01;50;64;00099;1477;24;6;6; ;1;1; ;5;5; ; ; ; ;1; ; ;4;1
23015064000991478;23;01;50;64;00099;1478;8,71;6;6; ;1;1; ;5;5; ; ; ; ;1; ; ;4;1
23015064000991479;23;01;50;64;00099;1479;1,5;11;11; ;1;1; ;10;10; ; ; ; ;1; ; ;4;1
23015064000991481;23;01;50;64;00099;1481;9;2;1;1;1; ;1;1;1; ; ; ; ;1; ; ;4;1
23015064000991484;23;01;50;64;00099;1484;13;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;1
23015064000994183;23;01;50;64;00099;4183;,5;2;1;1;1; ;1;1;1; ; ; ; ;1; ; ;4;1
23015101045010001;23;01;51;01;04501;0001;25,01;3;3; ;3;3; ; ; ; ; ; ; ;1; ; ;4;11,3403323534351
23015101045010002;23;01;51;01;04501;0002;38;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;7,70715508926922
23015101047460001;23;01;51;01;04746;0001;88;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;6,7961825806557
23015101052630001;23;01;51;01;05263;0001;94,01;3;3; ;3;3; ; ; ; ; ; ; ;1; ; ;4;1,97477159412288
23015101052630002;23;01;51;01;05263;0002;10;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;12,8441928566518
23015101052630003;23;01;51;01;05263;0003;55;3;2;1;2;1;1;1;1; ; ; ; ;1; ; ;4;4,38628053627272
23015101059320001;23;01;51;01;05932;0001;17;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;34,8194660623134
23015101061570001;23;01;51;01;06157;0001;23;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;26,002785525987
23015101065100001;23;01;51;01;06510;0001;1,51;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;11,829709491011
23015101065100002;23;01;51;01;06510;0002;36;1;1; ; ; ; ;1;1; ; ; ; ;1; ; ;4;16,1167001601688
23015101069210001;23;01;51;01;06921;0001;70;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;8,54377238711002
23015101071730001;23;01;51;01;07173;0001;106;3;3; ;1;1; ;2;2; ; ; ; ;1; ; ;4;5,64211384054435
23015101073180001;23;01;51;01;07318;0001;64,01;4;3;1;3;2;1;1;1; ; ; ; ;1; ; ;4;9,34329115915796
23015101073420001;23;01;51;01;07342;0001;7;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;28,9377583785321
23015101073420002;23;01;51;01;07342;0002;25;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;15,8199903379164
23015101074930001;23;01;51;01;07493;0001;30;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;19,9354689032567
23015101077160001;23;01;51;01;07716;0001;8;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;17,7181794466615
23015101077160002;23;01;51;01;07716;0002;20;2;1;1;1; ;1;1;1; ; ; ; ;1; ; ;4;22,8159315762053
23015101077280001;23;01;51;01;07728;0001;20;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;15,5577068606206
23015101077280002;23;01;51;01;07728;0002;10;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;28,6909929885288
23015101079940001;23;01;51;01;07994;0001;100,01;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;5,98004266671034
23015101081770001;23;01;51;01;08177;0001;20,01;2;1;1;1; ;1;1;1; ; ; ; ;1; ; ;4;11,2850588104076
23015101081770002;23;01;51;01;08177;0002;50;2;1;1;1; ;1;1;1; ; ; ; ;1; ; ;4;7,44500080603819
23015101083840001;23;01;51;01;08384;0001;15;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;18,7926089146061
23015101083840002;23;01;51;01;08384;0002;15;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;21,0783288919073
23015101084090001;23;01;51;01;08409;0001;62,5;3;3; ;1;1; ; ; ; ;2;2; ;1; ; ;4;5,6829511521996
23015101084090002;23;01;51;01;08409;0002;4,17;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;22,0250632748535
23015101084090003;23;01;51;01;08409;0003;14,17;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;10,6587936647203
23015101085910001;23;01;51;01;08591;0001;50;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;11,961281341954
23015101087680001;23;01;51;01;08768;0001;28,01;4;3;1;2;1;1; ; ; ;2;2; ;1; ; ;4;15,3839015940741
23015101087680002;23;01;51;01;08768;0002;4,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;37,146885210567
23015101087760001;23;01;51;01;08776;0001;50;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;11,6267229903082
23015101087760002;23;01;51;01;08776;0002;15;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1,00450072890715
23015101091460001;23;01;51;01;09146;0001;25;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;23,8133963634148
23015101093000001;23;01;51;01;09300;0001;25;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;23,432680624964
23015101097100001;23;01;51;01;09710;0001;22;3;3; ;2;2; ;1;1; ; ; ; ;1; ; ;4;27,1847303226228
23015101097210001;23;01;51;01;09721;0001;20;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;17,0982242303387
23015101097210002;23;01;51;01;09721;0002;38;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;6,45230555002158
23015101098400001;23;01;51;01;09840;0001;70,01;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;8,38213977297727
23015101109230001;23;01;51;01;10923;0001;82,02;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;7,18530123932727
23015101112840001;23;01;51;01;11284;0001;35,01;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;17,0826640130722
23015103001030001;23;01;51;03;00103;0001;120;4;3;1;3;2;1; ; ; ;1;1; ;1; ; ;4;18,2490158645946
23015103001030002;23;01;51;03;00103;0002;50,01;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;28,0642434473179
23015103001030003;23;01;51;03;00103;0003;25;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;21,6224219595327
23015103001460001;23;01;51;03;00146;0001;45;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;26,7105403925933
23015103001460002;23;01;51;03;00146;0002;80;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;2,72247212624927
23015103001460003;23;01;51;03;00146;0003;69;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;37,1131688761041
23015161000992753;23;01;51;61;00099;2753;162;7;6;1;2;1;1;4;4; ;1;1; ;1; ; ;4;1
23015161000993027;23;01;51;61;00099;3027;285;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;1
23015161000993109;23;01;51;61;00099;3109;190;6;5;1;2;1;1; ; ; ;4;4; ;1; ; ;4;1
23015162000990319;23;01;51;62;00099;0319;,25;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;1
23015162000990409;23;01;51;62;00099;0409;,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1
23015162000990414;23;01;51;62;00099;0414;30;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;1
23015162000990543;23;01;51;62;00099;0543;,1;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;1
23015201069700001;23;01;52;01;06970;0001;10;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;26,4487756334966
23015201069700002;23;01;52;01;06970;0002;212,1;91;91; ;1;1; ;90;90; ; ; ; ;1; ; ;4;1,49719915508419
23015201070840001;23;01;52;01;07084;0001;3;3;3; ;2;2; ; ; ; ;1;1; ;1; ; ;4;73,3422011870874
23015201070840002;23;01;52;01;07084;0002;2;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;42,6269068118351
23015201070840003;23;01;52;01;07084;0003;8,51;7;7; ;4;4; ; ; ; ;3;3; ;1; ; ;4;33,2402793120364
23015201071120001;23;01;52;01;07112;0001;9;4;4; ;4;4; ; ; ; ; ; ; ;1; ; ;4;21,9884056107477
23015201071120002;23;01;52;01;07112;0002;3,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;6,14823738420875
23015201071120003;23;01;52;01;07112;0003;22;4;4; ;4;4; ; ; ; ; ; ; ;1; ; ;4;14,8472964783121
23015201071120004;23;01;52;01;07112;0004;4,5;8;7;1;3;2;1;3;3; ;2;2; ;1; ; ;4;8,34424019026375
23015201071120005;23;01;52;01;07112;0005;3;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;1,53385944969095
23015201074140001;23;01;52;01;07414;0001;7;3;3; ;2;2; ; ; ; ;1;1; ;1; ; ;4;44,5502404023503
23015201074140002;23;01;52;01;07414;0002;6;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;21,4629966083531
23015201074140003;23;01;52;01;07414;0003;8,5;3;3; ;1;1; ; ; ; ;2;2; ;1; ; ;4;10,1541328220577
23015201074140004;23;01;52;01;07414;0004;9,1;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;6,28650202156918
23015201076220001;23;01;52;01;07622;0001;450;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;0
23015201082940001;23;01;52;01;08294;0001;70;4;3;1;1; ;1;1;1; ;2;2; ;1; ; ;4;8,15025225773677
23015201082940002;23;01;52;01;08294;0002;2,25;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;12,2428484693308
23015201082950001;23;01;52;01;08295;0001;70;4;3;1;1; ;1;1;1; ;2;2; ;1; ; ;4;8,3564380347241
23015201086690001;23;01;52;01;08669;0001;,25;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;29,4721205891829
23015201086690002;23;01;52;01;08669;0002;5,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;20,5354492378949
23015201086690003;23;01;52;01;08669;0003;5,5;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;32,0434463581329
23015201086690004;23;01;52;01;08669;0004;6;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;37,2440449944251
23015201086690005;23;01;52;01;08669;0005;1,5;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;52,0318941371791
23015201090650001;23;01;52;01;09065;0001;3;4;3;1;2;1;1; ; ; ;2;2; ;1; ; ;4;7,66095288417961
23015201090650002;23;01;52;01;09065;0002;3;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;11,4374506837849
23015201090650003;23;01;52;01;09065;0003;3;4;4; ;2;2; ; ; ; ;2;2; ;1; ; ;4;10,4905360627021
23015201090650004;23;01;52;01;09065;0004;3;4;3;1;2;1;1; ; ; ;2;2; ;1; ; ;4;10,3111923694258
23015201090650005;23;01;52;01;09065;0005;3;4;4; ;2;2; ; ; ; ;2;2; ;1; ; ;4;8,34117332500191
23015201090650006;23;01;52;01;09065;0006;3;4;4; ;2;2; ; ; ; ;2;2; ;1; ; ;4;2,04674445019178
23015201090650007;23;01;52;01;09065;0007;12;4;3;1;3;2;1; ; ; ;1;1; ;1; ; ;4;1,36366669783573
23015201090650011;23;01;52;01;09065;0011;10;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;4,57394014147187
23015201090650012;23;01;52;01;09065;0012;10;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;29,5662624138678
23015201094100001;23;01;52;01;09410;0001;10;3;3; ;3;3; ; ; ; ; ; ; ;1; ; ;4;44,6897251043877
23015201094100002;23;01;52;01;09410;0002;5,5;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;25,0581790334893
23015202010740001;23;01;52;02;01074;0001;4,5;3;3; ;1;1; ; ; ; ;2;2; ;1; ; ;4;12,4554661485293
23015202010740002;23;01;52;02;01074;0002;11;4;4; ;1;1; ; ; ; ;3;3; ;1; ; ;4;7,977893561215
23015202010740003;23;01;52;02;01074;0003;57;4;4; ;1;1; ; ; ; ;3;3; ;1; ; ;4;1,80825137052762
23015202010740004;23;01;52;02;01074;0004;5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;5,37719519457062
23015202010740005;23;01;52;02;01074;0005;7;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;82,2244579698967
23015202010740006;23;01;52;02;01074;0006;28;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;20,7461967264944
23015202010740007;23;01;52;02;01074;0007;10;4;3;1;1; ;1; ; ; ;3;3; ;1; ; ;4;16,5965093300996
23015202012620001;23;01;52;02;01262;0001;3,4;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;14,8220763078142
23015202012620002;23;01;52;02;01262;0002;9;6;4;2;3;1;2; ; ; ;3;3; ;1; ; ;4;6,84904428205559
23015202012620003;23;01;52;02;01262;0003;11,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;38,5030872232348
23015202012620004;23;01;52;02;01262;0004;4;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;51,239213494732
23015202012620005;23;01;52;02;01262;0005;2;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;43,6991591497947
23015202012620006;23;01;52;02;01262;0006;,03;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;57,6350794644424
23015202012620007;23;01;52;02;01262;0007;8;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;37,3523622059354
23015202012620008;23;01;52;02;01262;0008;25;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;9,20216954746246
23015202012620009;23;01;52;02;01262;0009;26;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;9,52810089792647
23015202012640001;23;01;52;02;01264;0001;38,3;3;2;1;1; ;1; ; ; ;2;2; ;1; ; ;4;19,4531005674236
23015202012640002;23;01;52;02;01264;0002;10;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;36,0722456846078
23015202012640004;23;01;52;02;01264;0004;8;8;7;1;2;1;1; ; ; ;6;6; ;1; ; ;4;39,2888842097267
23015202012640005;23;01;52;02;01264;0005;3,33;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;12,6157957257467
23015202012640006;23;01;52;02;01264;0006;2;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;44,5264125045676
23015203001820001;23;01;52;03;00182;0001;8;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;26,0493515880469
23015203001820002;23;01;52;03;00182;0002;2,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;19,8310561454207
23015203001820003;23;01;52;03;00182;0003;9;5;2;3;3;1;2;2;1;1; ; ; ;1; ; ;4;25,9684366543379
23015203001820004;23;01;52;03;00182;0004;4,8;5;5; ;5;5; ; ; ; ; ; ; ;1; ; ;4;29,5883173072549
23015203001820005;23;01;52;03;00182;0005;2,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;4,60073555703172
23015203001820006;23;01;52;03;00182;0006;18,02;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;19,8511421157067
23015203001820007;23;01;52;03;00182;0007;3;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;32,6639018755867
23015203001820008;23;01;52;03;00182;0008;4;3;3; ;2;2; ;1;1; ; ; ; ;1; ; ;4;31,5039773693437
23015203001820009;23;01;52;03;00182;0009;12;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;28,4402646562099
23015203001820010;23;01;52;03;00182;0010;1;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;35,3822482899141
23015203001820011;23;01;52;03;00182;0011;17;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;26,287892247587
23015203001820013;23;01;52;03;00182;0013;11;2;1;1;1; ;1;1;1; ; ; ; ;1; ; ;4;30,434684722063
23015203001820014;23;01;52;03;00182;0014;25;6;6; ;3;3; ; ; ; ;3;3; ;1; ; ;4;29,2357926327155
23015203001820015;23;01;52;03;00182;0015;19;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;19,2622398200404
23015203001820016;23;01;52;03;00182;0016;35;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;16,4731337460731
23015261000992289;23;01;52;61;00099;2289;3700;16;16; ;1;1; ;15;15; ; ; ; ;1; ; ;4;1
23015261000992293;23;01;52;61;00099;2293;369,22;49;49; ;1;1; ;48;48; ; ; ; ;1; ; ;4;1
23015261000992330;23;01;52;61;00099;2330;252,52;15;15; ;1;1; ;14;14; ; ; ; ;1; ; ;4;1
23015261000992335;23;01;52;61;00099;2335;1100;6;6; ;1;1; ;5;5; ; ; ; ;1; ; ;4;1
23015261000992336;23;01;52;61;00099;2336;169,49;10;10; ;1;1; ; ; ; ;9;9; ;1; ; ;4;1
23015261000992390;23;01;52;61;00099;2390;450;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;1
23015261000992435;23;01;52;61;00099;2435;440;15;15; ;1;1; ;3;3; ;11;11; ;1; ; ;4;1
23015261000992595;23;01;52;61;00099;2595;350;4;3;1;1; ;1; ; ; ;3;3; ;1; ; ;4;1
23015261000992712;23;01;52;61;00099;2712;202;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;1
23015261000992748;23;01;52;61;00099;2748;420;10;10; ;1;1; ;4;4; ;5;5; ;1; ; ;4;1
23015261000992918;23;01;52;61;00099;2918;290;7;7; ;1;1; ;6;6; ; ; ; ;1; ; ;4;1
23015261000993035;23;01;52;61;00099;3035;160;5;5; ;1;1; ;1;1; ;3;3; ;1; ; ;4;1
23015261000993053;23;01;52;61;00099;3053;217;6;6; ;1;1; ;3;3; ;2;2; ;1; ; ;4;1
23015261000993067;23;01;52;61;00099;3067;420;7;7; ;1;1; ;4;4; ;2;2; ;1; ; ;4;1
23015261000993135;23;01;52;61;00099;3135;98;6;5;1;2;1;1;2;2; ;2;2; ;1; ; ;4;1
23015261000993165;23;01;52;61;00099;3165;120;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;1
23015261000993196;23;01;52;61;00099;3196;150;9;9; ;1;1; ;5;5; ;3;3; ;1; ; ;4;1
23015262000990470;23;01;52;62;00099;0470;14;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;1
23015264000991319;23;01;52;64;00099;1319;1,5;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;1
23015264000991448;23;01;52;64;00099;1448;4;3;3; ;1;1; ;2;2; ; ; ; ;1; ; ;4;1
23015264000991449;23;01;52;64;00099;1449;30;3;3; ;1;1; ; ; ; ;2;2; ;1; ; ;4;1
23015264000991457;23;01;52;64;00099;1457;7;5;5; ;1;1; ;4;4; ; ; ; ;1; ; ;4;1
23015264000991541;23;01;52;64;00099;1541;5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;1
23015264000991542;23;01;52;64;00099;1542;24;6;6; ;1;1; ;5;5; ; ; ; ;1; ; ;4;1
23015301090490001;23;01;53;01;09049;0001;30;4;4; ;1;1; ;1;1; ;2;2; ;1; ; ;4;3,07268108235075
23015301090490002;23;01;53;01;09049;0002;1;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;51,2934096228668
23015301090490003;23;01;53;01;09049;0003;10;5;5; ;1;1; ; ; ; ;4;4; ;1; ; ;4;29,6550125506352
