Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_tn;fact_exp_fin
03015001084830003;03;01;50;01;08483;0003;5,91;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;44,2991313443427
03015001084830004;03;01;50;01;08483;0004;4,02;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;40,7552229355047
03015101080570001;03;01;51;01;08057;0001;1,3;3;3; ;1;1; ; ; ; ;2;2; ;1; ; ;4;28,3492163387242
03015101080570002;03;01;51;01;08057;0002;11,58;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;23,7078529215785
03015101080570003;03;01;51;01;08057;0003;2,78;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;55,0636762204049
03015101080570004;03;01;51;01;08057;0004;2,53;4; ;4;4; ;4; ; ; ; ; ; ;1; ; ;4;21,5881476137915
03015101080570005;03;01;51;01;08057;0005;1,33;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;27,4581242710086
03015101080570006;03;01;51;01;08057;0006;,97;5;1;4;1;1; ; ; ; ;4; ;4;1; ; ;4;22,6071346356506
03015101080570007;03;01;51;01;08057;0007;1,11;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;8,26570432913969
03015101081230001;03;01;51;01;08123;0001;7,04;10; ;10;10; ;10; ; ; ; ; ; ;1; ; ;4;49,1832225748205
03015101081230002;03;01;51;01;08123;0002;1,82;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;47,9581093041886
03015101081230003;03;01;51;01;08123;0003;2,62;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;43,3801024614657
03015101081230004;03;01;51;01;08123;0004;1,12;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;39,795747249774
03015101081890002;03;01;51;01;08189;0002;1,97;4;3;1;3;2;1; ; ; ;1;1; ;1; ; ;4;23,086964542989
03015101081890003;03;01;51;01;08189;0003;1,65;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;49,6444498817817
03015101081890004;03;01;51;01;08189;0004;2,2;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;26,6804210829922
03015101083390001;03;01;51;01;08339;0001;2,1;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;61,6641861182339
03015101083390003;03;01;51;01;08339;0003;1,6;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;29,3543411766859
03015101083390005;03;01;51;01;08339;0005;,63;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;57,8524153741631
03015101083390006;03;01;51;01;08339;0006;,55;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;33,8159741972271
03015101083390007;03;01;51;01;08339;0007;,79;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;56,143065850311
03015301064110001;03;01;53;01;06411;0001;10,54;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;54,5407158496638
03015401085470001;03;01;54;01;08547;0001;6,93;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;57,1599802395606
03015401085470003;03;01;54;01;08547;0003;1,73;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;52,7541801248743
03015401088150001;03;01;54;01;08815;0001;,25;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;,958658531262143
03015401088150002;03;01;54;01;08815;0002;,12;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;54,8514028504523
03015401088150003;03;01;54;01;08815;0003;,2;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;59,1174169302394
03015401088150004;03;01;54;01;08815;0004;,45;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;35,8355178060772
03015401088150005;03;01;54;01;08815;0005;4;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;25,8348455689117
03015401088150006;03;01;54;01;08815;0006;1;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;68,8276414005909
03015401088150007;03;01;54;01;08815;0007;1;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;34,5642204593689
03015401088150011;03;01;54;01;08815;0011;1;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;28,543528083511
03015401088150012;03;01;54;01;08815;0012;,7;2;1;1;1;1; ;1; ;1; ; ; ;1; ; ;4;52,8358319846418
03015401088150014;03;01;54;01;08815;0014;3,82;2; ;2;1; ;1;1; ;1; ; ; ;1; ; ;4;29,4479514788379
03015401088150016;03;01;54;01;08815;0016;,28;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;67,4425730278708
03015401089250002;03;01;54;01;08925;0002;1,68;4;4; ;4;4; ; ; ; ; ; ; ;1; ; ;4;16,3845844715324
03015401089250003;03;01;54;01;08925;0003;2;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;29,3832776920093
03015401090230001;03;01;54;01;09023;0001;7,02;5;5; ;3;3; ; ; ; ;2;2; ;1; ; ;4;43,396611194066
03015401090230003;03;01;54;01;09023;0003;4,04;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;28,2149937119344
03015501083190001;03;01;55;01;08319;0001;7,06;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;65,8196538284393
03015501083190002;03;01;55;01;08319;0002;7,5;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;15,5835082592749
03015601058940001;03;01;56;01;05894;0001;6,01;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;12,1099315779036
03015601058940002;03;01;56;01;05894;0002;7;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;3,76704360107797
03015601058940003;03;01;56;01;05894;0003;8,51;4; ;4;4; ;4; ; ; ; ; ; ;1; ; ;4;56,916187277441
03015601062820001;03;01;56;01;06282;0001;35;4;4; ;1;1; ;3;3; ; ; ; ;1; ; ;4;16,9591547752837
03015601064960001;03;01;56;01;06496;0001;20,34;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;29,1824197214457
03015601065990001;03;01;56;01;06599;0001;2;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;23,3431991573072
03015601065990002;03;01;56;01;06599;0002;11;3;3; ;1;1; ;2;2; ; ; ; ;1; ; ;4;26,2080564913068
03015601065990003;03;01;56;01;06599;0003;1,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;27,3088519603756
03015601065990004;03;01;56;01;06599;0004;5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;17,3690618426074
03015601065990005;03;01;56;01;06599;0005;2,5;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;41,4232837944054
03015603004360001;03;01;56;03;00436;0001;200;8;3;5;1;1; ;7;2;5; ; ; ;1; ; ;4;36,3380913905242
03015701051640001;03;01;57;01;05164;0001;10;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;58,3616895601329
03015701051640002;03;01;57;01;05164;0002;15;2;2; ;1;1; ;1;1; ; ; ; ;1; ; ;4;,0410992408845318
03015701051640003;03;01;57;01;05164;0003;2;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;4,3873772076325
03015701051840001;03;01;57;01;05184;0001;46,42;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;8,93294081936535
03015701051990001;03;01;57;01;05199;0001;2,71;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;35,9146981097594
03015701051990002;03;01;57;01;05199;0002;1,82;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;58,6595769791177
03015701051990003;03;01;57;01;05199;0003;1,3;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;75,5950266463084
03015701051990004;03;01;57;01;05199;0004;2,16;11; ;11;1; ;1; ; ; ;10; ;10;1; ; ;4;56,0829600100438
03015701051990005;03;01;57;01;05199;0005;2,5;7;3;4;7;3;4; ; ; ; ; ; ;1; ; ;4;68,0273707572975
03015701053790001;03;01;57;01;05379;0001;20;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;18,3581511545696
03015701053790002;03;01;57;01;05379;0002;15;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;15,0938262695328
03015701053830002;03;01;57;01;05383;0002;1,2;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;36,2864168988893
03015701055870001;03;01;57;01;05587;0001;9,12;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;40,1637427721618
03015701055870002;03;01;57;01;05587;0002;8,9;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;23,8107362066323
03015701060940001;03;01;57;01;06094;0001;9,07;5;2;3;5;2;3; ; ; ; ; ; ;1; ; ;4;22,6145263876009
03015701060940003;03;01;57;01;06094;0003;3,22;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;42,3556925097744
03015704000270001;03;01;57;04;00027;0001;5674,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;,952149029639059
03015704000420001;03;01;57;04;00042;0001;450;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;11,1174517838577
03015704000420002;03;01;57;04;00042;0002;16;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;23,8424494024495
03015801088380001;03;01;58;01;08838;0001;8,02;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;34,3096692230564
03015801088380002;03;01;58;01;08838;0002;1,05;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;45,8912371279591
03015801088380003;03;01;58;01;08838;0003;4,81;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;54,4185652950224
03015801091020001;03;01;58;01;09102;0001;2,5;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;38,2838655584765
03015801091020002;03;01;58;01;09102;0002;1,9;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;37,0604621485944
03015801091020005;03;01;58;01;09102;0005;,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;36,6740757049848
03015801091020006;03;01;58;01;09102;0006;1,5;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;34,9572589639885
03015801091020007;03;01;58;01;09102;0007;,3;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;53,0509185009903
03015801091020009;03;01;58;01;09102;0009;3;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;44,0958746745927
03015801091020010;03;01;58;01;09102;0010;3,3;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;23,050841343712
03016001067830001;03;01;60;01;06783;0001;3,1;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;47,5441069526591
03016001067830002;03;01;60;01;06783;0002;5,35;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;45,2721135963707
03016001067830003;03;01;60;01;06783;0003;3,8;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;50,1970972660258
03016001068330001;03;01;60;01;06833;0001;1,42;5;4;1;1;1; ;1; ;1;3;3; ;1; ; ;4;12,4533464044093
03016001068330002;03;01;60;01;06833;0002;10;6;4;2;1;1; ; ; ; ;5;3;2;1; ; ;4;25,955286481144
03016001068330003;03;01;60;01;06833;0003;,53;4;2;2;2;1;1; ; ; ;2;1;1;1; ; ;4;64,7111119922391
03016001068330004;03;01;60;01;06833;0004;3,83;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;13,7976844590868
03016001068330005;03;01;60;01;06833;0005;3,8;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;23,9732359708275
03016001068330006;03;01;60;01;06833;0006;,88;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;53,8261284808061
03016001068330007;03;01;60;01;06833;0007;3,92;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;13,3295579695809
03016001068330008;03;01;60;01;06833;0008;1,03;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;35,5970453354035
03016001068400001;03;01;60;01;06840;0001;8,03;6;3;3;6;3;3; ; ; ; ; ; ;1; ; ;4;64,0924995782675
03016001069580001;03;01;60;01;06958;0001;1,25;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;18,0502027003423
03016001069580003;03;01;60;01;06958;0003;11;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;16,4274253318355
03016001069580004;03;01;60;01;06958;0004;1;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;60,3931384006827
03016001069580005;03;01;60;01;06958;0005;2,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;37,3739338766873
03016001069580006;03;01;60;01;06958;0006;1;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;45,0332194303428
03025001069100001;03;02;50;01;06910;0001;10;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;10,178961026476
03025001069100003;03;02;50;01;06910;0003;1,7;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;84,9389229646175
03025001069100004;03;02;50;01;06910;0004;5,05;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;29,6472829916112
03025001069100005;03;02;50;01;06910;0005;3;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;21,6539064160627
03025001069100006;03;02;50;01;06910;0006;1,05;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;33,5022923750266
03025001071950001;03;02;50;01;07195;0001;5,73;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;40,3733641869906
03025001071950002;03;02;50;01;07195;0002;8,96;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;31,8536076966154
03025001071950003;03;02;50;01;07195;0003;1,24;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;19,6235594538736
03025001072750001;03;02;50;01;07275;0001;8,53;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;53,4164373260159
03025001072750002;03;02;50;01;07275;0002;4;6;1;5;6;1;5; ; ; ; ; ; ;1; ; ;4;8,6843629966189
03025001078820004;03;02;50;01;07882;0004;2,05;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;69,60684041474
03025001078820005;03;02;50;01;07882;0005;,92;2;1;1;1; ;1; ; ; ;1;1; ;1; ; ;4;32,7721762009848
03025001078820006;03;02;50;01;07882;0006;,24;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;73,5944976283499
03025001078820007;03;02;50;01;07882;0007;,49;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;53,6786316196109
03025001078820008;03;02;50;01;07882;0008;,23;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;34,958985644549
03025001078820009;03;02;50;01;07882;0009;,35;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;50,9352825498661
03025001078820011;03;02;50;01;07882;0011;,13;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;79,2391949140814
03025001078820012;03;02;50;01;07882;0012;1,21;4;2;2;2; ;2; ; ; ;2;2; ;1; ; ;4;56,8703107359386
03025001078820013;03;02;50;01;07882;0013;,13;3;1;2;1; ;1; ; ; ;2;1;1;1; ; ;4;89,4754570707763
03025064000991142;03;02;50;64;00099;1142;,25;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1
03025101077260002;03;02;51;01;07726;0002;4,75;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;31,3256140514854
03025101077260003;03;02;51;01;07726;0003;2,85;5;2;3;5;2;3; ; ; ; ; ; ;1; ; ;4;45,2244289036688
03025101077280001;03;02;51;01;07728;0001;6,53;6;3;3;6;3;3; ; ; ; ; ; ;1; ; ;4;49,6108499287943
03025101078180001;03;02;51;01;07818;0001;13,97;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;10,668288396612
03025101078180002;03;02;51;01;07818;0002;7,37;10;5;5;2;1;1; ; ; ;8;4;4;1; ; ;4;50,9708375490047
03025101078180003;03;02;51;01;07818;0003;6;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;9,01883136572623
03025201075180001;03;02;52;01;07518;0001;7,8;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;44,1150930405171
03025201075180002;03;02;52;01;07518;0002;1,25;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;52,5852631323098
03025201075180003;03;02;52;01;07518;0003;3,65;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;37,6018315920008
03025201075180004;03;02;52;01;07518;0004;,61;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;45,5550438257809
03025401068880001;03;02;54;01;06888;0001;60;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;8,20550063525731
03025401068880002;03;02;54;01;06888;0002;11,9;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;7,10643779728345
03025401071860002;03;02;54;01;07186;0002;10;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;27,4867752994445
03025401071860003;03;02;54;01;07186;0003;1,03;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;29,1750660955556
03025401071860004;03;02;54;01;07186;0004;11,05;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;7,07787672762857
03025401071860005;03;02;54;01;07186;0005;2,6;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;32,4162409605751
03025401073010002;03;02;54;01;07301;0002;1,65;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;41,8405121267115
03025401073010003;03;02;54;01;07301;0003;2,45;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;42,4458601895649
03025401073010004;03;02;54;01;07301;0004;,81;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;32,6834407232276
03025401073010005;03;02;54;01;07301;0005;3,46;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;52,2288832240994
03025401073010006;03;02;54;01;07301;0006;,25;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;17,2976177349869
03025401073010007;03;02;54;01;07301;0007;,62;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;67,7527975630781
03025401074530003;03;02;54;01;07453;0003;,52;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;35,7278789069896
03025401074530004;03;02;54;01;07453;0004;,41;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;45,8528776515463
03025401074530005;03;02;54;01;07453;0005;,48;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;77,2067536174153
03025401074530006;03;02;54;01;07453;0006;,51;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;50,377438849444
03025401074530007;03;02;54;01;07453;0007;,81;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;64,2630203259719
03025401074530008;03;02;54;01;07453;0008;,81;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;68,7608765507521
03025401074530009;03;02;54;01;07453;0009;1,24;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;93,4064090654356
03025401074530010;03;02;54;01;07453;0010;1,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;15,3180300588035
03025401074530011;03;02;54;01;07453;0011;2,25;4;4; ;3;3; ; ; ; ;1;1; ;1; ; ;4;55,398623888733
03025401074530012;03;02;54;01;07453;0012;2,28;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;39,5335722880829
03025404000750001;03;02;54;04;00075;0001;20;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;20,8661281727329
03025404000750002;03;02;54;04;00075;0002;15;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;14,1495843435289
03025404000750003;03;02;54;04;00075;0003;27;8;4;4;4;2;2; ; ; ;4;2;2;1; ; ;4;31,5932725616005
03025404000750004;03;02;54;04;00075;0004;20;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;13,1461592969921
03025404000750005;03;02;54;04;00075;0005;14,1;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;6,49394220565773
03025404000750006;03;02;54;04;00075;0006;31;8;3;5;8;3;5; ; ; ; ; ; ;1; ; ;4;3,08299303086507
03025404000750007;03;02;54;04;00075;0007;20,01;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;6,99026579346548
03025404000750008;03;02;54;04;00075;0008;30;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;5,53646039602738
03025404000750009;03;02;54;04;00075;0009;10;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;12,8489184150005
03025404000750010;03;02;54;04;00075;0010;10;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;18,6413888895942
03035001036470001;03;03;50;01;03647;0001;6,51;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;76,3876880664339
03035001036470002;03;03;50;01;03647;0002;3,01;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;,381623098549963
03035001036470003;03;03;50;01;03647;0003;3,01;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;19,833622111143
03035001040950001;03;03;50;01;04095;0001;3,42;5;5; ;1;1; ; ; ; ;4;4; ;1; ; ;4;64,3654831874891
03035001043250001;03;03;50;01;04325;0001;3,22;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;75,2061982529225
03035001043250003;03;03;50;01;04325;0003;1,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;64,2228521664315
03035001043250005;03;03;50;01;04325;0005;1,63;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;27,4812835151099
03035001043250006;03;03;50;01;04325;0006;1,37;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;54,317592062183
03035001043250007;03;03;50;01;04325;0007;1,01;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;71,0846061778122
03035001043250008;03;03;50;01;04325;0008;1,01;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;18,8404032501448
03035001043670001;03;03;50;01;04367;0001;3,76;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;66,0057758720248
03035001043670002;03;03;50;01;04367;0002;3,5;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;34,33578381852
03035001043670003;03;03;50;01;04367;0003;3,82;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;58,9564022227604
03035001043850001;03;03;50;01;04385;0001;,35;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;15,802776696375
03035001043850002;03;03;50;01;04385;0002;,41;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;29,6428039215291
03035001043850003;03;03;50;01;04385;0003;,21;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;53,7366646545051
03035001043850004;03;03;50;01;04385;0004;1,54;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;77,4971559956801
03035001043850005;03;03;50;01;04385;0005;1,45;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;24,7964627781987
03035001043850006;03;03;50;01;04385;0006;1,01;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;32,5304557055825
03035001043850007;03;03;50;01;04385;0007;,21;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;54,1737909623951
03035001043850008;03;03;50;01;04385;0008;1,85;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;58,548662250967
03035001043850009;03;03;50;01;04385;0009;,56;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;14,5134637563139
03035001043850010;03;03;50;01;04385;0010;,87;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;71,566987633446
03035001043850011;03;03;50;01;04385;0011;,82;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;62,8453883394595
03035001043850012;03;03;50;01;04385;0012;,27;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;68,6091137029531
03035001043850013;03;03;50;01;04385;0013;1,5;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;59,6851081152202
03035001046430001;03;03;50;01;04643;0001;1;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;35,5209449286664
03035001046430002;03;03;50;01;04643;0002;1,5;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;57,7385026688142
03035001046430003;03;03;50;01;04643;0003;1,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;86,9980658871495
03035001047040001;03;03;50;01;04704;0001;7,01;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;42,2712832762445
03035101003280001;03;03;51;01;00328;0001;35;2;1;1;1; ;1;1;1; ; ; ; ;1; ; ;4;3,22785173775749
03035101009220002;03;03;51;01;00922;0002;9,85;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;41,4182757585442
03035101011300001;03;03;51;01;01130;0001;10,51;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;56,4767285570317
03035101012240002;03;03;51;01;01224;0002;5,4;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;27,6186799096242
03035101012240004;03;03;51;01;01224;0004;1,02;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;51,6952510802616
03035101016710001;03;03;51;01;01671;0001;2,36;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;55,9243752037159
03035101016710002;03;03;51;01;01671;0002;6;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;59,0357380619193
03035101016720001;03;03;51;01;01672;0001;6;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;3,48779465605117
03035101018440002;03;03;51;01;01844;0002;3,04;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;71,9364972195182
03035101018440003;03;03;51;01;01844;0003;1,36;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;73,6214761217185
03035101018440004;03;03;51;01;01844;0004;1,02;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;25,4411110173739
03035101018440005;03;03;51;01;01844;0005;2,14;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;26,2428826863674
03035101022200001;03;03;51;01;02220;0001;2,55;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;12,5795042027933
03035101022200002;03;03;51;01;02220;0002;4,02;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;37,9938031210042
03035101022200003;03;03;51;01;02220;0003;2,26;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;51,0083689175424
03035101022200004;03;03;51;01;02220;0004;5;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;10,9484336376992
03035101022200005;03;03;51;01;02220;0005;3,01;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;71,6669704597159
03035101023120001;03;03;51;01;02312;0001;1,12;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;47,7748476346624
03035101023120002;03;03;51;01;02312;0002;3,09;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;65,2623400972438
03035101023120003;03;03;51;01;02312;0003;1,03;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;13,5330675163654
03035101023120004;03;03;51;01;02312;0004;,53;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;59,8220928451575
03035101023120005;03;03;51;01;02312;0005;,92;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;13,6052698975918
03035101023120006;03;03;51;01;02312;0006;,16;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;41,7220885436145
03035101023120007;03;03;51;01;02312;0007;2,4;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;76,6688053591645
03035101023120008;03;03;51;01;02312;0008;1,29;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;64,2945335213959
