Identificador,Id,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin,repetido
9165002081990004,916500208199000401,9,16,50,2,8199,4,01,1,507,1,,1,1.0,11.0,19.0,3.0,4.23,4.23,4.23,4.23,,185.0,37.0,210.0,19.0,6.0,185.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,150.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,,,,3.0,1.0,1,4.23,4.23,11.0,1.0,507.0,,507.0,,2.0,,4.0,17.6590909090909,0.0,,,,,,,,4.23,,,,,17.6590909090909,,4.23,4.23,1,6.74321744322261,1
9165051000993322,916505100099332202,9,16,50,51,99,3322,02,2,507,1,,1,2.0,8.0,20.0,11.0,750.0,750.0,750.0,750.0,,37500.0,37.0,220.0,19.0,6.0,37500.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,750.0,100.0,,,,,,1,0,,,,,,,1,4500.0,2.0,4500.0,2.0,0.0,,,,1,0.0,,,1.0,750.0,5.0,2.0,,,,,,,,,,106.0,,1,750.0,750.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,3750.0,0.0,,,,,,,,,750.0,,,,3750.0,750.0,750.0,750.0,1,1.0,1
9165051000993324,916505100099332402,9,16,50,51,99,3324,02,1,507,1,,1,2.0,6.0,20.0,9.0,8.0,8.0,8.0,8.0,,400.0,37.0,220.0,19.0,6.0,400.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,8.0,100.0,,,,,,1,0,,,,,,,1,48.0,2.0,48.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,,,,,,,,,,,,1,8.0,8.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,40.0,0.0,,,,,,,,,8.0,,,,40.0,8.0,8.0,8.0,1,1.0,1
9165051000993332,916505100099333202,9,16,50,51,99,3332,02,2,507,1,,1,2.0,9.0,20.0,12.0,50.0,50.0,50.0,50.0,,2500.0,37.0,220.0,19.0,6.0,2500.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,50.0,100.0,,,,,,1,0,,,,,,,1,300.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,50.0,5.0,2.0,,,,,,,,,,43.0,,1,50.0,50.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,250.0,0.0,,,,,,,,,50.0,,,,250.0,50.0,50.0,50.0,1,1.0,1
9165051000993336,916505100099333602,9,16,50,51,99,3336,02,2,507,1,,1,2.0,7.0,20.0,10.0,141.0,141.0,141.0,141.0,,8460.0,37.0,220.0,19.0,6.0,8460.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,141.0,100.0,,,,,,1,0,,,,,,,1,1269.0,2.0,1269.0,2.0,,,,,1,0.0,,,1.0,141.0,5.0,3.0,,,,,,,,,,108.0,,1,141.0,141.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,846.0,0.0,,,,,,,,,141.0,,,,846.0,141.0,141.0,141.0,1,1.0,1
9165051000993400,916505100099340002,9,16,50,51,99,3400,02,2,507,1,,1,2.0,7.0,20.0,11.0,82.0,82.0,82.0,82.0,,4000.0,37.0,220.0,19.0,6.0,4000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,82.0,100.0,,,,,,1,0,,,,,,,1,492.0,2.0,492.0,2.0,,,,,1,0.0,,,1.0,82.0,5.0,2.0,,,,,,,,,,88.0,,1,82.0,82.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,400.0,0.0,,,,,,,,,82.0,,,,400.0,82.0,82.0,82.0,1,1.0,1
9165051000993401,916505100099340102,9,16,50,51,99,3401,02,2,507,1,,1,2.0,8.0,20.0,11.0,56.0,56.0,56.0,56.0,,3360.0,37.0,215.0,19.0,6.0,3360.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,56.0,100.0,,,,,,1,0,,,,,,,1,504.0,2.0,504.0,2.0,,,,,1,0.0,,,1.0,56.0,5.0,2.0,,,,,,,,,,34.0,0.0,1,56.0,56.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,328.36363636363603,0.0,,,,,,,,,56.0,,,,328.36363636363603,56.0,56.0,56.0,1,1.0,1
9165051000993408,916505100099340802,9,16,50,51,99,3408,02,2,507,1,,1,2.0,8.0,20.0,11.0,320.0,320.0,320.0,320.0,,16000.0,37.0,220.0,19.0,6.0,16000.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,320.0,100.0,,,,,,1,0,,,,,,,1,1920.0,2.0,1920.0,2.0,,,,,1,0.0,,,1.0,320.0,5.0,2.0,,,,,,,,,,,,1,320.0,320.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,1600.0,0.0,,,,,,,,,320.0,,,,1600.0,320.0,320.0,320.0,1,1.0,1
9165102079160001,916510207916000101,9,16,51,2,7916,1,01,1,507,1,,1,1.0,7.0,20.0,10.0,2.0,2.0,2.0,2.0,,90.0,37.0,200.0,19.0,6.0,90.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,1,,,,,8.0,1.0,1,400.0,2.0,400.0,2.0,,,,,1,0.0,,,1.0,,,,0.5,5.0,2.0,,,,,,,,,1,2.0,2.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,8.18181818181818,0.0,,,,,,,,2.0,,,,,8.18181818181818,2.0,2.0,2.0,1,71.29342794484059,1
9165102079160002,916510207916000202,9,16,51,2,7916,2,02,1,507,1,,1,1.0,9.0,20.0,12.0,5.99,4.2265,5.99,4.2265,,250.0,37.0,210.0,19.0,6.0,250.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,4.2265,100.0,,,,,,1,0,,,,,,,1,300.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,0.5,2.0,2.0,,,,,,,,,1,5.99,4.2265,9.0,1.0,507.0,,507.0,,2.0,,4.0,23.8636363636364,0.0,,,,,,,,4.2265,,,,,23.8636363636364,4.2265,4.2265,4.2265,1,52.83823106325721,1
9165102079160003,916510207916000302,9,16,51,2,7916,3,02,1,507,1,,1,1.0,9.0,20.0,12.0,1.99,1.4041,1.99,1.4041,,80.0,37.0,210.0,19.0,6.0,80.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,6,1,1.4041,100.0,,,,,,1,0,,,,,,,1,150.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,,,,,,,,,,,,1,1.99,1.4041,9.0,1.0,507.0,,507.0,,2.0,,4.0,7.63636363636364,0.0,,,,,,,,1.4041,,,,,7.63636363636364,1.4041,1.4041,1.4041,1,90.1860810967001,1
9165102079160004,916510207916000401,9,16,51,2,7916,4,01,1,507,1,,1,1.0,7.0,20.0,10.0,3.99,2.8153,3.99,2.8153,,130.0,37.0,215.0,19.0,6.0,130.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.8153,100.0,,,,,,1,0,,,,,,,1,,,1500.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,,,,,,,,,,,,1,3.99,2.8153,7.0,1.0,507.0,,507.0,,2.0,,4.0,12.7045454545455,0.0,,,,,,,,2.8153,,,,,12.7045454545455,2.8153,2.8153,2.8153,1,56.511912161339,1
9165102079160005,916510207916000501,9,16,51,2,7916,5,01,1,507,1,,1,1.0,8.0,20.0,12.0,3.0,2.1168,3.0,2.1168,,120.0,37.0,200.0,19.0,6.0,120.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.1168,100.0,,,,,,1,1,,,,,16.0,1.0,1,400.0,2.0,150.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,,,,,,,,,,,,1,3.0,2.1168,8.0,1.0,507.0,,507.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,2.1168,,,,,10.909090909090901,2.1168,2.1168,2.1168,1,47.7224316806861,1
9165102079160006,916510207916000601,9,16,51,2,7916,6,01,1,507,1,,1,1.0,7.0,20.0,11.0,15.23,15.23,15.23,15.23,,360.0,37.0,250.0,19.0,6.0,340.0,37.0,250.0,19.0,100.0,,20.0,,,,,,,,0,0,6,1,15.23,100.0,,,,,,1,0,,,,,,,1,,,1000.0,2.0,,,,,1,0.0,,,1.0,,,,2.0,2.0,2.0,3.0,5.0,4.0,,,,2.0,,1,15.23,15.23,7.0,1.0,507.0,,507.0,,2.0,,4.0,40.9090909090909,0.0,,,,,,,,15.23,,,,,38.63636363636361,15.23,15.23,15.23,1,62.01863350015,1
9165102080670001,916510208067000102,9,16,51,2,8067,1,02,1,507,1,,1,3.0,8.0,20.0,11.0,6.0,6.0,6.0,6.0,,300.0,37.0,220.0,19.0,6.0,300.0,37.0,220.0,19.0,,100.0,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,1800.0,2.0,,,1500.0,2.0,1,0.0,,,1.0,,,,3.0,5.0,3.0,,,,,,,2.0,,1,6.0,6.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,30.0,0.0,,,,,,,,,,6.0,,,30.0,6.0,6.0,6.0,1,0.0,1
9165102080900001,916510208090000102,9,16,51,2,8090,1,02,1,507,1,,1,2.0,8.0,20.0,12.0,6.0,6.0,6.0,6.0,,300.0,37.0,220.0,19.0,6.0,300.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,1800.0,2.0,,,1500.0,2.0,1,0.0,,,1.0,,,,3.0,5.0,3.0,,,,,,,2.0,,1,6.0,6.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,30.0,0.0,,,,,,,,,6.0,,,,30.0,6.0,6.0,6.0,1,0.0,1
9165151000993326,916515100099332601,9,16,51,51,99,3326,01,2,507,1,,0,3.0,6.0,20.0,11.0,299.99,299.99,299.99,299.99,,16500.0,37.0,210.0,19.0,6.0,16500.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,299.99,100.0,,,,,,1,0,,,,,,,1,135000.0,2.0,,,,,,,1,0.0,,,1.0,105.0,5.0,3.0,150.0,5.0,3.0,75.0,5.0,3.0,,,,40.0,,1,300.0,300.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,1575.0,0.0,,,,,,,,,,299.99,,,1575.0,299.99,299.99,299.99,1,1.0,1
9165151000993339,916515100099333901,9,16,51,51,99,3339,01,1,507,1,,1,1.0,6.0,20.0,9.0,35.41,35.41,35.41,35.41,,2200.0,37.0,215.0,19.0,1.0,2200.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,35.41,100.0,,,,,,1,0,,,,,,,1,4521.0,2.0,4521.0,2.0,4521.0,2.0,4521.0,2.0,1,1.0,36.0,5.0,1.0,18.0,5.0,3.0,18.0,5.0,3.0,11.0,5.0,3.0,,,,5.0,,1,35.41,35.41,6.0,1.0,507.0,,507.0,,2.0,,4.0,215.0,0.0,,,,,,,,35.41,,,,,215.0,35.41,35.41,35.41,1,1.0,1
9165151000993353,916515100099335301,9,16,51,51,99,3353,01,1,507,1,,1,3.0,2.0,20.0,7.0,350.0,350.0,350.0,350.0,,19250.0,37.0,205.0,19.0,6.0,19250.0,37.0,205.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,70000.0,2.0,,,70000.0,2.0,1,0.0,,,1.0,,,,175.0,5.0,3.0,175.0,5.0,3.0,,,,60.0,,1,350.0,350.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,1793.75,0.0,,,,,,,,,,350.0,,,1793.75,,350.0,350.0,1,1.0,1
9165151000993363,916515100099336301,9,16,51,51,99,3363,01,1,507,1,,1,2.0,3.0,20.0,8.0,60.0,60.0,60.0,60.0,,2400.0,37.0,215.0,19.0,6.0,2400.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,60.0,100.0,,,,,,1,0,,,,,,,1,22050.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,50.0,,1,60.0,60.0,3.0,1.0,507.0,,507.0,,2.0,,4.0,234.54545454545502,0.0,,,,,,,,,60.0,,,,234.54545454545502,60.0,60.0,,1,1.0,1
9165151000993370,916515100099337001,9,16,51,51,99,3370,01,2,507,1,,0,3.0,6.0,20.0,10.0,100.0,100.0,100.0,100.0,,4000.0,37.0,210.0,19.0,1.0,4000.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,100.0,100.0,,,,,,1,1,,,,,200.0,1.0,1,10000.0,2.0,10000.0,2.0,,,,,1,0.0,,,1.0,200.0,5.0,3.0,25.0,5.0,3.0,25.0,5.0,3.0,,,,4.0,,1,100.0,100.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,381.818181818182,0.0,,,,,,,,,,100.0,,,381.818181818182,100.0,100.0,100.0,1,1.0,1
9165151000993379,916515100099337901,9,16,51,51,99,3379,01,1,507,1,,0,2.0,4.0,20.0,9.0,31.0,31.0,31.0,31.0,,1300.0,37.0,200.0,19.0,1.0,1300.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,31.0,100.0,,,,,,1,0,,,,,,,1,6000.0,2.0,6000.0,2.0,,,,,1,0.0,,,1.0,10.0,5.0,3.0,10.0,5.0,3.0,15.0,5.0,3.0,,,,3.0,,1,30.0,30.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,118.181818181818,0.0,,,,,,,,,31.0,,,,118.181818181818,31.0,31.0,31.0,1,1.0,1
9165161000992896,916516100099289602,9,16,51,61,99,2896,02,1,507,1,,1,3.0,8.0,20.0,12.0,6.0,6.0,6.0,6.0,,300.0,37.0,220.0,19.0,6.0,300.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,6.0,100.0,,,,,,1,0,,,,,,,1,,,1650.0,2.0,,,1650.0,2.0,1,0.0,,,1.0,,,,3.0,5.0,3.0,,,,,,,2.0,,1,6.0,6.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,30.0,0.0,,,,,,,,,,6.0,,,30.0,6.0,6.0,6.0,1,1.0,1
9185002040150001,918500204015000101,9,18,50,2,4015,1,01,2,507,1,,1,2.0,8.0,20.0,12.0,2.49,2.49,2.49,2.49,,107.0,35.0,100.0,19.0,6.0,106.0,35.0,100.0,19.0,100.0,,1.0,,,,,,,,0,0,6,1,2.49,100.0,,,,,,1,0,,,,,,,1,8.0,3.0,,,,,,,1,0.0,,,1.0,6.0,5.0,1.0,,,,,,,,,,,,0,,,,,,,507.0,,2.0,,4.0,4.86363636363636,0.0,,,,,,,,,2.49,,,,4.81818181818182,2.49,2.49,2.49,1,60.075022313389,1
9185002040150002,918500204015000202,9,18,50,2,4015,2,02,1,507,1,,1,2.0,3.0,20.0,7.0,1.99,1.99,1.99,1.99,,102.0,35.0,100.0,19.0,6.0,98.0,35.0,100.0,19.0,100.0,,4.0,,,,,,,,0,0,6,1,1.99,100.0,,,,,,1,0,,,,,,,1,4.0,3.0,,,,,,,1,0.0,,,1.0,3.0,5.0,1.0,,,,,,,,,,10.0,,1,1.99,1.99,3.0,1.0,507.0,,507.0,,2.0,,4.0,4.63636363636364,0.0,,,,,,,,,1.99,,,,4.454545454545452,1.99,1.99,1.99,1,75.71733932683401,1
9185002040150003,918500204015000301,9,18,50,2,4015,3,01,2,507,1,,1,1.0,6.0,20.0,11.0,1.99,1.99,1.99,1.99,,55.0,38.0,200.0,19.0,2.0,55.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,1.99,100.0,,,,,,1,0,,,,,,,1,4.0,5.0,,,,,,,1,0.0,,,1.0,1.0,5.0,2.0,1.0,5.0,2.0,,,,,,,4.0,,1,1.99,1.99,6.0,1.0,507.0,,507.0,,2.0,,4.0,5.0,0.0,,,,,,,,1.99,,,,,5.0,1.99,1.99,1.99,1,45.0705072912337,1
9185002040150004,918500204015000401,9,18,50,2,4015,4,01,3,507,1,,1,1.0,9.0,20.0,12.0,1.99,1.99,1.99,1.99,,45.0,38.0,200.0,19.0,2.0,45.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,2,1,1.99,100.0,,,,,,1,0,,,,,,,1,4.0,5.0,,,,,,,1,0.0,,,1.0,1.0,5.0,1.0,1.0,5.0,2.0,,,,,,,3.0,,1,1.99,1.99,9.0,1.0,507.0,,507.0,,2.0,,4.0,4.09090909090909,0.0,,,,,,,,1.99,,,,,4.09090909090909,1.99,1.99,1.99,1,46.404322113881705,1
9185002040150005,918500204015000501,9,18,50,2,4015,5,01,2,507,1,,0,1.0,8.0,20.0,12.0,2.5,2.5,2.5,2.5,,35.0,38.0,210.0,19.0,6.0,35.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.5,100.0,,,,,,1,0,,,,,,,1,6.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,,,,2.0,3.0,1,2.5,2.5,8.0,1.0,507.0,,507.0,,2.0,,4.0,3.34090909090909,0.0,,,,,,,,2.5,,,,,3.34090909090909,2.5,2.5,2.5,1,41.761669331881706,1
9185002040150006,918500204015000601,9,18,50,2,4015,6,01,2,507,1,,1,2.0,7.0,20.0,11.0,2.49,2.49,2.49,2.49,,100.0,35.0,100.0,19.0,6.0,100.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,2.49,100.0,,,,,,1,0,,,,,,,1,12.0,3.0,,,,,,,1,0.0,,,1.0,4.0,5.0,1.0,,,,,,,,,,,,1,2.49,2.49,7.0,1.0,507.0,,507.0,,2.0,,4.0,4.5454545454545485,0.0,,,,,,,,,2.49,,,,4.5454545454545485,2.49,2.49,2.49,1,54.0281711198435,1
9185002040150007,918500204015000701,9,18,50,2,4015,7,01,2,507,1,,1,1.0,7.0,20.0,11.0,2.0,2.0,2.0,2.0,,85.0,38.0,200.0,19.0,6.0,85.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,6.0,5.0,,,,,,,1,0.0,,,1.0,1.0,5.0,2.0,1.0,5.0,2.0,,,,,,,3.0,,1,2.0,2.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,7.72727272727273,0.0,,,,,,,,2.0,,,,,7.72727272727273,2.0,2.0,2.0,1,70.0867359940779,1
9185002040150008,918500204015000801,9,18,50,2,4015,8,01,1,507,1,,0,2.0,5.0,20.0,9.0,1.76,1.76,1.76,1.76,,100.0,38.0,210.0,19.0,6.0,100.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.76,100.0,,,,,,1,0,,,,,,,1,6.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,2.0,5.0,4.0,1.0,5.0,1.0,,,,3.0,3.0,1,1.76,1.76,5.0,1.0,507.0,,507.0,,2.0,,4.0,9.54545454545455,0.0,,,,,,,,,1.76,,,,9.54545454545455,1.76,1.76,1.76,1,95.9601764041191,1
9185002040150009,918500204015000901,9,18,50,2,4015,9,01,2,507,1,,0,2.0,9.0,20.0,12.0,1.5,1.5,1.5,1.5,,45.0,38.0,210.0,19.0,6.0,45.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.5,100.0,,,,,,1,0,,,,,,,1,5.0,3.0,,,,,,,1,0.0,,,1.0,1.5,5.0,4.0,1.5,3.0,4.0,1.5,3.0,4.0,,,,3.0,3.0,1,1.5,1.5,9.0,1.0,507.0,,507.0,,2.0,,4.0,4.2954545454545485,0.0,,,,,,,,,1.5,,,,4.2954545454545485,1.5,1.5,1.5,1,104.170828332314,1
9185002040150010,918500204015001001,9,18,50,2,4015,10,01,2,507,1,,0,2.0,8.0,20.0,12.0,1.44,1.44,1.44,1.44,,65.0,38.0,210.0,19.0,6.0,65.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.44,100.0,,,,,,1,0,,,,,,,1,4.0,3.0,,,,,,,1,0.0,,,1.0,1.5,5.0,4.0,1.5,5.0,4.0,,,,,,,2.0,2.0,1,1.44,1.44,8.0,1.0,507.0,,507.0,,2.0,,4.0,6.204545454545452,0.0,,,,,,,,,1.44,,,,6.204545454545452,1.44,1.44,1.44,1,68.138739938592,1
9185002040150012,918500204015001201,9,18,50,2,4015,12,01,1,507,1,,0,1.0,4.0,20.0,8.0,1.0,1.0,1.0,1.0,,60.0,38.0,210.0,19.0,6.0,60.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.0,100.0,,,,,,1,1,,,,,3.0,1.0,1,3.0,3.0,,,,,,,1,0.0,,,1.0,2.0,5.0,4.0,1.0,5.0,2.0,1.0,5.0,2.0,,,,6.0,3.0,1,1.0,1.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,5.72727272727273,0.0,,,,,,,,1.0,,,,,5.72727272727273,1.0,1.0,1.0,1,97.2011567287079,1
9185002040150013,918500204015001301,9,18,50,2,4015,13,01,2,507,1,,0,1.0,8.0,20.0,12.0,13.97,13.97,13.97,13.97,,700.0,38.0,210.0,19.0,6.0,700.0,38.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,13.97,100.0,,,,,,1,0,,,,,,,1,56.0,3.0,,,,,,,1,0.0,,,1.0,14.0,5.0,4.0,14.0,5.0,4.0,14.0,5.0,4.0,,,,6.0,1.0,1,13.97,13.97,8.0,1.0,507.0,,507.0,,2.0,,4.0,66.8181818181818,0.0,,,,,,,,13.97,,,,,66.8181818181818,13.97,13.97,13.97,1,18.073174180454,1
9185002042740001,918500204274000101,9,18,50,2,4274,1,01,1,507,1,,1,3.0,8.0,20.0,12.0,4.0,4.0,4.0,4.0,,180.0,35.0,100.0,19.0,6.0,180.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,4.0,100.0,,,,,,1,0,,,,,,,1,,,16.0,3.0,,,,,1,0.0,,,1.0,10.0,5.0,1.0,,,,,,,,,,,,1,4.0,4.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,8.18181818181818,0.0,,,,,,,,,,4.0,,,8.18181818181818,4.0,4.0,4.0,1,23.1277902343088,1
9185002042740002,918500204274000203,9,18,50,2,4274,2,03,2,507,1,,1,2.0,8.0,20.0,12.0,3.47,3.47,3.47,3.47,,88.0,35.0,100.0,19.0,6.0,86.0,35.0,100.0,19.0,100.0,,2.0,,,,,,,,0,0,6,1,3.47,100.0,,,,,,1,0,,,,,,,1,22.0,3.0,,,,,,,1,0.0,,,1.0,12.0,5.0,1.0,,,,,,,,,,20.0,,1,3.47,3.47,8.0,1.0,507.0,,507.0,,2.0,,4.0,4.0,0.0,,,,,,,,,3.47,,,,3.90909090909091,3.47,3.47,3.47,1,79.0919412914796,1
9185002042740004,918500204274000401,9,18,50,2,4274,4,01,1,507,1,,1,2.0,8.0,20.0,11.0,47.0,47.0,47.0,47.0,,2115.0,35.0,100.0,19.0,6.0,2015.0,35.0,100.0,19.0,100.0,,100.0,,,,,,,,0,0,1,1,47.0,100.0,,,,,,1,0,,,,,,,1,40.0,3.0,,,,,,,1,0.0,,,1.0,38.0,5.0,1.0,,,,,,,,,,25.0,,1,47.0,47.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,96.1363636363636,0.0,,,,,,,,,47.0,,,,91.5909090909091,47.0,47.0,47.0,1,3.57603217131191,1
9185002042740005,918500204274000502,9,18,50,2,4274,5,02,2,507,1,,1,2.0,8.0,20.0,11.0,1.99,1.99,1.99,1.99,,42.0,35.0,100.0,19.0,6.0,42.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,1.99,100.0,,,,,,1,0,,,,,,,1,6.0,3.0,,,,,,,1,0.0,,,1.0,4.0,5.0,2.0,,,,,,,,,,6.0,,1,1.99,1.99,8.0,1.0,507.0,,507.0,,2.0,,4.0,1.90909090909091,0.0,,,,,,,,,1.99,,,,1.90909090909091,1.99,1.99,1.99,1,1.8973843202957,1
9185002042740006,918500204274000601,9,18,50,2,4274,6,01,1,507,1,,1,2.0,3.0,20.0,6.0,4.98,4.98,4.98,4.98,,350.0,35.0,100.0,19.0,6.0,350.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,6,1,4.98,100.0,,,,,,1,0,,,,,,,1,15.0,5.0,,,,,,,1,0.0,,,1.0,10.0,5.0,1.0,,,,,,,,,,20.0,,1,4.98,4.98,1.0,1.0,507.0,,507.0,,2.0,,4.0,15.909090909090901,0.0,,,,,,,,,4.98,,,,15.909090909090901,4.98,4.98,4.98,1,44.8404954938948,1
9185002042740007,918500204274000701,9,18,50,2,4274,7,01,1,507,1,,1,2.0,4.0,20.0,7.0,4.0,4.0,4.0,4.0,,180.0,35.0,100.0,19.0,6.0,170.0,35.0,100.0,19.0,100.0,,10.0,,,,,,,,0,0,6,1,4.0,100.0,,,,,,1,0,,,,,,,1,,,16.0,3.0,,,,,1,0.0,,,1.0,4.0,5.0,1.0,,,,,,,,,,18.0,1.0,1,4.0,4.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,8.18181818181818,0.0,,,,,,,,,4.0,,,,7.72727272727273,4.0,4.0,4.0,1,18.386523529929498,1
9185002042830001,918500204283000101,9,18,50,2,4283,1,01,2,507,1,,0,1.0,8.0,20.0,12.0,1.98,1.98,1.98,1.98,,70.0,38.0,200.0,19.0,6.0,70.0,38.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,1.98,100.0,,,,,,1,0,,,,,,,1,6.0,3.0,,,,,,,1,0.0,,,1.0,1.0,5.0,4.0,,,,,,,,,,2.0,1.0,1,1.98,1.98,8.0,1.0,507.0,,507.0,,2.0,,4.0,6.36363636363636,0.0,,,,,,,,1.98,,,,,6.36363636363636,1.98,1.98,1.98,1,25.460394268549,1
