Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_accesocomp;cg_accesointer;cg_superficie;cg_unidadmedida;grupo1;edad_rango
06026001121600003;06;02;60;01;12160;0003;1;1; ;1;63;1;1;2;2;2;3,7;1;4;4
06026001121600004;06;02;60;01;12160;0004;1;1; ;1;48;1;2;2;1;1;2;1;3;3
06026001121600005;06;02;60;01;12160;0005;1;1; ;1;70;1;7;1;2;2;2;1;3;4
06026001121600006;06;02;60;01;12160;0006;1;1; ;1;45;1;2;2;2;1;3;1;4;3
06026001121609999;06;02;60;01;12160;9999;1;1; ;1;99;6;7;2;2;2;,67;1;1;6
06026001121690001;06;02;60;01;12169;0001;2; ;5;2;66;1;7;1;2;2;10,77;1;6;4
06026001121690002;06;02;60;01;12169;0002;1;1; ;2;67;1;7;1;2;2;5,52;1;5;4
06026001121690003;06;02;60;01;12169;0003;1;1; ;1;76;1;7;1;2;2;2,76;1;3;4
06026001121690004;06;02;60;01;12169;0004;1;1; ;2;41;1;2;2;2;2;5,01;1;5;3
06026001121690005;06;02;60;01;12169;0005;2; ;3;1;84;1;7;1;2;2;2,01;1;3;5
06026001121699999;06;02;60;01;12169;9999;1;1; ;1;99;6;7;2;2;2;,3;1;1;6
06026001123620001;06;02;60;01;12362;0001;2; ;2;1;65;1;7;2;2;2;5,48;1;5;4
06026001123620002;06;02;60;01;12362;0002;2; ;2;1;60;1;5;2;2;2;7,04;1;5;3
06026001123620003;06;02;60;01;12362;0003;2; ;2;1;55;1;5;2;2;2;8,32;1;5;3
06026001123620004;06;02;60;01;12362;0004;2; ;5;1;65;1;5;2;2;2;5,71;1;5;4
06026001123620005;06;02;60;01;12362;0005;2; ;2;1;67;1;1;2;2;2;6,9;1;5;4
06026001123629999;06;02;60;01;12362;9999;1;1; ;1;99;6;7;2;2;2;,15;1;1;6
06026001124300001;06;02;60;01;12430;0001;2; ;1;1;62;1;7;2;2;2;2;1;3;4
06026001124300002;06;02;60;01;12430;0002;2; ;2;2;50;1;7;2;2;2;4;1;4;3
06026001124300003;06;02;60;01;12430;0003;2; ;2;1;72;1;7;2;2;2;2;1;3;4
06026001124300004;06;02;60;01;12430;0004;2; ;2;2;62;1;7;2;2;2;2;1;3;4
06026001124300005;06;02;60;01;12430;0005;2; ;1;1;76;1;7;1;2;2;2;1;3;4
06026001124300006;06;02;60;01;12430;0006;2; ;1;1;48;1;1;2;2;1;1;1;2;3
06026001124300007;06;02;60;01;12430;0007;2; ;2;1;47;4;1;1;2;1;1,5;1;2;3
06026001124300008;06;02;60;01;12430;0008;2; ;4;2;56;1;7;1;2;2;1,5;1;2;3
06026001124300009;06;02;60;01;12430;0009;2; ;4;2;75;1;7;2;2;2;1;1;2;4
06026001124300010;06;02;60;01;12430;0010;2; ;4;1;58;1;1;2;2;2;3;1;4;3
06026001124300011;06;02;60;01;12430;0011;2; ;1;1;67;1;7;2;2;2;1,5;1;2;4
06026001124400001;06;02;60;01;12440;0001;2; ;10;2;42;1;1;2;2;2;1;1;2;3
06026001124400002;06;02;60;01;12440;0002;2; ;1;1;60;4;7;1;2;2;6;1;5;3
06026001124400003;06;02;60;01;12440;0003;2; ;1;2;70;1;7;1;2;2;,35;1;1;4
06026001124400004;06;02;60;01;12440;0004;2; ;2;2;65;1;7;1;2;2;1;1;2;4
06026001124400005;06;02;60;01;12440;0005;2; ;2;1;54;1;1;1;2;2;,5;1;1;3
06026001124400006;06;02;60;01;12440;0006;2; ;2;2;36;1;1;2;2;1;1;1;2;2
06026001124400007;06;02;60;01;12440;0007;2; ;1;1;58;1;7;1;2;2;1;1;2;3
06026001124400008;06;02;60;01;12440;0008;2; ;2;1;73;1;7;1;2;2;1;1;2;4
06026001124400009;06;02;60;01;12440;0009;2; ;1;1;80;1;7;1;2;2;1;1;2;4
06026001124400010;06;02;60;01;12440;0010;2; ;2;2;59;1;7;1;2;2;1,5;1;2;3
06026001124409999;06;02;60;01;12440;9999;1;1; ;1;99;6;7;2;2;2;2,5;1;3;6
06026001125950001;06;02;60;01;12595;0001;2; ;2;1;60;1;7;2;2;2;,99;1;1;3
06026001125950002;06;02;60;01;12595;0002;1;1; ;1;48;1;1;2;2;2;2;1;3;3
06026001125950003;06;02;60;01;12595;0003;2; ;2;1;40;1;1;2;2;2;,81;1;1;2
06026001125950004;06;02;60;01;12595;0004;2; ;1;1;50;1;1;2;2;2;,63;1;1;3
06026001125950005;06;02;60;01;12595;0005;2; ;8;1;80;1;7;2;2;2;,45;1;1;4
06026001125950006;06;02;60;01;12595;0006;2; ;1;1;55;1;1;2;2;2;,66;1;1;3
06026001125950007;06;02;60;01;12595;0007;2; ;1;1;52;1;1;2;2;2;,74;1;1;3
06026001125950008;06;02;60;01;12595;0008;2; ;1;1;47;1;1;1;2;2;,6;1;1;3
06026001125950009;06;02;60;01;12595;0009;2; ;1;1;39;1;1;2;2;2;,5;1;1;2
06026001125950010;06;02;60;01;12595;0010;2; ;2;1;30;1;2;2;2;2;,5;1;1;2
06026001125950011;06;02;60;01;12595;0011;2; ;5;1;50;1;7;2;2;2;,45;1;1;3
06026001125950012;06;02;60;01;12595;0012;2; ;1;1;70;1;7;2;2;2;,64;1;1;4
06026001125950013;06;02;60;01;12595;0013;2; ;1;1;52;1;7;2;2;2;,85;1;1;3
06026001125950014;06;02;60;01;12595;0014;2; ;2;1;40;1;1;2;2;2;1;1;2;2
06026001125950015;06;02;60;01;12595;0015;2; ;1;2;27;1;1;2;2;2;,63;1;1;2
06026001125950016;06;02;60;01;12595;0016;2; ;1;1;56;1;1;2;2;2;1,17;1;2;3
06026001125950017;06;02;60;01;12595;0017;2; ;1;2;47;1;1;2;2;2;,79;1;1;3
06026001125950018;06;02;60;01;12595;0018;2; ;2;2;60;1;7;2;2;2;,74;1;1;3
06026001125950019;06;02;60;01;12595;0019;2; ;3;1;40;1;1;2;2;2;,85;1;1;2
06026001125950020;06;02;60;01;12595;0020;2; ;1;2;24;1;5;2;2;2;,07;1;1;2
06026001125950021;06;02;60;01;12595;0021;2; ;8;1;67;1;7;1;2;2;,38;1;1;4
06026001125950022;06;02;60;01;12595;0022;2; ;1;1;36;1;7;2;2;2;,21;1;1;2
06026001125950023;06;02;60;01;12595;0023;2; ;2;1;35;1;2;2;2;2;,18;1;1;2
06026001125950024;06;02;60;01;12595;0024;2; ;1;1;32;1;2;2;2;2;,53;1;1;2
06026001125950025;06;02;60;01;12595;0025;2; ;1;1;37;1;1;2;2;2;,42;1;1;2
06026001125950026;06;02;60;01;12595;0026;2; ;1;1;57;1;1;2;2;2;1,15;1;2;3
06026001125950027;06;02;60;01;12595;0027;2; ;1;2;63;1;7;2;2;2;1,04;1;2;4
06026001125950028;06;02;60;01;12595;0028;1;1; ;1;30;1;2;2;2;2;,27;1;1;2
06026001125950029;06;02;60;01;12595;0029;2; ;1;2;70;1;1;2;2;2;,66;1;1;4
06026001125950030;06;02;60;01;12595;0030;2; ;10;2;50;1;2;2;2;2;,75;1;1;3
06026001125950031;06;02;60;01;12595;0031;2; ;2;1;65;1;7;2;2;2;1,1;1;2;4
06026001125959999;06;02;60;01;12595;9999;1;1; ;1;99;6;7;2;2;2;,21;1;1;6
06026001126010001;06;02;60;01;12601;0001;2; ;2;2;60;4;1;2;2;2;,5;1;1;3
06026001126010002;06;02;60;01;12601;0002;1;1; ;2;48;4;1;1;2;2;1,61;1;2;3
06026001126010003;06;02;60;01;12601;0003;1;1; ;1;53;4;1;1;2;2;3,2;1;4;3
06026001126010004;06;02;60;01;12601;0004;1;1; ;1;81;4;7;2;2;2;1,22;1;2;5
06026001126010005;06;02;60;01;12601;0005;2; ;2;1;45;4;1;2;2;2;,03;1;1;3
06026001126010006;06;02;60;01;12601;0006;1;1; ;1;55;4;1;1;2;2;2,3;1;3;3
06026001126010007;06;02;60;01;12601;0007;1;1; ;1;52;4;1;1;2;2;2,01;1;3;3
06026001126010008;06;02;60;01;12601;0008;2; ;3;2;58;4;1;2;1;2;,2;1;1;3
06026001126010009;06;02;60;01;12601;0009;2; ;1;1;48;4;1;2;2;2;1,9;1;2;3
06026001126010010;06;02;60;01;12601;0010;2; ;1;2;52;4;1;2;2;2;1,2;1;2;3
06026001126010011;06;02;60;01;12601;0011;1;1; ;1;99;6;7;2;2;2;,28;1;1;6
06026001126010012;06;02;60;01;12601;0012;1;1; ;1;99;6;7;2;2;2;,79;1;1;6
06026001126010013;06;02;60;01;12601;0013;2; ;1;2;68;4;7;1;2;2;1,23;1;2;4
06026001126010014;06;02;60;01;12601;0014;2; ;1;2;61;4;1;2;2;2;,9;1;1;4
06026001126010015;06;02;60;01;12601;0015;2; ;1;1;56;4;1;2;2;2;,6;1;1;3
06026001126010016;06;02;60;01;12601;0016;2; ;1;1;60;4;1;2;2;1;,7;1;1;3
06026001126010017;06;02;60;01;12601;0017;2; ;1;1;42;4;1;2;2;2;,94;1;1;3
06026001126010018;06;02;60;01;12601;0018;2; ;1;1;56;4;1;2;2;2;,25;1;1;3
06026001126010019;06;02;60;01;12601;0019;1;1; ;1;99;6;7;2;2;2;1;1;2;6
06026001126010020;06;02;60;01;12601;0020;2; ;8;2;65;4;1;2;2;2;,14;1;1;4
06026001126010021;06;02;60;01;12601;0021;2; ;1;2;22;4;1;2;2;2;,7;1;1;2
06026001126019999;06;02;60;01;12601;9999;1;1; ;1;99;6;7;2;2;2;,47;1;1;6
06026001126190001;06;02;60;01;12619;0001;2; ;2;1;39;1;1;2;2;2;1;1;2;2
06026001126190002;06;02;60;01;12619;0002;2; ;2;2;56;1;7;2;2;2;1,25;1;2;3
06026001126190003;06;02;60;01;12619;0003;2; ;2;1;60;1;7;2;2;2;5;1;5;3
06026001126190004;06;02;60;01;12619;0004;2; ;2;1;77;1;7;1;2;2;5;1;5;4
06026001126190005;06;02;60;01;12619;0005;2; ;5;2;43;1;7;1;1;1;,86;1;1;3
06026001126190006;06;02;60;01;12619;0006;2; ;2;1;55;1;7;2;2;2;2,33;1;3;3
06026001126190007;06;02;60;01;12619;0007;2; ;2;1;65;1;7;2;2;2;1,42;1;2;4
06026001126190008;06;02;60;01;12619;0008;2; ;2;2;45;1;7;2;2;2;1,83;1;2;3
06026001126190009;06;02;60;01;12619;0009;2; ;2;1;66;1;7;1;2;2;2,37;1;3;4
06026001126190010;06;02;60;01;12619;0010;2; ;2;2;55;1;7;2;2;2;,23;1;1;3
06026001126190011;06;02;60;01;12619;0011;2; ;2;1;42;1;7;2;2;2;3,23;1;4;3
06026001126190012;06;02;60;01;12619;0012;2; ;2;2;56;1;7;2;2;2;1;1;2;3
06026001126190013;06;02;60;01;12619;0013;2; ;2;2;44;1;7;2;1;1;,25;1;1;3
06026001126190014;06;02;60;01;12619;0014;2; ;3;1;47;1;7;2;2;2;1,25;1;2;3
06026001126190015;06;02;60;01;12619;0015;2; ;2;1;60;1;7;2;2;2;8,81;1;5;3
06026001126190016;06;02;60;01;12619;0016;2; ;2;2;60;1;7;2;2;2;1,81;1;2;3
06026001126190017;06;02;60;01;12619;0017;2; ;2;1;40;1;2;2;1;1;1,81;1;2;2
06026001126190018;06;02;60;01;12619;0018;2; ;2;1;44;1;7;2;2;2;1,87;1;2;3
06026001126190019;06;02;60;01;12619;0019;2; ;2;1;60;1;7;2;2;2;2,51;1;3;3
06026001126190020;06;02;60;01;12619;0020;2; ;2;1;58;1;7;1;2;2;1,51;1;2;3
06026001126190021;06;02;60;01;12619;0021;2; ;2;1;55;1;7;1;2;2;1,5;1;2;3
06026001126190022;06;02;60;01;12619;0022;2; ;2;1;51;1;1;1;2;2;2;1;3;3
06026001126190023;06;02;60;01;12619;0023;2; ;2;1;56;1;7;1;2;2;3,5;1;4;3
06026001126199999;06;02;60;01;12619;9999;1;1; ;1;99;6;7;2;2;2;,09;1;1;6
06026001126280001;06;02;60;01;12628;0001;2; ;1;1;53;4;1;2;2;2;,6;1;1;3
06026001126280002;06;02;60;01;12628;0002;1;1; ;2;77;4;1;2;2;2;,45;1;1;4
06026001126280003;06;02;60;01;12628;0003;1;1; ;2;56;4;7;2;2;2;,1;1;1;3
06026001126280004;06;02;60;01;12628;0004;2; ;1;1;55;4;1;2;2;2;1,7;1;2;3
06026001126280005;06;02;60;01;12628;0005;2; ;1;2;53;4;7;1;1;1;1,56;1;2;3
06026001126280006;06;02;60;01;12628;0006;2; ;1;1;80;4;1;2;2;2;,6;1;1;4
06026001126280007;06;02;60;01;12628;0007;2; ;1;2;60;4;1;2;2;2;,2;1;1;3
06026001126280008;06;02;60;01;12628;0008;2; ;1;1;55;4;1;2;2;2;,4;1;1;3
06026001126280009;06;02;60;01;12628;0009;1;1; ;1;53;4;1;2;2;2;,79;1;1;3
06026001126280010;06;02;60;01;12628;0010;1;1; ;1;64;4;1;2;2;2;1,75;1;2;4
06026001126280011;06;02;60;01;12628;0011;2; ;1;1;60;4;1;2;2;2;,33;1;1;3
06026001126280012;06;02;60;01;12628;0012;2; ;2;2;63;4;7;2;2;2;1,12;1;2;4
06026001126280013;06;02;60;01;12628;0013;2; ;1;1;25;4;2;2;1;1;2,35;1;3;2
06026001126280014;06;02;60;01;12628;0014;2; ;1;1;25;4;2;2;2;2;,95;1;1;2
06026001126280015;06;02;60;01;12628;0015;2; ;1;2;86;4;1;2;2;2;1,15;1;2;5
06026001126280016;06;02;60;01;12628;0016;2; ;30;1;18;4;1;2;1;1;,7;1;1;1
06026001126289999;06;02;60;01;12628;9999;1;1; ;1;99;6;7;2;2;2;,28;1;1;6
06026001128170001;06;02;60;01;12817;0001;2; ;2;2;82;1;7;2;2;2;2,9;1;3;5
06026001128170002;06;02;60;01;12817;0002;2; ;2;1;70;1;7;2;2;2;1,05;1;2;4
06026001128170003;06;02;60;01;12817;0003;2; ;2;1;64;1;7;2;2;2;3,79;1;4;4
06026001128170004;06;02;60;01;12817;0004;2; ;2;1;42;1;1;2;2;2;1,06;1;2;3
06026001128170005;06;02;60;01;12817;0005;2; ;2;1;60;1;1;2;2;2;,78;1;1;3
06026001128170006;06;02;60;01;12817;0006;2; ;2;2;85;1;7;2;2;2;1,47;1;2;5
06026001128170007;06;02;60;01;12817;0007;2; ;2;1;50;1;1;2;2;2;1,93;1;2;3
06026001128170008;06;02;60;01;12817;0008;2; ;2;1;40;1;1;2;2;2;2;1;3;2
06026001128170009;06;02;60;01;12817;0009;2; ;2;1;56;1;1;2;2;2;,29;1;1;3
06026001128179999;06;02;60;01;12817;9999;1;1; ;1;99;6;7;2;2;2;,63;1;1;6
06026001129760001;06;02;60;01;12976;0001;2; ;20;1;43;1;7;2;2;1;,2;1;1;3
06026001129760002;06;02;60;01;12976;0002;2; ;20;1;48;1;7;1;2;1;,15;1;1;3
06026001129760003;06;02;60;01;12976;0003;2; ;20;1;56;1;7;2;2;2;1,41;1;2;3
06026001129760004;06;02;60;01;12976;0004;2; ;4;1;56;4;7;1;2;2;,15;1;1;3
06026001129760005;06;02;60;01;12976;0005;2; ;20;1;47;1;1;2;2;2;,19;1;1;3
06026001129760006;06;02;60;01;12976;0006;2; ;20;1;38;1;7;2;2;2;,07;1;1;2
06026001129760007;06;02;60;01;12976;0007;2; ;20;1;60;1;7;2;2;2;,07;1;1;3
06026001129760008;06;02;60;01;12976;0008;2; ;20;1;42;1;1;1;2;2;,39;1;1;3
06026001129760009;06;02;60;01;12976;0009;2; ;20;1;46;1;1;2;2;1;,27;1;1;3
06026001129760010;06;02;60;01;12976;0010;2; ;20;1;45;1;1;1;2;1;,43;1;1;3
06026001129760011;06;02;60;01;12976;0011;2; ;20;1;30;1;7;2;2;2;,16;1;1;2
06026001129760012;06;02;60;01;12976;0012;2; ;20;1;38;1;1;2;2;2;,35;1;1;2
06026001129760013;06;02;60;01;12976;0013;2; ;20;1;58;1;7;2;2;2;,15;1;1;3
06026001129760014;06;02;60;01;12976;0014;2; ;20;1;62;1;7;2;2;2;,25;1;1;4
06026001129760015;06;02;60;01;12976;0015;2; ;20;1;40;1;1;1;2;1;,35;1;1;2
06026001129760016;06;02;60;01;12976;0016;2; ;20;1;37;1;1;2;2;2;,25;1;1;2
06026001129760017;06;02;60;01;12976;0017;2; ;20;1;60;1;7;2;2;2;,35;1;1;3
06026001129760018;06;02;60;01;12976;0018;2; ;20;1;46;1;7;2;1;1;,55;1;1;3
06026001129760019;06;02;60;01;12976;0019;1;1; ;1;99;6;7;2;2;2;9,75;1;5;6
06026001129769999;06;02;60;01;12976;9999;1;1; ;1;99;6;7;2;2;2;,46;1;1;6
06026001132770001;06;02;60;01;13277;0001;2; ;1;1;60;1;7;2;2;2;3;1;4;3
06026001132770002;06;02;60;01;13277;0002;2; ;1;1;79;1;7;2;2;2;4;1;4;4
06026001132770003;06;02;60;01;13277;0003;2; ;1;1;44;1;7;2;2;2;1;1;2;3
06026001132770004;06;02;60;01;13277;0004;2; ;1;1;67;1;7;2;2;2;2;1;3;4
06026001132770005;06;02;60;01;13277;0005;2; ;1;1;58;1;7;2;2;2;8;1;5;3
06026001132770006;06;02;60;01;13277;0006;2; ;1;2;33;1;7;2;2;2;1;1;2;2
06026001132770007;06;02;60;01;13277;0007;2; ;1;1;58;1;7;2;2;2;3;1;4;3
06026001132770008;06;02;60;01;13277;0008;2; ;1;1;42;1;1;2;2;1;8;1;5;3
06026001132770009;06;02;60;01;13277;0009;2; ;1;1;60;1;7;2;2;2;13;1;6;3
06026001132779999;06;02;60;01;13277;9999;1;1; ;1;99;6;7;2;2;2;,42;1;1;6
06026003006377777;06;02;60;03;00637;7777;1;1; ;1;99;6;7;2;2;2;144;1;9;6
06035001046260001;06;03;50;01;04626;0001;1;1; ;2;56;1;7;2;2;2;,37;1;1;3
06035001046260002;06;03;50;01;04626;0002;2; ;3;1;59;1;7;2;2;2;,3;1;1;3
06035001046260003;06;03;50;01;04626;0003;2; ;1;1;99;1;7;2;2;2;,09;1;1;6
06035001046260004;06;03;50;01;04626;0004;1;1; ;1;35;1;7;2;2;2;,93;1;1;2
06035001046260005;06;03;50;01;04626;0005;2; ;1;2;63;1;7;2;2;2;1,54;1;2;4
06035001046260006;06;03;50;01;04626;0006;2; ;10;1;70;1;7;2;2;2;,2;1;1;4
06035001046260007;06;03;50;01;04626;0007;2; ;10;1;80;1;7;2;2;2;,61;1;1;4
06035001046260008;06;03;50;01;04626;0008;2; ;5;1;57;1;1;2;2;2;2,19;1;3;3
06035001046260009;06;03;50;01;04626;0009;1;1; ;2;80;1;1;2;2;2;1,25;1;2;4
06035001046260010;06;03;50;01;04626;0010;2; ;3;2;75;1;7;2;2;2;,77;1;1;4
06035001046260011;06;03;50;01;04626;0011;2; ;1;1;69;1;2;1;2;2;,51;1;1;4
06035001046260012;06;03;50;01;04626;0012;2; ;2;1;80;1;1;1;2;2;,21;1;1;4
06035001046260013;06;03;50;01;04626;0013;2; ;3;1;56;4;2;1;2;2;2;1;3;3
06035001046269999;06;03;50;01;04626;9999;1;1; ;1;99;6;7;2;2;2;,53;1;1;6
06035001048010001;06;03;50;01;04801;0001;2; ;1;2;60;1;7;2;2;2;,38;1;1;3
06035001048010002;06;03;50;01;04801;0002;2; ;1;1;40;1;1;1;1;1;,43;1;1;2
06035001048010003;06;03;50;01;04801;0003;2; ;1,5;1;77;1;1;1;2;2;1,3;1;2;4
06035001048010004;06;03;50;01;04801;0004;1;1; ;1;46;1;1;2;2;2;,29;1;1;3
06035001048010005;06;03;50;01;04801;0005;1;1; ;1;72;1;7;1;2;2;,37;1;1;4
06035001048010006;06;03;50;01;04801;0006;2; ;200;1;25;1;2;2;2;2;,05;1;1;2
06035001048010007;06;03;50;01;04801;0007;2; ;1;1;66;1;1;1;2;2;,2;1;1;4
06035001048010008;06;03;50;01;04801;0008;2; ;4;2;55;1;2;2;1;1;1,55;1;2;3
06035001048010009;06;03;50;01;04801;0009;1;1; ;1;99;6;7;2;2;2;,31;1;1;6
06035001048010010;06;03;50;01;04801;0010;1;1; ;2;29;1;1;2;2;1;,08;1;1;2
06035001048010011;06;03;50;01;04801;0011;2; ;3;1;35;1;2;2;2;2;,27;1;1;2
06035001048010012;06;03;50;01;04801;0012;1;1; ;1;39;1;1;2;2;2;,08;1;1;2
06035001048010013;06;03;50;01;04801;0013;1;1; ;2;31;1;1;2;1;1;,09;1;1;2
06035001048010014;06;03;50;01;04801;0014;2; ;4;1;48;1;1;2;2;2;,09;1;1;3
06035001048010015;06;03;50;01;04801;0015;2; ;5;1;46;1;1;2;2;2;,08;1;1;3
06035001048010016;06;03;50;01;04801;0016;1;1; ;1;41;1;1;2;2;2;,09;1;1;3
06035001048010017;06;03;50;01;04801;0017;1;1; ;2;67;1;7;2;2;2;,08;1;1;4
06035001048010018;06;03;50;01;04801;0018;1;1; ;1;45;1;1;1;2;2;,36;1;1;3
06035001048010019;06;03;50;01;04801;0019;1;1; ;1;52;1;1;1;2;2;,19;1;1;3
06035001048010020;06;03;50;01;04801;0020;2; ;1;1;45;1;1;1;2;2;,09;1;1;3
06035001048010021;06;03;50;01;04801;0021;1;1; ;1;46;1;1;1;1;2;1,32;1;2;3
06035001048010022;06;03;50;01;04801;0022;1;1; ;1;61;1;1;1;2;2;,11;1;1;4
06035001048010023;06;03;50;01;04801;0023;1;1; ;1;76;1;1;1;2;2;,73;1;1;4
06035001048010024;06;03;50;01;04801;0024;2; ;1;1;72;1;7;1;2;2;,26;1;1;4
06035001048010025;06;03;50;01;04801;0025;1;1; ;1;47;1;1;1;2;2;,26;1;1;3
06035001048010026;06;03;50;01;04801;0026;2; ;1;1;49;1;1;2;2;2;,31;1;1;3
06035001048010027;06;03;50;01;04801;0027;2; ;,1;1;46;1;1;1;2;2;,37;1;1;3
06035001048010028;06;03;50;01;04801;0028;2; ;1;1;40;1;1;1;2;1;,42;1;1;2
06035001048010029;06;03;50;01;04801;0029;2; ;1;1;42;1;1;1;2;2;,48;1;1;3
06035001048010030;06;03;50;01;04801;0030;1;1; ;1;63;1;1;2;2;2;,16;1;1;4
06035001048010031;06;03;50;01;04801;0031;2; ;5;2;70;1;7;2;2;2;,42;1;1;4
06035001048019999;06;03;50;01;04801;9999;1;1; ;1;99;6;7;2;2;2;,19;1;1;6
06035001050720001;06;03;50;01;05072;0001;1;1; ;1;66;4;6;2;2;2;2,21;1;3;4
06035001050720002;06;03;50;01;05072;0002;2; ;8;2;46;1;1;1;2;2;,73;1;1;3
06035001050720003;06;03;50;01;05072;0003;1;1; ;2;33;1;1;2;2;2;,31;1;1;2
06035001050720004;06;03;50;01;05072;0004;2; ;1;2;50;4;1;2;2;2;,71;1;1;3
06035001050720005;06;03;50;01;05072;0005;2; ;1;1;84;1;7;2;2;2;5,17;1;5;5
06035001050720006;06;03;50;01;05072;0006;2; ;2;2;63;1;1;2;2;2;,32;1;1;4
06035001050720007;06;03;50;01;05072;0007;2; ;4;1;75;1;7;1;2;2;1,08;1;2;4
06035001050720008;06;03;50;01;05072;0008;1;1; ;1;90;4;1;2;2;2;2,44;1;3;5
06035001050720009;06;03;50;01;05072;0009;1;1; ;2;57;1;1;2;2;2;,75;1;1;3
06035001050720010;06;03;50;01;05072;0010;2; ;211;1;99;6;7;2;2;2;1;1;2;6
06035001050720011;06;03;50;01;05072;0011;2; ;4;1;73;1;1;2;2;2;,68;1;1;4
06035001050720012;06;03;50;01;05072;0012;2; ;4;2;62;1;1;2;2;1;,4;1;1;4
06035001050720013;06;03;50;01;05072;0013;2; ;214;1;74;1;7;2;2;2;,65;1;1;4
06035001050720014;06;03;50;01;05072;0014;2; ;1;2;54;1;7;2;2;2;,35;1;1;3
06035001050729999;06;03;50;01;05072;9999;1;1; ;1;99;6;7;2;2;2;1,12;1;2;6
06035001050810001;06;03;50;01;05081;0001;2; ;7;1;76;4;1;2;2;2;,37;1;1;4
06035001050810002;06;03;50;01;05081;0002;2; ;15;1;62;1;7;2;2;2;,14;1;1;4
06035001050810003;06;03;50;01;05081;0003;2; ;6;1;70;4;1;2;2;2;,73;1;1;4
06035001050810004;06;03;50;01;05081;0004;2; ;10;1;66;4;1;1;2;2;1,04;1;2;4
06035001050810005;06;03;50;01;05081;0005;2; ;2;2;44;1;2;2;2;2;,2;1;1;3
06035001050810006;06;03;50;01;05081;0006;1;1; ;1;62;1;1;1;2;2;,43;1;1;4
06035001050810007;06;03;50;01;05081;0007;2; ;2;1;99;6;7;2;2;2;6,8;1;5;6
06035001050819999;06;03;50;01;05081;9999;1;1; ;1;99;6;7;2;2;2;,84;1;1;6
06035001050940001;06;03;50;01;05094;0001;2; ;1;1;90;4;1;2;2;2;2,29;1;3;5
06035001050940002;06;03;50;01;05094;0002;2; ;2;1;84;1;7;2;2;2;5,17;1;5;5
06035001050940003;06;03;50;01;05094;0003;2; ;6;1;75;1;7;1;2;2;1,08;1;2;4
06035001050940004;06;03;50;01;05094;0004;2; ;241;2;68;1;7;2;2;2;3,5;1;4;4
06035001050940005;06;03;50;01;05094;0005;2; ;213;1;70;1;7;2;2;2;,62;1;1;4
06035001050940006;06;03;50;01;05094;0006;2; ;222;1;53;1;7;2;2;2;,23;1;1;3
06035001050940007;06;03;50;01;05094;0007;2; ;246;1;56;1;7;2;2;2;,32;1;1;3
06035001051450001;06;03;50;01;05145;0001;1;1; ;2;74;1;7;2;2;2;1,94;1;2;4
06035001051450002;06;03;50;01;05145;0002;2; ;300;1;99;6;7;2;2;2;,21;1;1;6
06035001051450003;06;03;50;01;05145;0003;1;1; ;2;68;1;1;2;2;2;,55;1;1;4
06035001051450004;06;03;50;01;05145;0004;1;1; ;2;86;1;7;2;2;2;,44;1;1;5
06035001051450005;06;03;50;01;05145;0005;1;1; ;2;73;1;7;2;2;2;,34;1;1;4
06035001051450006;06;03;50;01;05145;0006;1;1; ;2;83;1;7;2;2;2;1,1;1;2;5
06035001051450007;06;03;50;01;05145;0007;2; ;1;2;43;1;1;2;2;2;,28;1;1;3
06035001051450008;06;03;50;01;05145;0008;1;1; ;2;78;1;7;2;2;2;,36;1;1;4
06035001051450009;06;03;50;01;05145;0009;2; ;3;1;73;1;7;2;2;2;,34;1;1;4
06035001051450010;06;03;50;01;05145;0010;2; ;1;1;81;1;7;2;2;2;,2;1;1;5
06035001051450011;06;03;50;01;05145;0011;1;1; ;1;80;6;7;2;2;2;,08;1;1;4
06035001051450012;06;03;50;01;05145;0012;1;1; ;2;85;1;7;2;2;2;,23;1;1;5
06035001051450013;06;03;50;01;05145;0013;1;1; ;1;99;6;7;2;2;2;,23;1;1;6
06035001051450014;06;03;50;01;05145;0014;1;1; ;1;77;1;7;2;2;2;,38;1;1;4
06035001051450015;06;03;50;01;05145;0015;1;1; ;1;53;1;1;2;2;2;,76;1;1;3
06035001051450016;06;03;50;01;05145;0016;2; ;1;2;50;1;1;2;2;2;,24;1;1;3
06035001051450017;06;03;50;01;05145;0017;1;1; ;1;71;1;1;2;2;2;,07;1;1;4
06035001051450018;06;03;50;01;05145;0018;1;1; ;1;80;1;7;2;2;2;,47;1;1;4
06035001051450019;06;03;50;01;05145;0019;2; ;1;2;77;1;7;2;2;2;,17;1;1;4
06035001051450020;06;03;50;01;05145;0020;1;1; ;2;83;1;7;2;2;2;,3;1;1;5
06035001051450021;06;03;50;01;05145;0021;2; ;400;1;99;1;7;2;2;2;,06;1;1;6
06035001051450022;06;03;50;01;05145;0022;2; ;20;2;99;1;7;2;2;2;,09;1;1;6
06035001051450023;06;03;50;01;05145;0023;1;1; ;1;47;1;1;2;2;2;,05;1;1;3
06035001051450024;06;03;50;01;05145;0024;2; ;22;2;71;1;1;2;2;2;,12;1;1;4
06035001051450025;06;03;50;01;05145;0025;2; ;5;1;99;1;7;2;2;2;,42;1;1;6
