Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_accesocomp;cg_accesointer;cg_superficie;cg_unidadmedida;grupo1;edad_rango
07105664000992176;07;10;56;64;00099;2176;2; ;20;1;59;4;2;2;1;1;,25;1;1;3
07105664000992177;07;10;56;64;00099;2177;2; ;12;1;46;4;2;2;2;1;2;1;3;3
07105664000994135;07;10;56;64;00099;4135;1;1; ;1;57;4;2;2;1;1;,2;1;1;3
07105664000994136;07;10;56;64;00099;4136;2; ;2;1;54;4;2;2;2;2;1;1;2;3
07105664000994137;07;10;56;64;00099;4137;1;1; ;1;70;4;1;2;2;2;,1;1;1;4
07105664000994138;07;10;56;64;00099;4138;2; ;39;1;54;4;1;2;2;2;1;1;2;3
07106262000990678;07;10;62;62;00099;0678;1;1; ;1;59;4;2;1;1;1;3;1;4;3
07106262000990679;07;10;62;62;00099;0679;1;1; ;1;56;4;1;1;2;1;,2;1;1;3
07106262000990683;07;10;62;62;00099;0683;2; ;15;1;57;4;1;2;1;1;1;1;2;3
07106262000990687;07;10;62;62;00099;0687;1;1; ;1;53;4;2;2;1;1;,5;1;1;3
07106262000990814;07;10;62;62;00099;0814;1;1; ;1;24;4;2;1;1;1;,5;1;1;2
07106262000990815;07;10;62;62;00099;0815;1;1; ;1;68;4;2;2;2;2;,7;1;1;4
07106464000990377;07;10;64;64;00099;0377;2; ;2;1;52;4;2;2;1;1;1;1;2;3
07106464000990417;07;10;64;64;00099;0417;2; ;20;1;40;4;3;2;1;1;25;1;7;2
07115301107760001;07;11;53;01;10776;0001;2; ;10;2;35;4;2;2;2;1;15;1;6;2
07115301107769999;07;11;53;01;10776;9999;1;1; ;1;99;6;7;2;2;2;,24;1;1;6
07125002015630001;07;12;50;02;01563;0001;2; ;99;1;99;4;3;2;1;1;200;1;10;6
07125002015630002;07;12;50;02;01563;0002;2; ;2;1;33;4;1;2;1;1;589,7;1;10;2
07125002015639999;07;12;50;02;01563;9999;1;1; ;1;99;6;7;2;2;2;,64;1;1;6
07125052000990264;07;12;50;52;00099;0264;2; ;25;1;74;4;3;2;1;1;185;1;9;4
07125059000990590;07;12;50;59;00099;0590;2; ;15;1;48;4;2;2;1;1;3,5;1;4;3
07125061000992446;07;12;50;61;00099;2446;2; ;50;1;75;4;2;2;1;1;572;1;10;4
07125064000992128;07;12;50;64;00099;2128;1;1; ;2;79;4;1;2;2;2;1000;1;10;4
07125064000992129;07;12;50;64;00099;2129;1;1; ;1;62;4;1;2;1;1;30;1;7;4
07125064000992130;07;12;50;64;00099;2130;2; ;2;1;35;4;7;2;2;2;1500;1;10;2
07125064000992131;07;12;50;64;00099;2131;2; ;5;2;67;4;1;2;2;2;16;1;6;4
07125102018350001;07;12;51;02;01835;0001;2; ;7;2;59;4;3;2;1;1;35;1;7;3
07125102018350002;07;12;51;02;01835;0002;2; ;27;1;65;4;3;2;1;1;76;1;8;4
07125102018350003;07;12;51;02;01835;0003;2; ;30;1;61;4;3;2;1;1;1500;1;10;4
07125102019400001;07;12;51;02;01940;0001;2; ;30;1;61;4;3;2;1;1;1500;1;10;4
07125154000994084;07;12;51;54;00099;4084;2; ;3;1;66;4;2;1;1;1;4;1;4;4
07125161000992339;07;12;51;61;00099;2339;2; ;30;1;60;4;3;2;2;2;1039;1;10;3
07125161000992406;07;12;51;61;00099;2406;2; ;40;1;51;4;3;2;1;1;486;1;10;3
07125161000992664;07;12;51;61;00099;2664;2; ;50;1;50;4;2;2;2;2;374;1;10;3
07125162000990472;07;12;51;62;00099;0472;1;1; ;1;44;4;2;2;1;1;3;1;4;3
07125164000990803;07;12;51;64;00099;0803;1;1; ;2;45;4;1;2;1;2;35;1;7;3
07125302020230001;07;12;53;02;02023;0001;1;1; ;1;93;4;7;2;2;2;2,5;1;3;5
07125302020230002;07;12;53;02;02023;0002;2; ;99;1;75;4;2;2;2;1;90;1;8;4
07125302020230003;07;12;53;02;02023;0003;1;1; ;1;60;4;7;2;2;2;1;1;2;3
07125302020230004;07;12;53;02;02023;0004;1;1; ;2;99;4;1;2;1;1;1;1;2;6
07125302020230005;07;12;53;02;02023;0005;2; ;99;2;43;4;2;2;1;1;1;1;2;3
07125302020239999;07;12;53;02;02023;9999;1;1; ;1;99;6;7;2;2;2;,11;1;1;6
07125304000430001;07;12;53;04;00043;0001;2; ;7;1;66;4;1;2;2;2;22;1;7;4
07125304000430002;07;12;53;04;00043;0002;2; ;4;1;59;4;4;2;2;1;40;1;7;3
07125304000430003;07;12;53;04;00043;0003;2; ;5;1;79;4;2;2;2;2;19;1;6;4
07125304000430004;07;12;53;04;00043;0004;2; ;30;1;59;4;2;2;1;1;170;1;9;3
07125304000430005;07;12;53;04;00043;0005;2; ;5;1;51;4;3;2;1;1;400;1;10;3
07125304000430006;07;12;53;04;00043;0006;2; ;3;1;51;4;1;2;1;1;12;1;6;3
07125304000430007;07;12;53;04;00043;0007;2; ;5;1;65;4;1;2;1;1;20;1;7;4
07125304000430008;07;12;53;04;00043;0008;2; ;3;1;79;4;7;2;2;2;10;1;6;4
07125304000430009;07;12;53;04;00043;0009;2; ;5;1;93;4;1;2;1;1;220;1;10;5
07125304000430010;07;12;53;04;00043;0010;2; ;10;2;57;4;2;2;2;2;15;1;6;3
07125304000430011;07;12;53;04;00043;0011;2; ;5;1;53;4;2;2;1;1;6;1;5;3
07125304000430012;07;12;53;04;00043;0012;2; ;6;1;59;4;2;2;1;1;700;1;10;3
07125304000439999;07;12;53;04;00043;9999;1;1; ;1;99;6;7;2;2;2;,2;1;1;6
07125361000992462;07;12;53;61;00099;2462;2; ;30;1;70;4;1;2;1;1;549;1;10;4
07125461000993247;07;12;54;61;00099;3247;1;1; ;1;74;4;2;2;2;2;150;1;9;4
07125501068710001;07;12;55;01;06871;0001;2; ;15;1;52;4;2;2;2;1;15;1;6;3
07125501072150001;07;12;55;01;07215;0001;1;1; ;1;46;4;3;2;2;2;30;1;7;3
07125501074570001;07;12;55;01;07457;0001;1;1; ;1;99;4;1;2;2;2;2;1;3;6
07125501074570002;07;12;55;01;07457;0002;1;1; ;1;74;4;1;2;2;1;40;1;7;4
07125562000990457;07;12;55;62;00099;0457;1;1; ;1;46;4;2;2;1;1;,5;1;1;3
07125564000992140;07;12;55;64;00099;2140;2; ;30;1;51;4;3;1;1;1;50;1;8;3
07125564000992141;07;12;55;64;00099;2141;1;1; ;2;34;4;2;2;2;2;1,1;1;2;2
07125564000992143;07;12;55;64;00099;2143;2; ;12;1;51;4;3;1;1;1;50;1;8;3
07125564000992144;07;12;55;64;00099;2144;2; ;30;1;51;4;3;2;1;1;50;1;8;3
07125564000992149;07;12;55;64;00099;2149;2; ;30;1;51;4;3;1;1;1;50;1;8;3
07125564000992151;07;12;55;64;00099;2151;2; ;12;1;51;4;3;1;1;1;50;1;8;3
07125564000992153;07;12;55;64;00099;2153;2; ;1;1;32;4;2;2;1;1;,5;1;1;2
07125602014180001;07;12;56;02;01418;0001;2; ;,7;2;99;6;7;2;2;2;517;1;10;6
07125602014189999;07;12;56;02;01418;9999;1;1; ;1;99;6;7;2;2;2;,55;1;1;6
07125602014780001;07;12;56;02;01478;0001;2; ;20;1;99;4;7;2;2;2;82,75;1;8;6
07125602014789999;07;12;56;02;01478;9999;1;1; ;1;99;6;7;2;2;2;,4;1;1;6
07125662000990544;07;12;56;62;00099;0544;2; ;1;1;99;4;7;2;2;2;,01;1;1;6
07125701054150001;07;12;57;01;05415;0001;1;1; ;1;80;4;2;2;2;2;50;1;8;4
07125701054150002;07;12;57;01;05415;0002;1;1; ;1;99;6;7;2;2;2;300;1;10;6
07125701055730001;07;12;57;01;05573;0001;1;1; ;1;53;4;2;2;2;2;26;1;7;3
07125701055730002;07;12;57;01;05573;0002;1;1; ;1;19;4;2;2;2;2;30;1;7;1
07125701055739999;07;12;57;01;05573;9999;1;1; ;1;99;6;7;2;2;2;1,5;1;2;6
07125761000992373;07;12;57;61;00099;2373;2; ;5;1;53;4;3;2;1;1;500;1;10;3
07125761000992847;07;12;57;61;00099;2847;2; ;50;1;74;4;2;2;1;1;250;1;10;4
07125762000990342;07;12;57;62;00099;0342;1;1; ;2;47;4;3;2;1;1;4;1;4;3
07125764000992134;07;12;57;64;00099;2134;1;1; ;2;61;4;2;1;2;2;204;1;10;4
07125764000992136;07;12;57;64;00099;2136;2; ;4;2;49;4;1;2;2;2;100;1;9;3
07125764000992137;07;12;57;64;00099;2137;1;1; ;1;31;4;3;1;2;2;300;1;10;2
07125764000992139;07;12;57;64;00099;2139;1;1; ;1;68;4;1;1;2;2;400;1;10;4
07135001095080001;07;13;50;01;09508;0001;1;1; ;1;45;4;2;2;2;2;,7;1;1;3
07135001095080002;07;13;50;01;09508;0002;1;1; ;1;50;4;2;2;1;1;2,2;1;3;3
07135001095080003;07;13;50;01;09508;0003;1;1; ;1;99;6;7;2;2;2;1,8;1;2;6
07135001095080004;07;13;50;01;09508;0004;1;1; ;1;47;4;2;2;1;1;3,5;1;4;3
07135001095080005;07;13;50;01;09508;0005;2; ;5;1;43;4;2;2;1;1;5;1;5;3
07135001095080006;07;13;50;01;09508;0006;1;1; ;1;47;4;2;2;1;1;2,7;1;3;3
07135001095089999;07;13;50;01;09508;9999;1;1; ;1;99;6;7;2;2;2;,9;1;1;6
07135101004920001;07;13;51;01;00492;0001;1;1; ;2;56;4;3;2;1;1;3,5;1;4;3
07135101004920002;07;13;51;01;00492;0002;2; ;18;1;64;4;7;1;2;1;4;1;4;4
07135101004920003;07;13;51;01;00492;0003;1;1; ;1;38;4;2;2;2;1;,12;1;1;2
07135101004920004;07;13;51;01;00492;0004;1;1; ;1;64;4;1;1;2;2;4,1;1;4;4
07135101004920005;07;13;51;01;00492;0005;1;1; ;2;70;4;7;1;2;2;2,95;1;3;4
07135101004929999;07;13;51;01;00492;9999;1;1; ;1;99;6;7;2;2;2;1,2;1;2;6
07135101005280001;07;13;51;01;00528;0001;1;1; ;2;80;4;1;1;2;2;30;1;7;4
07135101005289999;07;13;51;01;00528;9999;1;1; ;1;99;6;7;2;2;2;,05;1;1;6
07135101005620001;07;13;51;01;00562;0001;2; ;10;1;47;4;1;2;2;2;11,5;1;6;3
07135101007700001;07;13;51;01;00770;0001;1;1; ;1;61;4;7;2;2;2;5;1;5;4
07135101007700002;07;13;51;01;00770;0002;1;1; ;1;76;4;1;1;2;2;2,01;1;3;4
07135101007700003;07;13;51;01;00770;0003;2; ;99;2;34;4;2;2;2;2;2;1;3;2
07135101007700004;07;13;51;01;00770;0004;1;1; ;1;32;4;2;2;2;2;4;1;4;2
07135101008370001;07;13;51;01;00837;0001;2; ;1;1;44;4;1;2;2;1;3,75;1;4;3
07135101008370002;07;13;51;01;00837;0002;2; ;1;1;56;4;1;2;2;2;8;1;5;3
07135101008590001;07;13;51;01;00859;0001;1;1; ;1;74;4;1;2;2;2;2;1;3;4
07135101008590002;07;13;51;01;00859;0002;1;1; ;1;74;4;1;1;2;2;2;1;3;4
07135101008590003;07;13;51;01;00859;0003;1;1; ;1;40;4;2;2;2;2;60;1;8;2
07135101008599999;07;13;51;01;00859;9999;1;1; ;1;99;6;7;2;2;2;,05;1;1;6
07135101009800001;07;13;51;01;00980;0001;1;1; ;1;87;4;1;2;2;2;14,53;1;6;5
07135101010210001;07;13;51;01;01021;0001;2; ;1,5;1;81;4;1;2;2;2;30,1;1;7;5
07135101011280001;07;13;51;01;01128;0001;2; ;4;1;35;4;1;2;2;2;3;1;4;2
07135101011280002;07;13;51;01;01128;0002;2; ;4;1;47;4;1;2;2;2;6;1;5;3
07135101011280003;07;13;51;01;01128;0003;2; ;7;1;62;4;1;2;2;2;5;1;5;4
07135101011280004;07;13;51;01;01128;0004;2; ;2;1;52;4;1;2;2;2;6;1;5;3
07135101011430001;07;13;51;01;01143;0001;2; ;20;1;49;4;1;2;2;2;12;1;6;3
07135101014410001;07;13;51;01;01441;0001;2; ;20;1;32;4;1;2;2;2;2;1;3;2
07135101014410002;07;13;51;01;01441;0002;2; ;15;1;67;4;1;2;2;2;2;1;3;4
07135101014410003;07;13;51;01;01441;0003;2; ;20;1;67;4;1;2;1;1;9;1;5;4
07135101014410004;07;13;51;01;01441;0004;2; ;20;1;64;4;1;2;2;2;4;1;4;4
07135101016040001;07;13;51;01;01604;0001;2; ;2;1;31;4;2;2;2;2;8;1;5;2
07135101016040002;07;13;51;01;01604;0002;2; ;1;1;56;4;1;2;2;2;2,05;1;3;3
07135101016040003;07;13;51;01;01604;0003;2; ;1;1;70;4;1;1;2;2;6,2;1;5;4
07135301017530001;07;13;53;01;01753;0001;2; ;2;1;80;4;2;2;1;1;6;1;5;4
07135301017530002;07;13;53;01;01753;0002;2; ;4;1;33;4;2;2;2;2;10;1;6;2
07135301017539999;07;13;53;01;01753;9999;1;1; ;1;99;6;7;2;2;2;,35;1;1;6
07135301017780001;07;13;53;01;01778;0001;2; ;2;2;62;4;1;2;2;1;27,6;1;7;4
07135301019090001;07;13;53;01;01909;0001;2; ;40;1;90;4;7;1;2;2;21;1;7;5
07135301021600001;07;13;53;01;02160;0001;1;1; ;1;72;4;1;2;2;2;10,02;1;6;4
07135301021600002;07;13;53;01;02160;0002;2; ;15;2;68;4;1;2;2;1;10;1;6;4
07135301021609999;07;13;53;01;02160;9999;1;1; ;1;99;6;7;2;2;2;,25;1;1;6
07135301025890001;07;13;53;01;02589;0001;2; ;6;2;67;4;7;2;2;2;17;1;6;4
07135301026080001;07;13;53;01;02608;0001;2; ;1;1;41;4;2;2;2;1;50;1;8;3
07135301026090001;07;13;53;01;02609;0001;2; ;30;2;41;4;2;2;2;2;50;1;8;3
07135301026090002;07;13;53;01;02609;0002;2; ;4;1;72;4;2;2;2;2;18;1;6;4
07135301030980001;07;13;53;01;03098;0001;2; ;4;1;33;4;2;2;2;1;18,15;1;6;2
07135301032450001;07;13;53;01;03245;0001;2; ;1;2;47;4;7;2;2;2;3,48;1;4;3
07135301032450002;07;13;53;01;03245;0002;1;1; ;1;37;4;1;2;2;2;5,4;1;5;2
07135301032450003;07;13;53;01;03245;0003;1;1; ;1;65;4;7;1;2;2;5,16;1;5;4
07135301032450004;07;13;53;01;03245;0004;2; ;,5;2;61;4;7;2;2;2;3,68;1;4;4
07135301032459999;07;13;53;01;03245;9999;1;1; ;1;99;6;7;2;2;2;,02;1;1;6
07135301034440001;07;13;53;01;03444;0001;1;1; ;1;64;5;7;1;2;2;7,9;1;5;4
07135301034440002;07;13;53;01;03444;0002;2; ;5;1;62;4;1;2;2;2;11,28;1;6;4
07135301034440003;07;13;53;01;03444;0003;2; ;1;1;46;4;1;2;2;2;5,55;1;5;3
07135301034449999;07;13;53;01;03444;9999;1;1; ;1;99;6;7;2;2;2;,01;1;1;6
07135301035730001;07;13;53;01;03573;0001;2; ;5;2;46;4;2;2;2;2;3;1;4;3
07135301035730002;07;13;53;01;03573;0002;2; ;3;1;48;4;1;2;1;1;15,55;1;6;3
07135301036570001;07;13;53;01;03657;0001;2; ;6;1;78;4;1;1;2;1;16,95;1;6;4
07135301036570002;07;13;53;01;03657;0002;2; ;10;1;70;4;1;1;2;2;4,6;1;4;4
07135301036570003;07;13;53;01;03657;0003;2; ;1;2;55;4;7;2;2;2;5,5;1;5;3
07135301040140001;07;13;53;01;04014;0001;2; ;2;1;56;4;1;2;2;1;34,75;1;7;3
07135301040140002;07;13;53;01;04014;0002;2; ;5;1;53;4;1;1;2;2;10,5;1;6;3
07135301040140003;07;13;53;01;04014;0003;2; ;2;1;74;4;1;2;2;2;23,05;1;7;4
07135301040140004;07;13;53;01;04014;0004;2; ;3;1;73;4;1;1;2;2;5,5;1;5;4
07135301041830001;07;13;53;01;04183;0001;2; ;3;1;86;4;7;1;2;2;7,5;1;5;5
07135301041830002;07;13;53;01;04183;0002;2; ;1;1;69;4;1;1;2;2;4,9;1;4;4
07135301041830003;07;13;53;01;04183;0003;2; ;8;2;42;4;1;2;2;1;5;1;5;3
07135301042180001;07;13;53;01;04218;0001;2; ;4;2;70;4;1;1;2;2;2;1;3;4
07135301042180002;07;13;53;01;04218;0002;2; ;3;1;50;4;2;2;2;2;4,1;1;4;3
07135301042180003;07;13;53;01;04218;0003;2; ;5;1;55;4;1;2;1;1;1,3;1;2;3
07135301042180004;07;13;53;01;04218;0004;2; ;3;2;53;4;1;1;2;1;1,25;1;2;3
07135301042180005;07;13;53;01;04218;0005;2; ;1;1;60;4;7;1;2;2;2;1;3;3
07135301042180006;07;13;53;01;04218;0006;2; ;4;1;75;4;7;1;1;2;2;1;3;4
07135301042180007;07;13;53;01;04218;0007;2; ;6;1;46;4;1;2;2;2;2;1;3;3
07135301042180008;07;13;53;01;04218;0008;2; ;3;1;69;4;1;1;2;2;4,9;1;4;4
07135301042180009;07;13;53;01;04218;0009;2; ;4,5;2;49;4;1;2;2;2;1,47;1;2;3
07135301043730001;07;13;53;01;04373;0001;1;1; ;1;73;4;7;2;2;2;10;1;6;4
07135301043730002;07;13;53;01;04373;0002;2; ;5;2;85;4;7;2;2;2;7,5;1;5;5
07135301044960001;07;13;53;01;04496;0001;1;1; ;1;88;4;7;2;2;2;4,25;1;4;5
07135301044960002;07;13;53;01;04496;0002;1;1; ;1;63;4;7;2;2;2;2,95;1;3;4
07135301044960003;07;13;53;01;04496;0003;2; ;,5;1;69;4;1;1;2;2;14,4;1;6;4
07135301044969999;07;13;53;01;04496;9999;1;1; ;1;99;6;7;2;2;2;,01;1;1;6
07135301051010001;07;13;53;01;05101;0001;2; ;10;2;31;4;2;2;2;2;19,02;1;6;2
07135301051010002;07;13;53;01;05101;0002;2; ;5;1;67;4;1;2;2;2;9,3;1;5;4
07135303002070001;07;13;53;03;00207;0001;2; ;3;1;74;4;1;2;2;2;38,05;1;7;4
07135303002070002;07;13;53;03;00207;0002;2; ;2;1;56;4;1;2;2;1;60,05;1;8;3
07135303002070003;07;13;53;03;00207;0003;2; ;5;1;72;4;1;1;2;2;21;1;7;4
07135303002070004;07;13;53;03;00207;0004;1;1; ;1;54;4;1;1;2;1;42,05;1;7;3
07135303002070005;07;13;53;03;00207;0005;2; ;3;1;31;4;1;2;2;2;53,4;1;8;2
07135303002070006;07;13;53;03;00207;0006;1;1; ;1;63;4;7;2;2;2;25;1;7;4
07135303002440001;07;13;53;03;00244;0001;2; ;10;2;70;4;7;2;2;2;43,26;1;7;4
07135303002440002;07;13;53;03;00244;0002;2; ;8;1;78;4;1;1;2;2;25,46;1;7;4
07135303002440003;07;13;53;03;00244;0003;2; ;10;1;50;4;1;2;2;2;37,1;1;7;3
07135303002440004;07;13;53;03;00244;0004;2; ;3;1;52;4;2;2;1;1;22,64;1;7;3
07135303002440005;07;13;53;03;00244;0005;2; ;5;1;56;4;1;1;2;1;8;1;5;3
07135303002440006;07;13;53;03;00244;0006;2; ;4;1;65;4;1;2;2;2;6;1;5;4
07135303002440007;07;13;53;03;00244;0007;2; ;10;2;56;4;1;2;2;1;34,3;1;7;3
07135303002440008;07;13;53;03;00244;0008;2; ;2;1;73;4;1;2;2;2;28;1;7;4
07135303002440009;07;13;53;03;00244;0009;2; ;90;2;26;6;2;2;2;2;20;1;7;2
07135303002449999;07;13;53;03;00244;9999;1;1; ;1;99;6;7;2;2;2;1,5;1;2;6
07135303002930001;07;13;53;03;00293;0001;2; ;20;2;60;4;1;1;2;2;100;1;9;3
07135303002930002;07;13;53;03;00293;0002;2; ;30;2;52;4;2;2;1;1;65;1;8;3
07135304000310001;07;13;53;04;00031;0001;2; ;4;2;26;4;2;2;2;2;44;1;7;2
07135304000310002;07;13;53;04;00031;0002;2; ;8;1;64;4;2;2;2;2;90;1;8;4
07135304000310003;07;13;53;04;00031;0003;2; ;10;1;65;4;1;1;2;1;15,44;1;6;4
07135304000310004;07;13;53;04;00031;0004;2; ;2;2;74;4;2;1;2;2;33,5;1;7;4
07135304000310005;07;13;53;04;00031;0005;1;1; ;1;80;4;1;1;2;2;27;1;7;4
07135304000310006;07;13;53;04;00031;0006;2; ;1;2;35;4;1;2;2;2;48,01;1;7;2
07135304000310007;07;13;53;04;00031;0007;2; ;3;1;63;4;7;1;2;2;23,5;1;7;4
07135304000310008;07;13;53;04;00031;0008;2; ;5;1;99;4;7;2;2;2;37;1;7;6
07135304000310009;07;13;53;04;00031;0009;1;1; ;1;56;4;7;2;2;2;26,02;1;7;3
07135304000310010;07;13;53;04;00031;0010;2; ;2;2;73;4;7;2;2;2;40,5;1;7;4
07135304000310011;07;13;53;04;00031;0011;2; ;2;2;64;4;1;1;2;2;45,05;1;7;4
07135304000310012;07;13;53;04;00031;0012;2; ;1;1;57;4;7;1;2;1;14,54;1;6;3
07135304000319999;07;13;53;04;00031;9999;1;1; ;1;99;6;7;2;2;2;,84;1;1;6
07135401087620001;07;13;54;01;08762;0001;2; ;,1;1;66;4;2;1;1;1;100;1;9;4
07135401090120001;07;13;54;01;09012;0001;2; ;3;1;48;4;1;2;1;1;17;1;6;3
07135401090120002;07;13;54;01;09012;0002;1;1; ;1;99;6;7;2;2;2;12;1;6;6
07135404000520001;07;13;54;04;00052;0001;2; ;1;1;55;4;1;2;2;2;200;1;10;3
07135404000520002;07;13;54;04;00052;0002;1;1; ;2;48;1;1;2;2;1;180;1;9;3
07135404000520003;07;13;54;04;00052;0003;2; ;1;1;99;4;1;2;2;2;160;1;9;6
07135404000529999;07;13;54;04;00052;9999;1;1; ;1;99;6;7;2;2;2;8,1;1;5;6
07135462000990526;07;13;54;62;00099;0526;1;1; ;1;99;6;7;2;2;2;1;1;2;6
07135501067900001;07;13;55;01;06790;0001;2; ;7;1;59;4;1;2;1;1;32;1;7;3
07135501076470001;07;13;55;01;07647;0001;2; ;30;1;99;4;1;2;2;1;33,75;1;7;6
07135501076479999;07;13;55;01;07647;9999;1;1; ;1;99;6;7;2;2;2;1,5;1;2;6
07135564000990781;07;13;55;64;00099;0781;1;1; ;2;52;4;1;1;1;1;,18;1;1;3
07135804000560001;07;13;58;04;00056;0001;2; ;15;1;56;3;1;1;1;1;96;1;8;3
07135804000560002;07;13;58;04;00056;0002;2; ;10;1;55;4;2;2;1;1;15,02;1;6;3
07135804000560003;07;13;58;04;00056;0003;2; ;12;1;68;5;1;2;1;1;50;1;8;4
07135804000560004;07;13;58;04;00056;0004;2; ;7;2;60;4;3;2;1;1;60;1;8;3
07135804000560005;07;13;58;04;00056;0005;2; ;15;1;48;4;2;2;1;1;29;1;7;3
07135804000560006;07;13;58;04;00056;0006;2; ;15;1;50;4;3;2;1;1;20;1;7;3
07135804000560007;07;13;58;04;00056;0007;2; ;5;1;27;4;3;2;1;1;63,01;1;8;2
07135804000560008;07;13;58;04;00056;0008;2; ;10;1;52;4;2;2;1;1;43;1;7;3
07135804000560009;07;13;58;04;00056;0009;2; ;10;1;73;4;7;2;2;2;35;1;7;4
07135804000560010;07;13;58;04;00056;0010;2; ;1;1;55;4;1;1;2;1;25;1;7;3
07135804000569999;07;13;58;04;00056;9999;1;1; ;1;99;6;7;2;2;2;5;1;5;6
07135864000990767;07;13;58;64;00099;0767;1;1; ;1;67;5;1;2;1;1;1;1;2;4
07135864000990790;07;13;58;64;00099;0790;1;1; ;1;53;4;2;1;2;1;1,5;1;2;3
07135901061670001;07;13;59;01;06167;0001;1;1; ;2;99;6;7;2;2;2;20;1;7;6
07135901061750001;07;13;59;01;06175;0001;2; ;15;1;58;4;1;2;2;2;163,05;1;9;3
07135901063360001;07;13;59;01;06336;0001;2; ;15;1;65;4;1;2;2;2;163,06;1;9;4
07135901063380001;07;13;59;01;06338;0001;2; ;15;1;58;4;1;2;2;2;103,05;1;9;3
07135901066470001;07;13;59;01;06647;0001;2; ;,5;1;60;4;1;2;2;2;80,55;1;8;3
07135901066560001;07;13;59;01;06656;0001;2; ;,5;1;68;4;1;1;2;2;9,5;1;5;4
07135901069520001;07;13;59;01;06952;0001;2; ;10;1;60;4;1;2;2;2;83,55;1;8;3
07135901071250001;07;13;59;01;07125;0001;2; ;,2;1;46;3;1;2;2;1;81;1;8;3
07135901071250002;07;13;59;01;07125;0002;2; ;2;2;99;4;1;2;2;2;67;1;8;6
07135901071259999;07;13;59;01;07125;9999;1;1; ;1;99;6;7;2;2;2;,2;1;1;6
07135901072790001;07;13;59;01;07279;0001;2; ;,5;1;48;3;1;2;2;1;75,5;1;8;3
07135904000410001;07;13;59;04;00041;0001;2; ;4;1;46;3;1;2;2;1;237;1;10;3
07135904000410002;07;13;59;04;00041;0002;2; ;2;1;99;4;1;2;2;2;102;1;9;6
07135904000419999;07;13;59;04;00041;9999;1;1; ;1;99;6;7;2;2;2;,3;1;1;6
07136262000990784;07;13;62;62;00099;0784;2; ;1;1;35;4;3;2;1;1;5;1;5;2
07145003006000001;07;14;50;03;00600;0001;2; ;10;1;82;4;7;2;2;2;64,01;1;8;5
07145003006000002;07;14;50;03;00600;0002;2; ;10;1;80;4;7;2;1;1;70;1;8;4
07145003006000003;07;14;50;03;00600;0003;2; ;12;1;87;4;7;2;1;1;40,01;1;7;5
07145055000994022;07;14;50;55;00099;4022;1;1; ;1;68;4;7;2;2;2;7;1;5;4
07145061000992680;07;14;50;61;00099;2680;2; ;50;1;85;4;2;2;2;2;364;1;10;5
07145061000992814;07;14;50;61;00099;2814;2; ;15;1;75;4;2;2;1;1;307;1;10;4
07145061000992873;07;14;50;61;00099;2873;2; ;60;2;80;4;1;1;2;2;200,15;1;10;4
07145102033120001;07;14;51;02;03312;0001;2; ;1;1;67;4;1;1;2;2;21,01;1;7;4
07145102033120002;07;14;51;02;03312;0002;2; ;99;1;72;4;1;2;2;2;6,01;1;5;4
07145102033120003;07;14;51;02;03312;0003;2; ;15;1;55;4;2;2;1;1;100,03;1;9;3
07145102033120004;07;14;51;02;03312;0004;2; ;,5;1;67;4;1;2;2;2;255;1;10;4
07145102033120005;07;14;51;02;03312;0005;2; ;15;1;56;4;2;2;2;1;450;1;10;3
07145102033129999;07;14;51;02;03312;9999;1;1; ;1;99;6;7;2;2;2;1,4;1;2;6
07145103006490001;07;14;51;03;00649;0001;2; ;5;1;76;4;1;1;2;1;70;1;8;4
07145103006490002;07;14;51;03;00649;0002;2; ;10;1;48;4;1;2;1;1;35;1;7;3
07145103006490003;07;14;51;03;00649;0003;2; ;4;1;70;4;1;1;2;2;27;1;7;4
07145103006490004;07;14;51;03;00649;0004;2; ;2;1;77;4;1;1;2;2;84;1;8;4
07145103006490005;07;14;51;03;00649;0005;2; ;6;2;59;4;2;2;2;2;7,5;1;5;3
07145103006490006;07;14;51;03;00649;0006;2; ;4;1;55;4;1;1;2;1;4;1;4;3
07145103006499999;07;14;51;03;00649;9999;1;1; ;1;99;6;7;2;2;2;2,1;1;3;6
07145103006530001;07;14;51;03;00653;0001;2; ;6;1;60;4;1;2;2;2;11,5;1;6;3
07145103006530002;07;14;51;03;00653;0002;2; ;6;1;83;4;7;1;2;2;18;1;6;5
07145103006530003;07;14;51;03;00653;0003;2; ;99;1;44;4;2;2;2;1;55,01;1;8;3
07145103006530004;07;14;51;03;00653;0004;2; ;6;1;51;4;2;2;2;1;16,01;1;6;3
07145103006530005;07;14;51;03;00653;0005;2; ;5;1;46;4;1;1;2;1;23;1;7;3
07145103006530006;07;14;51;03;00653;0006;2; ;4;1;73;4;1;1;2;2;5;1;5;4
07145103006530007;07;14;51;03;00653;0007;2; ;6;1;59;4;1;2;2;2;10;1;6;3
07145103006530008;07;14;51;03;00653;0008;2; ;25;1;60;4;1;2;2;1;130;1;9;3
07145103006530009;07;14;51;03;00653;0009;2; ;15;1;74;4;1;2;2;2;195;1;9;4
