Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin_cultivo
9095064000991017,9,9,50,64,99,1017,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,20.0,12,12.0,,1.0,1.0,,11.0,11.0,,,,,,2.0,,4,1.0,0,,99.0,1,60,4,3,0,1,1,20.0,1,7,3,0.0,0.0,,,0.0,1.0,0.0,,2,1,411,1,,5.0,4.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,,84.0,35.0,100.0,6.0,7.0,84.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,3.5,5.0,3.0,,,,,,,,,,,,,411,,2.0,,4,3.81818181818182,3.81818181818182,0.0,,,,,,,,5,7.0,,,,,7.0,,,,7.0,1,1.0
9105062000990460,9,10,50,62,99,460,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,4.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,1.0,0,,99.0,1,63,4,2,0,0,0,4.0,1,4,4,0.0,0.0,,,0.0,1.0,1.0,,1,1,411,1,,10.0,3.0,3.0,2.0,3.5,3.5,3.5,3.5,3.5,3.5,,5000.0,49.0,1.0,6.0,7.0,5000.0,49.0,1.0,6.0,100.0,,,,,,,,,,0,0,1,3.5,3.5,,50.0,,,50.0,,1,0,,,,,,,1,14.0,3.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,1.0,,,411,,2.0,,4,2.2727272727272703,2.2727272727272703,0.0,,,,,,,,10,,3.5,,,3.5,,,3.5,3.5,,1,1.0
9105463000993485,9,10,54,63,99,3485,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,1.0,1,1.0,,1,64,5,4,0,1,1,4.0,1,4,4,0.0,0.0,,,1.0,1.0,1.0,,1,1,411,1,,10.0,2.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,50.0,35.0,100.0,6.0,7.0,50.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,3.0,3.0,,100.0,,,,,1,0,,,,,,,1,450.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,1.0,,,411,,2.0,,4,2.2727272727272703,2.2727272727272703,0.0,,,,,,,,10,,3.0,,,3.0,,,3.0,3.0,,1,1.0
9115052000990217,9,11,50,52,99,217,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,673.0,267,224.0,43.0,1.0,1.0,,266.0,223.0,43.0,,,,,2.0,,4,1.0,0,,99.0,1,60,4,2,0,1,1,673.0,1,10,3,0.0,0.0,,,0.0,1.0,1.0,,3,3,411,1,,13.0,2.78,2.4,3.0,92.0,92.0,92.0,92.0,92.0,92.0,,2392.0,35.0,100.0,6.0,7.0,2392.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,92.0,92.0,50.0,,50.0,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,108.727272727273,108.727272727273,0.0,,,,,,,,13,,92.0,,,,92.0,,92.0,,,1,1.0
9115054000992194,9,11,50,54,99,2194,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,699.0,58,38.0,20.0,1.0,1.0,,57.0,37.0,20.0,,,,,2.0,,4,1.0,0,,99.0,1,55,4,4,0,1,1,699.0,1,10,3,0.0,0.0,,,0.0,1.0,0.0,,1,1,411,1,,10.0,3.0,2.5,3.0,140.0,140.0,140.0,140.0,140.0,140.0,,3920.0,35.0,100.0,6.0,7.0,3920.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,100.0,100.0,100.0,,,,,,1,0,,,,,,,1,17500.0,2.0,,,,,,,1,0.0,,,1.0,140.0,5.0,3.0,,,,,,,,,,,,,411,,2.0,,4,178.18181818181804,178.18181818181804,0.0,,,,,,,,10,,140.0,,,,140.0,,140.0,140.0,140.0,1,1.0
9115054000992205,9,11,50,54,99,2205,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,435.6,36,30.0,6.0,1.0,1.0,,20.0,18.0,2.0,15.0,11.0,4.0,,2.0,,4,1.0,0,,99.0,1,26,4,4,0,1,1,435.6,1,10,2,0.0,0.0,,,0.0,1.0,1.0,,1,1,411,1,,15.0,2.7,2.7,3.0,124.0,124.0,124.0,124.0,124.0,124.0,,4340.0,35.0,100.0,6.0,5.0,4340.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,117.0,117.0,100.0,,,,,,1,0,,,,,,,1,,,,,,,75392.0,2.0,1,0.0,,,1.0,744.0,5.0,3.0,,,,,,,,,,,,,411,,2.0,,4,197.27272727272702,197.27272727272702,0.0,,,,,,,,15,,124.0,,,,124.0,,124.0,124.0,124.0,1,1.0
9115054000992219,9,11,50,54,99,2219,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,771.76,69,61.0,8.0,1.0,1.0,,45.0,45.0,,23.0,15.0,8.0,,2.0,,4,1.0,0,,99.0,1,50,4,3,0,1,1,771.76,1,10,3,0.0,0.0,,,0.0,1.0,1.0,,2,2,411,1,,20.0,3.0,3.0,3.0,260.0,260.0,260.0,260.0,260.0,260.0,,10400.0,35.0,100.0,6.0,7.0,10400.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,260.0,260.0,2.0,,98.0,,,,1,0,,,,,,,1,52000.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,472.72727272727303,472.72727272727303,0.0,,,,,,,,20,,,260.0,,,260.0,,260.0,260.0,,1,1.0
9115054000992225,9,11,50,54,99,2225,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,432.06,48,36.0,12.0,1.0,1.0,,47.0,35.0,12.0,,,,,2.0,,4,1.0,0,,99.0,1,32,4,4,0,1,1,432.06,1,10,2,0.0,0.0,,,0.0,1.0,1.0,,1,1,411,1,,25.0,3.0,3.0,3.0,331.29,331.29,331.29,331.29,331.29,331.29,,13500.0,35.0,100.0,6.0,7.0,13500.0,35.0,100.0,6.0,0.0,100.0,,,,,,,,,0,0,1,331.29,331.29,70.0,30.0,,,,,1,0,,,,,,,1,331290.0,2.0,,,,,,,1,0.0,,,1.0,1489.5,5.0,2.0,,,,1655.0,2.0,3.0,,,,,,,411,,2.0,,4,613.636363636364,613.636363636364,0.0,,,,,,,,25,,,331.29,,,331.29,,331.29,331.29,331.29,1,1.0
9115054000992232,9,11,50,54,99,2232,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1525.0,71,51.0,20.0,1.0,1.0,,70.0,50.0,20.0,,,,,2.0,,4,1.0,0,,99.0,1,60,4,3,0,1,1,1525.0,1,10,3,0.0,0.0,,,0.0,0.0,1.0,,1,1,411,1,,26.0,3.0,3.0,3.0,500.0,500.0,500.0,500.0,500.0,500.0,,12500.0,35.0,100.0,6.0,1.0,12500.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,500.0,500.0,100.0,,,,,,1,1,,,2500.0,3.0,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,568.181818181818,568.181818181818,0.0,,,,,,,,26,,,500.0,,,500.0,,500.0,500.0,,1,1.0
9115054000994107,9,11,50,54,99,4107,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,8.0,5,5.0,,1.0,1.0,,1.0,1.0,,3.0,3.0,,,2.0,,4,1.0,0,,99.0,1,50,4,1,0,0,0,8.0,1,5,3,0.0,0.0,,,0.0,1.0,0.0,,1,1,411,1,,6.0,3.5,3.5,3.0,7.98,7.98,7.98,7.98,7.98,7.98,,600.0,40.0,50.0,6.0,7.0,600.0,40.0,50.0,6.0,100.0,,,,,,,,,,0,0,1,7.98,7.98,100.0,,,,,,1,0,,,,,,,1,,,800.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,3.0,,,,,,,,,,,,,411,,2.0,,4,13.6363636363636,13.6363636363636,0.0,,,,,,,,6,7.98,,,,,7.98,,7.98,7.98,7.98,1,1.0
9115061000992487,9,11,50,61,99,2487,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1300.0,22,22.0,,1.0,1.0,,21.0,21.0,,,,,,2.0,,4,1.0,0,,99.0,1,55,4,3,1,1,1,1300.0,1,10,3,0.0,0.0,,,0.0,1.0,1.0,,2,2,411,1,,30.0,3.0,3.0,3.0,60.0,60.0,60.0,60.0,60.0,60.0,,600.0,35.0,100.0,6.0,6.0,600.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,60.0,60.0,100.0,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,27.2727272727273,27.2727272727273,0.0,,,,,,,,30,,,60.0,,,60.0,,60.0,,,1,1.0
9115062000990499,9,11,50,62,99,499,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,52.0,5,5.0,,1.0,1.0,,4.0,4.0,,,,,,2.0,,4,1.0,1,1.0,,1,54,4,2,0,1,1,52.0,1,8,3,0.0,0.0,,,0.0,1.0,0.0,,1,1,411,1,,7.0,3.0,3.0,3.0,20.0,20.0,20.0,20.0,20.0,20.0,,200.0,35.0,100.0,6.0,1.0,200.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,20.0,20.0,100.0,,,,,,1,0,,,,,,,1,20000.0,2.0,,,,,,,1,0.0,,,1.0,40.0,5.0,2.0,,,,,,,,,,,,,411,,2.0,,4,9.09090909090909,9.09090909090909,0.0,,,,,,,,7,20.0,,,,,20.0,,20.0,20.0,20.0,1,1.0
9115154000992201,9,11,51,54,99,2201,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,180.0,34,34.0,,1.0,1.0,,18.0,18.0,,15.0,15.0,,,2.0,,4,1.0,0,,99.0,1,65,4,3,0,1,1,180.0,1,9,4,0.0,0.0,,,1.0,1.0,0.0,,1,1,411,1,,22.0,2.0,4.0,3.0,119.5,119.5,119.5,119.5,119.5,119.5,,2618.0,35.0,100.0,6.0,2.0,2618.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,119.5,119.5,100.0,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,119.0,119.0,0.0,,,,,,,,22,,,119.5,,,119.5,,119.5,,,1,1.0
9115154000992224,9,11,51,54,99,2224,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,534.0,156,156.0,,1.0,1.0,,120.0,120.0,,35.0,35.0,,,2.0,,4,1.0,0,,99.0,1,40,4,4,0,1,1,534.0,1,10,2,1.0,1.0,,,0.0,1.0,1.0,,2,2,411,1,,15.0,3.0,3.0,3.0,332.0,332.0,332.0,332.0,332.0,332.0,,5976.0,35.0,100.0,6.0,2.0,5976.0,35.0,100.0,6.0,0.0,100.0,,,,,,,,,0,0,1,332.0,332.0,,100.0,,,,,1,0,,,,,,,1,5312.0,3.0,,,,,,,1,0.0,,,1.0,830.0,5.0,3.0,,,,,,,,,,,,,411,,2.0,,4,271.63636363636397,271.63636363636397,0.0,,,,,,,,15,,332.0,,,,332.0,,332.0,332.0,332.0,1,1.0
9115254000994109,9,11,52,54,99,4109,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,17.0,16,16.0,,1.0,1.0,,15.0,15.0,,,,,,2.0,,4,1.0,1,1.0,,0,79,4,3,1,0,0,17.0,1,6,4,0.0,0.0,,,1.0,1.0,0.0,,1,2,411,2,1.0,10.0,5.0,3.0,2.0,16.9,16.9,16.9,16.9,16.9,16.9,,320.0,35.0,100.0,6.0,2.0,320.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,16.9,16.9,,,100.0,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,14.5454545454545,14.5454545454545,0.0,,,,,,,,10,,16.9,,,16.9,,,16.9,,,0,1.0
9115257000992279,9,11,52,57,99,2279,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,587.0,115,65.0,50.0,1.0,1.0,,,,,114.0,64.0,50.0,,2.0,,4,1.0,0,,99.0,1,46,4,2,0,0,0,587.0,1,10,3,0.0,0.0,,,0.0,1.0,0.0,,2,2,411,1,,3.0,2.4,2.4,2.0,13.0,1.0,1.0,1.0,1.0,1.0,,30.0,35.0,100.0,6.0,7.0,30.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,1.0,1.0,100.0,,,,,,1,0,,,,,,,1,18.0,3.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,1.3636363636363602,24.090909090909058,0.0,,,,,,,,3,1.0,,,,1.0,,,1.0,1.0,,1,1.0
9115454000992233,9,11,54,54,99,2233,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,189.0,36,35.0,1.0,1.0,,1.0,35.0,35.0,,,,,,2.0,,4,1.0,0,,90.0,0,99,4,3,0,1,1,189.0,1,9,6,0.0,0.0,0.0,,0.0,1.0,1.0,,1,1,411,1,,8.0,3.0,3.0,1.0,189.0,189.0,189.0,189.0,189.0,189.0,,6615.0,35.0,100.0,6.0,7.0,6615.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,189.0,189.0,,100.0,,,,,1,0,,,,,,,1,151200.0,2.0,,,,,,,1,0.0,,,1.0,1323.0,5.0,3.0,387.0,5.0,3.0,,,,,,,,,,411,,2.0,,4,300.681818181818,300.681818181818,0.0,,,,,,,,8,189.0,,,189.0,,,,189.0,189.0,189.0,1,1.0
9115454000992234,9,11,54,54,99,2234,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,240.0,81,77.0,4.0,1.0,1.0,,80.0,76.0,4.0,,,,,2.0,,4,1.0,0,,50.0,1,99,4,3,0,0,0,240.0,1,10,6,0.0,1.0,,,1.0,1.0,1.0,,1,1,411,1,,30.0,2.0,3.0,2.0,40.0,40.0,40.0,40.0,40.0,40.0,,1200.0,35.0,100.0,6.0,7.0,1200.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,40.0,40.0,100.0,,,,,,1,1,,,,,100.0,1.0,1,4800.0,2.0,,,600.0,2.0,600.0,2.0,1,0.0,,,1.0,600.0,5.0,1.0,28.0,5.0,3.0,,,,,,,,,,411,,2.0,,4,54.545454545454504,54.545454545454504,0.0,,,,,,,,30,,,40.0,,40.0,,,40.0,40.0,40.0,1,1.0
9115456000993480,9,11,54,56,99,3480,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,130.0,7,7.0,,1.0,1.0,,4.0,4.0,,2.0,2.0,,,2.0,,4,1.0,0,,20.0,1,99,4,3,0,0,0,130.0,1,9,6,0.0,0.0,0.0,,0.0,1.0,1.0,,1,1,411,1,,4.0,3.0,3.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,,10.0,35.0,100.0,6.0,7.0,10.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,0.5,0.5,,100.0,,,,,1,0,,,,,,,1,100.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,3.0,2.0,5.0,3.0,,,,,,,0.0,,,411,,2.0,,4,0.45454545454545503,0.45454545454545503,0.0,,,,,,,,4,0.5,,,0.5,,,,0.5,0.5,0.5,1,1.0
9125052000990253,9,12,50,52,99,253,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,234.0,81,69.0,12.0,1.0,1.0,,80.0,68.0,12.0,,,,,2.0,,4,1.0,0,,99.0,1,73,4,3,0,1,1,234.0,1,10,4,0.0,1.0,,,0.0,1.0,1.0,,3,2,411,1,,3.0,3.0,5.0,1.0,16.0,16.0,16.0,16.0,16.0,16.0,,96.0,35.0,100.0,6.0,1.0,96.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,16.0,16.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,411,,2.0,,4,4.36363636363636,4.36363636363636,0.0,,,,,,,,3,16.0,,,16.0,,,,16.0,,,1,1.0
9145255000993985,9,14,52,55,99,3985,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,38.0,9,9.0,,1.0,1.0,,2.0,2.0,,6.0,6.0,,,2.0,,4,1.0,0,,99.0,1,48,4,3,0,1,1,38.0,1,7,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3,2,411,1,,3.0,2.5,2.5,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,100.0,35.0,100.0,6.0,2.0,100.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,5.0,5.0,,,,100.0,,,1,0,,,,,,,1,1250.0,2.0,,,,,,,1,0.0,,,1.0,,,,20.0,5.0,2.0,,,,,,,1.0,,,411,,2.0,,4,4.5454545454545485,4.5454545454545485,0.0,,,,,,,,3,5.0,,,,5.0,,,5.0,5.0,5.0,1,1.0
9205363000993488,9,20,53,63,99,3488,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,9.0,4,4.0,,1.0,1.0,,3.0,3.0,,,,,,2.0,,4,1.0,0,,99.0,1,76,4,3,0,1,1,9.0,1,5,4,0.0,0.0,,,0.0,1.0,1.0,,1,1,411,1,,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,150.0,35.0,100.0,6.0,5.0,150.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,5.0,5.0,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,411,,2.0,,4,6.81818181818182,6.81818181818182,0.0,,,,,,,,3,5.0,,,,5.0,,,5.0,,,1,1.0
9225054000994113,9,22,50,54,99,4113,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.51,3,,3.0,3.0,,3.0,,,,,,,,2.0,,4,1.0,0,,99.0,0,48,4,2,1,0,1,3.51,1,4,3,0.0,0.0,,,0.0,1.0,0.0,,1,1,411,1,,10.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,,120.0,35.0,100.0,6.0,1.0,120.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,3.5,3.5,,100.0,,,,,1,0,,,,,,,1,350.0,2.0,150.0,2.0,,,,,1,0.0,,,1.0,10.0,5.0,3.0,,,,,,,,,,,,,411,,2.0,,4,5.454545454545452,5.454545454545452,0.0,,,,,,,,10,,3.5,,,,3.5,,3.5,3.5,3.5,1,1.0
9225156000993452,9,22,51,56,99,3452,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,670.0,31,31.0,,1.0,1.0,,30.0,30.0,,,,,,2.0,,4,1.0,0,,99.0,1,66,4,3,0,1,1,670.0,1,10,4,0.0,0.0,,,0.0,1.0,1.0,,2,2,411,1,,14.0,3.0,2.8,3.0,144.0,144.0,144.0,144.0,144.0,144.0,,6480.0,35.0,100.0,6.0,2.0,6480.0,35.0,100.0,6.0,100.0,,,,,,,,,,1,0,1,144.0,144.0,100.0,,,,,,1,0,,,,,,,1,144000.0,2.0,,,,,,,1,0.0,,,1.0,1152.0,5.0,3.0,,,,547.2,5.0,2.0,,,,,,,411,,2.0,,4,294.545454545455,294.545454545455,0.0,,,,,,,,14,,144.0,,,,144.0,,144.0,144.0,144.0,1,1.0
9275056000993444,9,27,50,56,99,3444,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1229.36,61,61.0,,1.0,1.0,,60.0,60.0,,,,,,2.0,,4,1.0,0,,99.0,1,38,4,4,0,1,1,1229.36,1,10,2,0.0,0.0,,,0.0,1.0,1.0,,4,4,411,1,,10.0,3.0,3.0,3.0,65.0,65.0,65.0,65.0,65.0,65.0,,1300.0,35.0,100.0,6.0,2.0,1300.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,65.0,65.0,,100.0,,,,,1,0,,,,,,,1,62150.0,2.0,,,,,,,1,0.0,,,1.0,998.0,5.0,2.0,,,,583.0,5.0,3.0,,,,,,,411,,2.0,,4,59.0909090909091,59.0909090909091,0.0,,,,,,,,10,,65.0,,,,65.0,,65.0,65.0,65.0,1,1.0
9275061000992561,9,27,50,61,99,2561,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,433.26,28,27.0,1.0,1.0,,1.0,27.0,27.0,,,,,,2.0,,4,1.0,0,,99.0,0,57,4,3,0,1,1,433.26,1,10,3,0.0,0.0,,,0.0,1.0,0.0,,1,1,411,1,,15.0,3.0,3.0,3.0,157.0,157.0,157.0,157.0,157.0,157.0,,3925.0,35.0,100.0,6.0,2.0,3925.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,157.0,157.0,,100.0,,,,,1,0,,,,,,,1,78500.0,2.0,,,,,,,1,0.0,,,1.0,1256.0,5.0,3.0,,,,942.0,5.0,3.0,,,,,,,411,,2.0,,4,178.409090909091,178.409090909091,0.0,,,,,,,,15,,157.0,,,,157.0,,157.0,157.0,157.0,1,1.0
9285054000992192,9,28,50,54,99,2192,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,1495.3,71,71.0,,1.0,1.0,,70.0,70.0,,,,,,2.0,,4,1.0,0,,99.0,1,56,4,3,0,1,1,1495.3,1,10,3,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2,2,411,1,,15.0,3.0,3.0,2.0,130.0,130.0,130.0,130.0,130.0,130.0,,5850.0,35.0,100.0,6.0,7.0,5850.0,35.0,100.0,6.0,0.0,100.0,,,,,,,,,0,0,1,130.0,130.0,,,100.0,,,,1,0,,,,,,,1,19500.0,2.0,,,19500.0,2.0,,,1,0.0,,,1.0,,,,65.0,5.0,3.0,,,,,,,,,,411,,2.0,,4,265.909090909091,265.909090909091,0.0,,,,,,,,15,,130.0,,,130.0,,,130.0,130.0,130.0,1,1.0
9285061000993148,9,28,50,61,99,3148,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,500.0,2,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,2.0,,4,1.0,0,,99.0,0,35,4,2,0,1,1,500.0,1,10,2,0.0,0.0,,,0.0,1.0,1.0,,1,1,411,1,,6.0,3.0,3.0,2.0,29.99,29.99,29.99,29.99,29.99,29.99,,450.0,35.0,100.0,6.0,2.0,450.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,29.99,29.99,,100.0,,,,,1,0,,,,,,,1,4500.0,2.0,,,,,,,1,0.0,,,1.0,15.0,5.0,3.0,15.0,5.0,3.0,,,,,,,2.0,,,411,,2.0,,4,20.4545454545455,20.4545454545455,0.0,,,,,,,,6,29.99,,,,29.99,,,29.99,29.99,29.99,1,1.0
9285064000990935,9,28,50,64,99,935,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,184.0,11,11.0,,1.0,1.0,,10.0,10.0,,,,,,2.0,,4,1.0,0,,99.0,1,56,4,3,0,1,1,184.0,1,9,3,0.0,0.0,,,0.0,1.0,1.0,,2,2,411,1,,6.0,3.0,3.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,,180.0,35.0,100.0,6.0,7.0,180.0,35.0,100.0,6.0,100.0,,,,,,,,,,0,0,1,8.0,8.0,,100.0,,,,,1,0,,,,,,,1,,,1200.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,8.0,5.0,2.0,8.0,5.0,3.0,,,,,,,411,,2.0,,4,8.18181818181818,8.18181818181818,0.0,,,,,,,,6,8.0,,,,8.0,,,8.0,8.0,8.0,1,1.0
